,index,year,bmi,Vape_Use,Physical_Activity,Television,Electronic_Devices,Grades,race,sex,weight,marijuana_use
27250,211108,2019,18.6593,2,7,5,4,1,1,1,50.8,2
27251,211109,2019,20.6594,1,3,4,7,2,3,1,54.89,1
27252,211110,2019,39.6914,1,1,1,7,2,3,1,101.61,2
27253,211111,2019,22.082,1,2,3,5,1,1,1,54.43,1
27254,211112,2019,20.2487,2,7,5,4,1,3,1,57.15,2
27255,211113,2019,26.975,1,6,2,7,2,2,1,71.67,1
27256,211114,2019,19.4922,1,6,3,5,1,3,1,49.9,1
27257,211116,2019,21.1446,1,8,2,4,1,1,1,50.8,2
27258,211117,2019,21.3754,2,2,1,4,1,4,1,60.33,2
27259,211118,2019,22.082,2,1,1,7,3,1,1,54.43,2
27260,211119,2019,18.3287,2,3,2,3,1,1,1,49.9,2
27261,211120,2019,21.793,2,5,1,5,1,1,1,55.79,2
27262,211121,2019,20.7305,1,4,4,4,1,1,1,53.07,2
27263,211122,2019,18.4024,2,7,4,4,2,1,1,45.36,2
27264,211124,2019,24.1071,2,5,2,4,1,3,1,68.04,1
27265,211125,2019,20.5786,2,2,4,7,1,3,1,49.44,2
27266,211126,2019,28.9293,2,1,6,2,1,2,1,81.65,2
27267,211127,2019,27.4844,2,7,3,7,1,3,1,63.5,2
27268,211128,2019,20.1992,2,8,2,1,1,1,1,51.71,2
27269,211129,2019,17.1607,2,6,4,1,1,1,1,46.72,2
27270,211141,2019,17.5779,1,2,7,7,1,4,1,50.8,2
27271,211142,2019,20.2457,1,7,1,4,1,1,1,58.51,1
27272,211143,2019,20.9162,2,8,1,4,2,1,1,62.6,2
27273,211144,2019,18.7539,2,7,5,7,2,2,1,59.42,2
27274,211145,2019,26.6325,2,5,2,6,1,1,1,70.76,2
27275,211146,2019,27.6036,2,1,7,7,2,2,1,68.04,2
27276,211150,2019,23.3029,2,8,3,1,1,1,1,65.77,2
27277,211155,2019,17.7422,1,5,2,1,2,1,1,39.92,2
27278,211158,2019,28.9293,2,7,2,2,1,1,1,81.65,2
27279,211159,2019,29.8769,2,5,4,1,1,1,1,79.38,2
27280,211160,2019,22.082,1,6,3,5,1,3,1,54.43,1
27281,211162,2019,17.4949,2,3,6,1,1,1,1,47.63,2
27282,211163,2019,21.7128,1,8,4,7,1,2,1,53.52,1
27283,211164,2019,18.9541,2,4,2,6,1,4,1,46.72,2
27284,211165,2019,20.9063,1,4,7,7,1,1,1,53.52,1
27285,211166,2019,22.4512,1,5,3,7,2,1,1,55.34,2
27286,211174,2019,37.7693,1,4,3,6,7,1,1,106.6,2
27287,211175,2019,25,2,2,1,1,1,3,1,56.25,2
27288,211176,2019,17.5567,2,4,4,2,1,1,1,42.18,2
27289,211177,2019,18.8339,2,8,4,2,1,1,1,54.43,2
27290,211178,2019,20.3169,2,1,4,1,1,1,1,53.98,2
27291,211179,2019,16.3938,1,8,3,4,1,1,1,46.27,2
27292,211180,2019,17.9945,2,3,4,2,1,3,1,48.99,2
27293,211181,2019,20.9063,1,3,3,6,2,1,1,53.52,2
27294,211182,2019,23.003,1,3,3,5,1,1,1,56.7,2
27295,211183,2019,18.8803,2,5,4,2,1,1,1,45.36,2
27296,211184,2019,22.4986,2,3,7,2,3,2,1,63.5,2
27297,211185,2019,18.9615,2,7,7,4,1,1,1,63.5,2
27298,211186,2019,20.8936,2,8,2,7,1,1,1,58.97,2
27299,211187,2019,23.3242,1,4,4,7,2,1,1,63.5,1
27300,211188,2019,19.9744,2,6,3,5,2,1,1,53.07,2
27301,211189,2019,19.6194,1,2,4,7,2,1,1,56.7,1
27302,211190,2019,19.6925,1,7,2,2,1,1,1,48.54,2
27303,211191,2019,25.9176,1,6,3,1,2,4,1,59.88,1
27304,211192,2019,19.805,2,6,3,3,1,1,1,52.62,2
27305,211193,2019,26.7706,2,1,2,7,3,1,1,84.82,2
27306,211194,2019,24.8047,2,5,4,5,1,1,1,63.5,2
27307,211195,2019,22.4512,1,8,4,3,1,4,1,55.34,1
27308,211196,2019,18.7813,1,2,4,7,2,1,1,49.9,1
27309,211197,2019,27.4648,2,5,1,5,2,3,1,70.31,2
27310,211198,2019,21.7107,2,8,2,5,1,3,1,52.16,1
27311,211199,2019,19.2932,1,7,2,7,1,3,1,51.26,2
27312,211200,2019,18.2566,1,1,7,7,2,2,1,42.18,1
27313,211201,2019,18.7467,2,5,6,1,1,4,1,42.18,2
27314,211202,2019,18.0332,2,8,3,1,1,1,1,44.45,2
27315,211204,2019,23.6433,2,5,6,4,2,3,1,43.09,2
27316,211205,2019,21.793,2,1,2,7,2,2,1,55.79,1
27317,211206,2019,19.4922,2,8,2,1,2,2,1,49.9,1
27318,211208,2019,22.195,2,4,4,6,1,1,1,58.97,2
27319,211210,2019,27.1998,2,7,1,1,1,1,1,86.18,2
27320,211211,2019,33.9757,1,1,1,4,4,4,1,90.27,2
27321,211212,2019,17.543,1,7,2,3,1,1,1,44.91,2
27322,211214,2019,21.1611,1,8,2,1,1,1,1,52.16,2
27323,211215,2019,18.9448,2,5,3,5,1,1,1,56.7,2
27324,211216,2019,24.6289,2,1,5,2,3,1,1,63.05,2
27325,211217,2019,23.3242,2,4,3,2,2,1,1,63.5,2
27326,211218,2019,22.4512,1,5,2,5,2,3,1,55.34,1
27327,211219,2019,18.6437,2,1,2,6,1,4,1,52.62,2
27328,211220,2019,18.2694,2,1,1,5,2,3,1,48.54,2
27329,211222,2019,23.0494,2,3,7,3,3,1,1,61.24,2
27330,211223,2019,36.8858,2,3,5,7,4,1,1,106.6,2
27331,211224,2019,23.9239,2,4,4,4,2,1,1,58.97,2
27332,211225,2019,42.8507,1,3,3,6,1,1,1,113.85,1
27333,211226,2019,34.9629,1,2,1,1,3,1,1,86.18,2
27334,211227,2019,25.1142,1,5,2,5,3,2,1,72.58,2
27335,211228,2019,22.2687,1,3,3,2,5,3,1,54.89,1
27336,211229,2019,30.4766,2,5,5,6,1,1,1,78.02,2
27337,211232,2019,21.216,2,2,3,7,2,3,1,59.88,2
27338,211233,2019,28.3516,2,7,4,6,1,1,1,72.58,2
27339,211235,2019,23.3906,1,8,2,7,2,1,1,59.88,2
27340,211236,2019,27.6036,2,5,5,1,1,4,1,68.04,2
27341,211238,2019,23.3242,2,8,5,1,2,1,1,63.5,2
27342,211239,2019,21.2617,1,4,2,7,2,1,1,54.43,1
27343,211240,2019,35.7341,2,3,7,4,4,4,1,82.56,2
27344,211241,2019,33.7514,2,5,4,3,1,1,1,95.26,2
27345,211243,2019,19.1589,1,8,5,7,2,1,1,52.16,1
27346,211244,2019,22.494,1,4,1,4,2,1,1,61.24,1
27347,211246,2019,23.9239,2,8,2,2,1,1,1,58.97,2
27348,211247,2019,39.4066,1,5,1,7,2,3,1,117.94,1
27349,211249,2019,28.7232,1,1,2,5,2,4,1,83.01,1
27350,211250,2019,26.9336,1,1,2,4,2,1,1,68.95,2
27351,211251,2019,27.4844,2,3,1,5,1,3,1,63.5,2
27352,211252,2019,23.9239,1,6,5,2,1,1,1,58.97,2
27353,211253,2019,18.4807,1,1,6,7,2,1,1,52.16,1
27354,211254,2019,21.1689,2,7,2,4,2,1,1,47.63,2
27355,211255,2019,19.285,2,8,4,4,1,1,1,54.43,2
27356,211256,2019,20.9063,2,5,2,7,1,1,1,53.52,2
27357,211258,2019,20.9982,2,2,5,6,2,4,1,55.79,2
27358,211259,2019,28.3232,2,1,1,5,2,3,1,77.11,2
27359,211260,2019,25.7617,2,5,1,6,1,4,1,63.5,2
27360,211261,2019,19.6074,2,6,3,2,1,4,1,55.34,2
27361,211263,2019,20.0893,1,5,3,6,1,1,1,56.7,2
27362,211264,2019,23.3029,2,8,4,3,1,1,1,65.77,2
27363,211265,2019,19.5556,2,5,1,5,1,4,1,44,2
27364,211267,2019,24.8047,2,1,2,5,2,1,1,63.5,2
27365,211268,2019,22.1484,2,8,2,4,1,4,1,56.7,2
27366,211270,2019,26.5228,2,8,4,7,1,1,1,79.38,2
27367,211271,2019,18.1864,1,6,6,3,1,1,1,54.43,2
27368,211272,2019,18.5016,1,8,2,7,3,1,1,44.45,1
27369,211274,2019,26.1207,1,4,4,5,1,3,1,69.4,2
27370,211275,2019,52.1115,2,5,1,4,3,1,1,165.11,2
27371,211276,2019,17.6681,2,8,3,2,1,1,1,43.55,2
27372,211277,2019,19.6074,1,8,2,7,1,3,1,55.34,2
27373,211279,2019,29.4454,2,4,2,6,2,3,1,72.58,2
27374,211281,2019,40.9202,2,8,1,2,2,3,1,122.47,2
27375,211283,2019,22.7069,1,4,7,4,2,1,1,60.33,2
27376,211284,2019,31.8945,1,6,4,7,1,1,1,81.65,2
27377,211286,2019,27.4024,1,6,2,4,1,1,1,83.92,2
27378,211287,2019,23.2216,2,1,1,4,2,2,1,55.79,1
27379,211288,2019,28.7232,2,1,2,1,2,2,1,83.01,2
27380,211289,2019,21.216,1,6,4,4,1,1,1,59.88,2
27381,211290,2019,24.2931,1,3,2,5,2,3,1,59.88,1
27382,211293,2019,22.4986,1,2,2,7,3,2,1,63.5,1
27383,211295,2019,16.0488,2,7,3,5,1,1,1,42.64,2
27384,211297,2019,22.494,2,5,3,5,1,4,1,61.24,2
27385,211300,2019,17.4814,2,6,2,1,1,3,1,43.09,2
27386,211301,2019,19.6584,1,6,1,1,2,1,1,53.52,2
27387,211303,2019,19.6925,2,4,4,4,2,1,1,48.54,2
27388,211307,2019,17.68,1,2,1,3,1,4,1,49.9,2
27389,211312,2019,26.8096,2,4,1,7,1,3,1,64.41,2
27390,211319,2019,24.7051,2,4,4,2,1,2,1,73.94,2
27391,211322,2019,18.7716,2,1,3,4,2,3,1,46.27,2
27392,211325,2019,29.628,2,8,1,7,2,3,1,73.03,2
27393,211331,2019,23.3242,1,4,5,2,7,3,1,63.5,2
27394,211334,2019,19.875,2,1,1,2,2,2,1,48.99,1
27395,211337,2019,19.4922,2,6,2,7,1,2,1,49.9,2
27396,211338,2019,20.4922,1,5,4,1,2,1,1,55.79,2
27397,211344,2019,22.7338,1,8,1,3,1,3,1,68.04,1
27398,211345,2019,24.9351,1,2,4,6,1,1,1,57.61,1
27399,211347,2019,21.2041,2,3,1,4,3,4,1,48.99,1
27400,211348,2019,21.51,1,8,2,2,1,1,1,57.15,1
27401,211350,2019,20.0893,2,3,6,6,1,1,1,56.7,2
27402,211352,2019,19.2555,1,5,3,7,2,1,1,58.97,1
27403,211353,2019,21.2617,1,2,4,6,1,3,1,54.43,1
27404,211354,2019,33.5882,2,8,7,6,2,2,1,97.07,2
27405,211355,2019,25.9513,1,8,4,5,2,4,1,68.95,2
27406,211356,2019,27.4648,1,2,2,6,1,1,1,70.31,2
27407,211357,2019,19.6319,1,3,3,2,1,1,1,52.16,1
27408,211358,2019,34.9629,2,8,4,3,1,1,1,86.18,2
27409,211361,2019,21.2169,1,4,2,4,1,1,1,63.5,2
27410,211363,2019,18.8903,2,3,7,6,3,1,1,40.82,2
27411,211364,2019,19.4931,1,6,2,2,1,1,1,53.07,2
27412,211368,2019,19.9927,2,2,1,1,1,1,1,54.43,2
27413,211370,2019,27.6563,2,1,1,4,7,1,1,73.48,2
27414,211371,2019,20.6953,1,5,3,7,2,1,1,41.73,2
27415,211372,2019,31.8237,2,1,4,1,3,1,1,86.64,2
27416,211373,2019,20.2442,1,2,4,3,2,4,1,49.9,1
27417,211375,2019,26.4308,2,1,1,7,1,3,1,63.5,2
27418,211377,2019,17.2664,2,8,1,4,1,3,1,49.9,2
27419,211378,2019,16.9906,2,5,1,5,1,1,1,40.82,2
27420,211379,2019,21.6978,1,3,1,7,1,1,1,61.24,2
27421,211380,2019,15.7695,2,8,3,2,1,1,1,40.37,2
27422,211381,2019,28.3232,1,6,2,3,1,1,1,77.11,1
27423,211382,2019,19.285,2,6,3,5,1,1,1,54.43,2
27424,211383,2019,20.3913,2,6,1,1,1,1,1,48.99,2
27425,211384,2019,22.5834,2,8,1,5,1,1,1,67.59,2
27426,211385,2019,26.4023,2,1,1,1,1,2,1,67.59,2
27427,211386,2019,27.4869,2,6,3,2,1,3,1,73.03,2
27428,211387,2019,20.77,1,6,5,7,2,1,1,49.9,1
27429,211388,2019,21.598,1,4,2,7,1,1,1,49.9,1
27430,211389,2019,20.77,1,6,3,5,2,1,1,49.9,1
27431,211390,2019,41.9147,2,4,1,2,3,2,1,100.7,2
27432,211392,2019,19.6337,2,7,2,3,2,2,1,47.17,2
27433,211393,2019,24.8047,2,6,5,4,2,3,1,63.5,2
27434,211394,2019,20.0417,2,8,4,4,1,1,1,63.5,2
27435,211395,2019,33.9854,2,4,3,5,1,2,1,81.65,2
27436,211396,2019,27.2852,2,6,3,2,1,4,1,69.85,1
27437,211398,2019,20.375,2,6,4,6,2,1,1,52.16,2
27438,211399,2019,17.8292,1,4,4,4,2,1,1,48.54,1
27439,211400,2019,23.9219,1,2,7,7,1,1,1,61.24,2
27440,211401,2019,19.9298,2,5,1,6,1,1,1,56.25,2
27441,211402,2019,22.5778,2,7,1,5,1,1,1,50.8,2
27442,211404,2019,23.5664,2,5,5,1,2,1,1,60.33,2
27443,211405,2019,20.2442,2,6,3,5,1,1,1,49.9,2
27444,211406,2019,20.5786,1,4,7,7,3,4,1,49.44,1
27445,211407,2019,26.6593,2,1,4,7,2,1,1,72.58,2
27446,211408,2019,20.204,1,7,6,5,6,1,1,48.54,2
27447,211409,2019,23.5587,2,6,1,2,7,3,1,54.43,2
27448,211410,2019,28.4474,1,6,1,4,1,1,1,80.29,1
27449,211411,2019,20.4863,1,6,1,7,3,4,1,54.43,2
27450,211412,2019,18.6055,1,1,3,7,2,1,1,47.63,1
27451,211413,2019,22.3242,2,1,6,1,2,2,1,57.15,2
27452,211414,2019,17.215,2,8,5,7,1,1,1,37.2,2
27453,211416,2019,25.0274,1,4,1,7,1,3,1,61.69,2
27454,211417,2019,16.2309,2,8,4,6,2,3,1,45.81,2
27455,211419,2019,28.8816,2,3,2,1,1,3,1,88.45,2
27456,211420,2019,23.0255,2,6,3,1,1,1,1,77.11,2
27457,211422,2019,20.4268,2,2,3,3,1,1,1,50.35,2
27458,211423,2019,51.5274,2,3,3,2,1,1,1,127.01,2
27459,211424,2019,20.8264,2,8,3,3,1,1,1,56.7,2
27460,211427,2019,21.3477,2,6,4,1,2,1,1,52.62,2
27461,211428,2019,28.6069,2,4,3,2,1,4,1,80.74,2
27462,211429,2019,19.4625,2,8,2,4,1,1,1,51.71,2
27463,211430,2019,19.9298,2,8,4,7,2,1,1,56.25,2
27464,211431,2019,21.2169,2,6,2,1,1,1,1,63.5,2
27465,211432,2019,24.1071,1,4,4,6,3,1,1,68.04,2
27466,211433,2019,23.6584,1,6,4,5,1,1,1,64.41,1
27467,211434,2019,22.4683,2,1,4,5,1,4,1,53.98,2
27468,211435,2019,20.8288,1,8,4,4,3,1,1,55.34,2
27469,211436,2019,20.9063,1,4,4,5,1,4,1,53.52,2
27470,211437,2019,24.6436,2,8,4,5,1,1,1,71.22,2
27471,211438,2019,23.1434,1,4,4,5,2,1,1,65.32,2
27472,211439,2019,19.9927,1,4,1,1,4,1,1,54.43,1
27473,211440,2019,25.6088,1,5,2,4,1,1,1,68.04,2
27474,211441,2019,18.5143,2,6,3,4,2,1,1,56.7,2
27475,211442,2019,17.3576,1,3,3,3,2,1,1,48.99,1
27476,211443,2019,27.4671,2,8,4,3,1,1,1,79.38,2
27477,211445,2019,20.0893,1,1,3,6,3,1,1,56.7,1
27478,211447,2019,18.8339,1,8,1,1,2,1,1,54.43,2
27479,211448,2019,35.4375,1,1,6,3,3,4,1,90.72,2
27480,211449,2019,20.9162,1,4,5,3,1,1,1,62.6,2
27481,211450,2019,20.4048,1,8,3,4,1,1,1,58.97,2
27482,211452,2019,21.6602,2,3,3,5,1,1,1,58.97,2
27483,211453,2019,22.2133,2,8,2,4,1,1,1,74.39,2
27484,211454,2019,21.326,2,6,2,7,1,2,1,58.06,2
27485,211455,2019,28.3404,1,2,6,7,2,1,1,84.82,1
27486,211456,2019,19.285,1,2,1,4,1,1,1,54.43,2
27487,211457,2019,22.195,2,3,5,3,1,1,1,58.97,2
27488,211458,2019,22.6556,2,1,6,4,1,2,1,54.43,2
27489,211459,2019,22.0219,2,6,2,7,2,1,1,58.51,2
27490,211460,2019,19.285,2,6,3,3,1,1,1,54.43,2
27491,211461,2019,26.0562,2,6,3,4,2,1,1,62.6,2
27492,211462,2019,23.3721,2,7,4,5,1,1,1,57.61,2
27493,211463,2019,28.3413,2,3,4,1,3,1,1,75.3,2
27494,211464,2019,20.4863,1,7,2,2,1,1,1,54.43,1
27495,211465,2019,23.3721,1,5,5,5,3,4,1,57.61,1
27496,211466,2019,19.6074,2,4,2,3,1,1,1,55.34,2
27497,211467,2019,19.0676,1,8,1,7,2,3,1,45.81,2
27498,211468,2019,31.391,1,4,4,6,3,1,1,90.72,1
27499,211469,2019,22.4986,1,4,3,5,1,1,1,63.5,2
27500,211470,2019,17.0725,2,8,2,1,2,1,1,45.36,2
27501,211471,2019,18.7813,2,7,3,5,2,1,1,49.9,2
27502,211472,2019,22.4986,1,8,3,1,2,1,1,63.5,2
27503,211473,2019,18.6593,2,7,1,3,1,1,1,50.8,2
27504,211474,2019,23.0352,2,8,1,2,1,1,1,58.97,2
27505,211475,2019,20.4863,2,6,2,3,1,1,1,54.43,2
27506,211476,2019,23.0868,2,7,1,4,1,1,1,48.54,2
27507,211477,2019,21.7731,2,7,4,1,1,1,1,66.68,2
27508,211478,2019,22.1484,1,5,4,4,2,1,1,56.7,2
27509,211479,2019,19.6319,2,3,3,1,2,1,1,52.16,2
27510,211480,2019,17.3633,2,8,3,3,1,1,1,44.45,2
27511,211481,2019,19.4382,1,6,2,5,2,1,1,44.91,2
27512,211482,2019,20.8264,1,3,4,5,3,1,1,56.7,1
27513,211483,2019,19.448,2,7,5,5,1,1,1,54.89,2
27514,211484,2019,22.8246,2,1,4,6,2,1,1,62.14,2
27515,211485,2019,22.8204,2,5,1,7,1,1,1,56.25,2
27516,211486,2019,25.6914,2,5,3,4,1,1,1,65.77,2
27517,211487,2019,24.8448,2,6,2,7,1,2,1,61.24,2
27518,211488,2019,24.7544,1,1,3,1,4,3,1,65.77,1
27519,211489,2019,22.821,2,8,3,5,1,1,1,64.41,2
27520,211490,2019,18.4024,1,2,1,1,1,3,1,45.36,1
27521,211491,2019,28.1682,1,8,4,2,1,3,1,74.84,1
27522,211492,2019,20.4863,1,5,3,6,2,1,1,54.43,1
27523,211493,2019,19.0443,2,4,6,7,3,1,1,44,2
27524,211495,2019,20.6594,1,3,4,2,1,1,1,54.89,2
27525,211496,2019,18.6505,1,2,5,1,2,4,1,43.09,1
27526,211497,2019,20.2442,1,8,4,7,3,4,1,49.9,1
27527,211498,2019,25.8882,1,8,5,5,1,1,1,54.43,2
27528,211499,2019,26.2391,2,6,2,1,1,1,1,56.7,2
27529,211500,2019,28.3516,1,6,1,7,3,3,1,72.58,2
27530,211502,2019,16.616,2,3,7,7,1,4,1,39.92,2
27531,211503,2019,25.1298,1,2,4,1,2,1,1,58.06,2
27532,211504,2019,22.082,2,6,7,7,7,2,1,54.43,2
27533,211506,2019,23.0352,1,3,2,7,4,1,1,58.97,1
27534,211507,2019,32.0216,1,8,1,7,3,2,1,78.93,2
27535,211508,2019,34.9063,2,1,2,5,1,1,1,89.36,2
27536,211509,2019,30.6267,1,8,4,3,2,3,1,70.76,1
27537,211512,2019,20.2994,1,1,7,7,2,4,1,65.77,1
27538,211513,2019,17.8292,1,1,5,2,2,4,1,48.54,1
27539,211514,2019,21.7731,1,8,3,1,2,1,1,66.68,1
27540,211515,2019,18.9541,2,5,7,7,1,1,1,46.72,2
27541,211516,2019,19.285,2,6,1,7,2,3,1,54.43,1
27542,211517,2019,20.5711,1,2,1,1,3,1,1,58.06,1
27543,211518,2019,20.9063,2,5,4,5,1,1,1,53.52,2
27544,211519,2019,20.4863,2,6,5,5,1,1,1,54.43,2
27545,211520,2019,30.7763,1,4,7,7,1,1,1,73.94,1
27546,211521,2019,32.2041,1,4,2,1,2,3,1,79.38,1
27547,211522,2019,21.1903,2,8,3,5,2,3,1,61.24,2
27548,211523,2019,27.9377,2,6,4,7,2,3,1,80.74,2
27549,211525,2019,23.7963,1,6,4,3,2,3,1,71.22,2
27550,211526,2019,20.7644,1,8,5,2,2,3,1,46.72,2
27551,211527,2019,18.7813,2,2,7,5,1,1,1,49.9,1
27552,211528,2019,20.4863,1,6,1,1,2,3,1,54.43,1
27553,211529,2019,22.8246,2,8,1,1,1,1,1,62.14,2
27554,211530,2019,25.1142,2,8,1,4,1,1,1,72.58,2
27555,211531,2019,19.1488,1,3,2,1,2,3,1,55.34,1
27556,211532,2019,23.8237,1,6,5,7,1,1,1,64.86,2
27557,211533,2019,20.4268,2,6,1,5,1,1,1,50.35,2
27558,211534,2019,21.0859,2,7,5,4,1,1,1,53.98,2
27559,211535,2019,22.6593,2,6,4,7,2,4,1,61.69,2
27560,211536,2019,28.6575,2,6,4,4,1,1,1,78.02,2
27561,211539,2019,24.5945,2,6,2,5,1,3,1,51.71,2
27562,211540,2019,16.4766,2,4,4,3,2,3,1,42.18,2
27563,211541,2019,36.1003,2,6,2,3,1,1,1,104.33,2
27564,211542,2019,23.3242,1,4,4,6,1,1,1,63.5,1
27565,211543,2019,23.1822,1,1,3,5,1,4,1,52.16,1
27566,211544,2019,20.4922,2,2,3,5,2,3,1,55.79,2
27567,211545,2019,20.6612,2,1,5,3,1,4,1,56.25,2
27568,211546,2019,19.4922,2,1,5,7,1,3,1,49.9,2
27569,211548,2019,29.4527,2,5,1,1,1,3,1,70.76,2
27570,211549,2019,22.3242,1,6,2,4,1,1,1,57.15,1
27571,211550,2019,24.7544,2,6,1,2,1,1,1,65.77,2
27572,211551,2019,16.6728,2,5,4,2,1,3,1,49.9,2
27573,211552,2019,23.4131,2,6,2,3,2,3,1,56.25,2
27574,211554,2019,20.0125,2,1,7,5,1,2,1,48.08,2
27575,211555,2019,25.1602,2,8,7,4,2,2,1,64.41,2
27576,211557,2019,23.8237,2,4,2,1,2,2,1,64.86,1
27577,211558,2019,28.9293,1,6,2,1,1,3,1,81.65,2
27578,211559,2019,32.0031,1,5,7,1,3,2,1,73.94,1
27579,211560,2019,23.0352,2,1,7,7,2,3,1,58.97,2
27580,211561,2019,29.7656,2,1,7,3,2,2,1,76.2,2
27581,211562,2019,19.2555,2,6,1,1,1,2,1,58.97,1
27582,211563,2019,16.7498,2,6,4,2,1,2,1,53.07,1
27583,211565,2019,21.6978,1,8,5,3,3,2,1,61.24,1
27584,211566,2019,23.3242,2,4,1,1,3,2,1,63.5,2
27585,211567,2019,23.5613,1,3,1,7,2,2,1,62.6,1
27586,211568,2019,18.3213,1,6,2,7,1,4,1,51.71,2
27587,211569,2019,39.9853,2,1,6,5,2,2,1,108.86,1
27588,211570,2019,23.6584,2,4,3,4,1,2,1,64.41,2
27589,211571,2019,22.1778,2,5,4,3,1,4,1,49.9,2
27590,211572,2019,21.4414,2,4,4,7,1,2,1,54.89,2
27591,211574,2019,25.7617,2,1,1,1,1,2,1,63.5,2
27592,211575,2019,23.6253,1,7,3,4,1,1,1,66.68,1
27593,211576,2019,26.6612,1,5,2,5,1,3,1,81.65,1
27594,211577,2019,23.9,2,3,1,1,1,2,1,63.5,2
27595,211578,2019,19.7669,2,2,5,2,1,2,1,55.79,1
27596,211579,2019,20.8936,2,8,4,5,1,2,1,58.97,2
27597,211583,2019,24.1911,1,1,3,7,1,1,1,54.43,2
27598,211585,2019,36.0013,1,6,4,6,2,1,1,101.61,2
27599,211586,2019,22.6556,1,1,2,4,7,1,1,54.43,2
27600,211587,2019,30.3623,2,1,2,3,1,1,1,74.84,2
27601,211588,2019,18.7716,1,1,5,6,1,1,1,46.27,2
27602,211589,2019,25.3359,2,4,4,3,2,3,1,64.86,2
27603,211590,2019,27.1275,2,2,6,7,2,1,1,81.19,2
27604,211591,2019,21.8995,2,6,1,4,1,1,1,53.98,2
27605,211592,2019,20.5786,1,5,4,1,1,1,1,49.44,1
27606,211593,2019,21.8573,2,7,5,7,2,1,1,61.69,2
27607,211594,2019,23.9239,1,1,3,1,1,1,1,58.97,1
27608,211595,2019,22.6593,2,7,4,3,1,4,1,61.69,2
27609,211596,2019,20.5547,2,8,2,5,1,1,1,52.62,2
27610,211597,2019,24.4011,1,5,3,7,1,1,1,73.03,1
27611,211598,2019,17.3576,1,6,2,5,1,3,1,48.99,1
27612,211599,2019,20.4618,2,7,1,7,1,3,1,61.24,2
27613,211600,2019,17.7731,2,3,7,7,1,2,1,54.43,1
27614,211601,2019,19.4922,2,2,6,7,1,3,1,49.9,2
27615,211602,2019,21.6609,1,4,1,4,1,1,1,62.6,2
27616,211603,2019,18.4388,2,8,2,4,1,1,1,48.99,2
27617,211605,2019,18.7813,2,8,3,1,1,1,1,49.9,2
27618,211606,2019,19.8438,2,7,4,3,1,1,1,50.8,2
27619,211607,2019,19.4464,1,6,7,1,1,3,1,46.72,1
27620,211608,2019,18.8991,2,7,2,5,2,1,1,59.88,2
27621,211609,2019,21.5234,1,6,5,1,1,2,1,51.71,1
27622,211610,2019,22.6797,2,1,4,1,3,4,1,58.06,2
27623,211613,2019,21.2617,2,2,2,1,1,4,1,54.43,2
27624,211614,2019,23.9,1,7,4,7,2,4,1,63.5,2
27625,211616,2019,24.8448,1,4,7,7,2,1,1,61.24,2
27626,211617,2019,21.3407,2,6,2,4,1,1,1,56.7,2
27627,211618,2019,20.5547,1,5,6,7,2,2,1,52.62,1
27628,211619,2019,21.7128,2,1,5,1,1,3,1,53.52,2
27629,211620,2019,25.5848,2,1,6,6,1,1,1,73.94,2
27630,211621,2019,30.6055,2,1,2,7,1,2,1,88.45,2
27631,211622,2019,23.0352,2,6,6,7,1,2,1,58.97,2
27632,211623,2019,30.7313,1,1,4,7,2,1,1,81.65,2
27633,211624,2019,20.8264,2,3,2,4,1,1,1,56.7,2
27634,211625,2019,17.3633,2,7,3,3,1,1,1,44.45,2
27635,211626,2019,33.3223,1,3,7,1,2,4,1,90.72,1
27636,211627,2019,31.8237,2,1,1,4,1,3,1,86.64,1
27637,211628,2019,33.7514,2,3,2,5,1,3,1,95.26,2
27638,211629,2019,21.2617,1,4,5,1,2,1,1,54.43,1
27639,211630,2019,20.5547,2,5,1,4,2,1,1,52.62,2
27640,211631,2019,36.6538,1,3,4,3,2,1,1,99.79,1
27641,211632,2019,21.8525,2,6,2,4,1,1,1,58.06,2
27642,211634,2019,21.1611,2,1,6,7,1,3,1,52.16,2
27643,211635,2019,20.6594,1,1,2,7,2,1,1,54.89,2
27644,211636,2019,22.195,2,6,5,2,1,1,1,58.97,2
27645,211637,2019,15.2383,1,1,5,6,3,1,1,39.01,1
27646,211638,2019,20.8288,2,4,1,5,3,4,1,55.34,2
27647,211639,2019,22.6556,1,2,1,3,4,4,1,54.43,1
27648,211640,2019,18.0742,1,6,7,7,1,4,1,46.27,2
27649,211641,2019,26.9983,1,7,3,4,2,3,1,76.2,1
27650,211642,2019,23.4923,2,5,2,4,1,4,1,70.31,2
27651,211643,2019,19.9927,2,4,7,7,1,4,1,54.43,2
27652,211644,2019,18.5016,2,4,2,5,2,3,1,44.45,2
27653,211645,2019,18.8803,2,8,1,1,2,4,1,45.36,2
27654,211646,2019,17.8292,1,6,1,6,3,1,1,48.54,1
27655,211647,2019,23.3367,2,4,5,4,2,1,1,73.94,2
27656,211648,2019,26.6826,2,3,4,1,1,3,1,65.77,2
27657,211649,2019,29.4454,2,7,1,3,3,3,1,72.58,2
27658,211650,2019,22.494,2,6,2,1,1,4,1,61.24,2
27659,211651,2019,17.9355,2,6,2,1,3,4,1,43.09,2
27660,211653,2019,24.9351,2,6,5,1,2,4,1,57.61,2
