,index,year,bmi,Vape_Use,Physical_Activity,Television,Electronic_Devices,Grades,race,sex,weight,marijuana_use
1952,175836,2015,20.9201,2,8,2,2,2,2,2,73.94,2
1953,175837,2015,18.5134,1,6,2,7,3,4,2,72.58,2
1954,175838,2015,28.6327,1,6,4,4,4,3,2,90.72,1
1955,175839,2015,23.2109,1,8,2,3,3,2,2,59.42,1
1956,175840,2015,21.4746,1,7,4,7,2,3,2,68.04,1
1957,175841,2015,16.7333,1,1,7,7,7,1,2,37.65,1
1958,175843,2015,22.9584,1,4,3,5,2,2,2,70.31,2
1959,175844,2015,17.7534,1,1,2,7,2,1,2,56.25,2
1960,175845,2015,22.9804,2,8,2,7,2,4,2,64.86,2
1961,175849,2015,20.09,2,8,2,5,1,3,2,58.06,2
1962,175850,2015,28,1,6,6,7,3,1,2,90.72,2
1963,175851,2015,18.2006,1,1,1,1,1,3,2,58.97,2
1964,175852,2015,29.707,2,1,2,7,5,3,2,88.91,2
1965,175853,2015,18.2866,2,4,1,4,2,1,2,61.24,2
1966,175854,2015,19.4922,2,6,1,1,2,1,2,49.9,2
1967,175855,2015,21.053,1,7,2,2,2,1,2,59.42,2
1968,175856,2015,23.0379,2,5,7,5,2,3,2,68.95,2
1969,175857,2015,20.0893,2,8,2,2,1,1,2,56.7,2
1970,175858,2015,21.6978,2,6,3,3,1,1,2,61.24,2
1971,175859,2015,32.0031,2,3,1,7,5,3,2,73.94,2
1972,175860,2015,30.6158,1,8,3,1,1,1,2,91.63,2
1973,175861,2015,21.2169,2,1,3,4,1,2,2,63.5,2
1974,175862,2015,26.9772,1,3,2,2,3,3,2,80.74,1
1975,175863,2015,20.0454,2,3,4,5,2,1,2,67.13,1
1976,175864,2015,19.3284,2,6,1,7,1,1,2,61.24,2
1977,175865,2015,23.908,2,5,4,4,3,3,2,75.75,2
1978,175866,2015,27.9988,2,2,3,3,2,1,2,74.39,2
1979,175867,2015,19.8465,1,1,1,2,4,3,2,60.78,1
1980,175868,2015,24.5,1,3,5,3,1,3,2,79.38,1
1981,175869,2015,18.0484,1,2,1,1,1,4,2,52.16,1
1982,175870,2015,17.8934,1,7,2,7,3,1,2,61.24,1
1983,175873,2015,39.2006,2,6,2,1,1,1,2,127.01,2
1984,175875,2015,18.7813,2,4,2,4,3,3,2,49.9,1
1985,175876,2015,18.0375,2,6,5,5,2,2,2,57.15,2
1986,175880,2015,22.2593,2,1,2,3,1,3,2,72.12,2
1987,175881,2015,18.9448,1,3,1,7,2,3,2,56.7,2
1988,175882,2015,21.9415,1,6,1,2,2,3,2,73.48,2
1989,175883,2015,20.7347,1,7,3,2,1,3,2,63.5,2
1990,175884,2015,22.2687,2,2,5,2,2,4,2,54.89,2
1991,175887,2015,21.346,2,8,4,2,3,3,2,61.69,2
1992,175889,2015,17.2664,2,8,6,1,2,2,2,49.9,2
1993,175894,2015,20.5889,1,2,2,4,2,2,2,68.95,2
1994,175895,2015,21.1713,1,6,7,6,2,2,2,56.25,2
1995,175896,2015,27.6228,2,4,6,6,2,3,2,79.83,2
1996,175897,2015,18.8339,1,8,5,7,3,1,2,54.43,1
1997,175898,2015,19.6356,2,8,4,6,1,2,2,69.4,2
1998,175901,2015,19.7033,2,6,4,4,1,1,2,58.97,2
1999,175902,2015,15.8274,2,1,1,1,2,1,2,43.09,2
2000,175903,2015,24.3287,2,8,1,7,2,3,2,70.31,1
2001,175905,2015,30.5343,2,1,3,4,1,3,2,86.18,2
2002,175906,2015,23.7994,1,6,5,4,3,2,2,77.11,1
2003,175907,2015,23.4024,2,5,1,5,1,1,2,71.67,2
2004,175908,2015,20.8936,2,2,1,7,2,3,2,58.97,2
2005,175909,2015,18.6505,1,2,7,7,2,3,2,43.09,1
2006,175910,2015,18.9448,1,7,5,4,3,3,2,56.7,1
2007,175911,2015,21.9723,2,5,4,1,3,1,2,63.5,2
2008,175912,2015,23.3242,1,4,4,3,5,3,2,63.5,2
2009,175913,2015,38.6466,1,5,2,3,4,1,2,95.26,1
2010,175914,2015,22.7578,1,8,2,5,1,3,2,65.77,1
2011,175915,2015,26.6817,1,8,2,3,2,3,2,77.11,1
2012,175917,2015,19.7669,1,3,4,4,2,3,2,55.79,1
2013,175919,2015,19.4922,2,4,1,7,2,3,2,49.9,2
2014,175920,2015,21.6166,1,7,5,3,2,3,2,68.49,2
2015,175921,2015,18.3287,1,6,2,6,2,2,2,49.9,1
2016,175923,2015,25.6088,1,1,1,6,3,4,2,68.04,1
2017,175925,2015,22.7338,1,8,4,7,3,4,2,68.04,1
2018,175926,2015,17.732,1,2,3,2,3,3,2,53.07,2
2019,175927,2015,19.7751,2,6,4,7,2,4,2,57.15,2
2020,175928,2015,27.4414,2,5,4,5,1,3,2,88.91,2
2021,175929,2015,18.6119,2,6,1,4,1,1,2,58.97,2
2022,175930,2015,19.8796,1,8,1,2,7,2,2,64.41,2
2023,175931,2015,17.4279,2,5,1,7,2,3,2,52.16,2
2024,175932,2015,19.4765,2,5,4,4,1,1,2,70.31,2
2025,175933,2015,19.285,1,7,1,3,2,4,2,54.43,2
2026,175934,2015,25.0537,2,8,4,1,5,4,2,79.38,1
2027,175935,2015,19.3125,2,7,2,3,2,2,2,49.44,2
2028,175936,2015,29.7978,1,7,4,5,3,3,2,99.79,1
2029,175937,2015,18.4667,2,7,2,5,1,3,2,58.51,2
2030,175938,2015,23.4923,1,3,1,5,7,3,2,70.31,1
2031,175940,2015,32.2006,2,6,1,1,4,2,2,104.33,2
2032,175941,2015,20.0893,1,2,5,4,3,3,2,56.7,2
2033,175943,2015,20.6121,2,8,1,2,2,3,2,61.69,2
2034,175946,2015,23.3386,1,8,4,3,3,3,2,69.85,1
2035,175947,2015,17.5779,2,7,7,2,3,3,2,50.8,2
2036,175948,2015,22.2171,2,6,4,3,3,3,2,68.04,2
2037,175950,2015,16.4408,2,1,1,7,3,3,2,50.35,1
2038,175952,2015,27.7676,1,8,7,7,5,4,2,108.86,1
2039,175957,2015,21.4697,2,4,5,6,1,3,2,73.48,2
2040,175961,2015,25.8962,1,8,5,2,3,1,2,74.84,2
2041,175963,2015,19.9343,1,4,5,4,2,3,2,57.61,1
2042,175965,2015,25.1142,2,2,1,7,2,3,2,72.58,2
2043,175967,2015,24.4844,1,8,3,4,7,3,2,70.76,1
2044,175968,2015,25.1788,2,8,3,4,2,1,2,77.11,2
2045,175969,2015,21.9723,2,8,5,6,1,1,2,63.5,2
2046,175970,2015,19.9927,1,8,4,6,3,3,2,54.43,1
2047,175971,2015,27.9727,2,8,3,4,3,1,2,68.95,2
2048,175972,2015,19.8802,1,8,6,1,1,1,2,68.04,2
2049,175974,2015,22.7424,1,6,4,5,3,4,2,82.1,1
2050,175975,2015,27.9163,1,8,3,1,1,1,2,88.45,1
2051,175976,2015,17.9233,2,6,1,6,6,1,2,54.89,2
2052,175977,2015,19.9927,2,7,5,7,2,1,2,54.43,2
2053,175978,2015,22.9075,2,7,3,4,3,1,2,72.58,1
2054,175979,2015,18.0484,2,6,1,4,1,1,2,52.16,2
2055,175980,2015,18.9615,1,1,2,7,3,4,2,63.5,1
2056,175982,2015,20.77,2,8,2,4,2,1,2,49.9,2
2057,175984,2015,20.8264,1,7,2,4,2,1,2,56.7,1
2058,175985,2015,18.9541,2,8,4,1,2,3,2,46.72,2
2059,175986,2015,19.0412,1,6,4,5,2,1,2,60.33,1
2060,175987,2015,27.1998,2,1,3,7,1,1,2,86.18,2
2061,175988,2015,20.4117,2,6,6,6,3,1,2,57.61,2
2062,175989,2015,19.6319,2,1,1,7,2,1,2,52.16,2
2063,175990,2015,20.0204,1,8,2,2,7,2,2,70.76,1
2064,175991,2015,32.9012,2,1,1,5,2,1,2,106.6,2
2065,175992,2015,21,2,6,3,6,2,1,2,68.04,2
2066,175993,2015,21.9753,1,8,2,2,1,1,2,65.77,2
2067,175994,2015,21,2,8,1,6,1,1,2,68.04,2
2068,175995,2015,20.4863,1,6,3,4,4,3,2,54.43,1
2069,175996,2015,21.2169,1,8,4,3,2,1,2,63.5,2
2070,175997,2015,30.0524,1,6,4,5,3,2,2,84.82,1
2071,175998,2015,22.4012,1,8,2,2,1,1,2,72.58,2
2072,175999,2015,22.4986,2,2,2,7,3,3,2,63.5,2
2073,176000,2015,17.179,2,3,5,7,3,3,2,54.43,2
2074,176001,2015,20.9573,1,8,5,7,2,1,2,50.35,2
2075,176003,2015,22.191,2,8,1,1,3,2,2,70.31,2
2076,176004,2015,20.9033,2,8,4,3,1,1,2,66.23,2
2077,176005,2015,19.1832,1,7,4,7,2,1,2,60.78,2
2078,176006,2015,29.0989,1,5,2,2,1,3,2,87.09,1
2079,176008,2015,16.481,2,6,1,4,2,1,2,47.63,2
2080,176012,2015,17.0725,1,6,3,5,1,1,2,45.36,1
2081,176013,2015,30.0077,2,4,1,6,2,3,2,89.81,2
2082,176014,2015,24.3372,2,6,6,7,3,4,2,77.11,2
2083,176015,2015,17.7731,2,6,2,1,1,1,2,54.43,2
2084,176018,2015,32.8816,1,4,6,4,4,2,2,100.7,1
2085,176019,2015,20.8264,2,8,5,4,3,1,2,56.7,2
2086,176021,2015,28.7006,2,4,5,3,1,1,2,92.99,2
2087,176022,2015,18.9012,1,3,4,7,1,1,2,61.24,1
2088,176023,2015,16.4626,2,8,3,5,1,1,2,52.16,2
2089,176024,2015,25.6914,2,2,7,2,2,3,2,65.77,2
2090,176025,2015,23.5689,2,8,5,7,2,1,2,78.93,2
2091,176026,2015,21.1788,2,4,3,6,1,3,2,64.86,2
2092,176027,2015,28.6327,1,8,3,2,2,4,2,90.72,1
2093,176028,2015,23.7438,1,7,3,5,3,1,2,83.92,2
2094,176029,2015,21.8166,2,8,1,7,1,1,2,63.05,2
2095,176030,2015,15.202,2,8,2,4,7,3,2,65.77,2
2096,176032,2015,28.7948,1,7,2,5,1,4,2,86.18,1
2097,176033,2015,22.9584,2,6,4,4,2,1,2,70.31,2
2098,176035,2015,19.9967,2,3,3,7,1,1,2,61.24,2
2099,176036,2015,19.5988,1,7,3,2,2,1,2,63.5,2
2100,176037,2015,20.7581,2,6,5,4,2,1,2,65.77,2
2101,176038,2015,18.6314,2,2,4,6,1,1,2,69.4,2
2102,176040,2015,15.9036,2,2,3,7,1,1,2,54.43,2
2103,176041,2015,17.8955,2,4,6,6,1,1,2,56.7,2
2104,176042,2015,19.3284,1,8,2,2,2,1,2,61.24,1
2105,176043,2015,19.5527,2,5,3,2,1,1,2,59.88,2
2106,176044,2015,19.6074,2,8,5,5,1,1,2,55.34,2
2107,176045,2015,23.4316,2,5,4,7,2,3,2,78.47,1
2108,176046,2015,27.2812,1,8,4,4,3,3,2,81.65,2
2109,176048,2015,22.4782,2,8,4,7,1,2,2,71.22,2
2110,176050,2015,20.4515,1,8,2,4,2,1,2,68.49,1
2111,176051,2015,19.12,2,5,5,4,1,1,2,50.8,2
2112,176052,2015,19.3284,1,8,2,1,1,4,2,61.24,1
2113,176053,2015,23.3242,1,8,2,3,1,4,2,63.5,1
2114,176055,2015,19.0443,2,4,7,5,2,4,2,44,2
2115,176058,2015,21.2617,1,2,7,7,2,1,2,54.43,2
2116,176059,2015,18.7813,2,4,4,5,1,3,2,49.9,2
2117,176061,2015,36.2593,2,2,3,7,5,3,2,117.48,2
2118,176062,2015,21.6122,1,8,1,3,1,1,2,78.02,1
2119,176065,2015,21.216,1,8,1,3,1,3,2,59.88,1
2120,176067,2015,21.9753,1,6,1,1,3,3,2,65.77,2
2121,176068,2015,20.0417,2,5,4,5,1,4,2,63.5,2
2122,176069,2015,24.4376,2,8,5,7,3,1,2,74.84,1
2123,176070,2015,20.0893,1,6,4,7,2,3,2,56.7,2
2124,176079,2015,34.8592,2,8,5,7,3,3,2,104.33,2
2125,176080,2015,23.4923,2,8,7,3,1,3,2,70.31,2
2126,176082,2015,18.2866,1,1,4,5,3,1,2,61.24,1
2127,176084,2015,19.285,2,8,3,3,1,1,2,54.43,2
2128,176085,2015,20.2994,2,4,1,4,1,4,2,65.77,2
2129,176086,2015,24.3811,1,4,3,2,1,3,2,81.65,1
2130,176087,2015,48.1371,1,8,2,7,2,1,2,147.42,2
2131,176088,2015,17.6083,1,8,6,5,3,3,2,55.79,1
2132,176089,2015,26.7706,2,6,4,6,2,1,2,84.82,2
2133,176091,2015,18.0586,2,8,2,6,3,1,2,58.51,1
2134,176092,2015,22.082,2,4,7,7,2,1,2,54.43,2
2135,176093,2015,31.7059,1,1,5,4,2,3,2,91.63,1
2136,176094,2015,25.0586,1,8,6,2,5,1,2,81.19,1
2137,176095,2015,26.5228,1,6,3,1,2,4,2,79.38,1
2138,176096,2015,20.0893,1,5,2,7,2,4,2,56.7,1
2139,176097,2015,27.989,2,1,5,4,1,3,2,76.2,2
2140,176098,2015,27.2812,1,3,3,1,4,3,2,81.65,1
2141,176099,2015,24.9216,2,1,5,6,7,1,2,83.46,2
2142,176100,2015,23.9935,2,6,7,2,3,2,2,73.48,2
2143,176103,2015,20.3081,1,8,4,1,2,1,2,60.78,1
2144,176104,2015,22.6021,1,3,5,7,4,3,2,65.32,1
2145,176105,2015,17.7188,2,8,2,2,2,1,2,45.36,2
2146,176108,2015,14.8114,1,8,4,7,2,4,2,45.36,2
2147,176109,2015,24.7347,2,1,1,2,2,1,2,75.75,2
2148,176111,2015,18.5537,2,8,3,3,2,1,2,63.5,2
2149,176112,2015,23.7994,1,8,3,1,1,1,2,77.11,1
2150,176114,2015,27.9163,2,8,3,4,2,1,2,88.45,1
2151,176116,2015,23.9477,1,8,1,3,2,1,2,67.59,1
2152,176117,2015,35.6963,1,8,7,5,2,3,2,109.32,1
2153,176118,2015,18.7593,1,8,4,5,1,1,2,60.78,2
2154,176119,2015,18.6927,2,3,1,6,3,2,2,62.6,1
2155,176120,2015,22.2171,2,8,4,1,1,4,2,68.04,2
2156,176122,2015,25.7643,1,2,3,4,3,4,2,77.11,1
2157,176123,2015,25.1804,1,8,5,5,1,4,2,86.18,1
2158,176124,2015,25.0058,2,1,4,3,2,3,2,74.84,2
2159,176125,2015,28.7948,2,3,4,5,2,1,2,86.18,2
2160,176126,2015,16.9735,1,6,5,4,2,1,2,50.8,1
2161,176127,2015,18.4815,1,1,1,2,5,3,2,59.88,1
2162,176128,2015,24.5014,2,8,1,2,1,1,2,88.45,2
2163,176131,2015,16.3352,2,4,6,7,1,4,2,58.97,2
2164,176132,2015,19.9927,1,8,6,5,2,1,2,54.43,1
2165,176133,2015,21.7731,1,8,4,6,2,1,2,66.68,1
2166,176134,2015,19.6393,1,8,4,2,2,1,2,65.77,1
2167,176135,2015,20.2479,1,4,2,4,2,1,2,79.38,2
2168,176136,2015,25.8962,1,8,4,2,4,1,2,74.84,1
2169,176137,2015,25.1142,1,8,2,4,5,1,2,72.58,2
2170,176138,2015,20.5889,2,8,2,3,1,1,2,68.95,2
2171,176139,2015,21.6166,2,6,3,2,1,4,2,68.49,2
2172,176140,2015,27.2812,2,6,4,1,3,1,2,81.65,1
2173,176141,2015,28.5107,2,8,2,6,2,1,2,75.75,2
2174,176142,2015,20.995,2,8,3,4,2,1,2,70.31,2
2175,176145,2015,33.9288,2,8,6,7,3,2,2,107.5,2
2176,176146,2015,35.6789,2,4,1,7,2,2,2,100.7,1
2177,176148,2015,20.995,2,8,1,2,1,1,2,70.31,2
2178,176149,2015,21.1747,2,6,4,3,2,3,2,74.84,2
2179,176150,2015,18.4904,1,8,2,2,2,1,2,55.34,2
2180,176151,2015,22.191,1,8,2,2,3,1,2,70.31,2
2181,176153,2015,18.8114,1,5,1,5,3,3,2,57.61,1
2182,176154,2015,22.3391,1,8,5,3,3,2,2,63.05,1
2183,176155,2015,28.5845,1,8,4,2,2,1,2,87.54,1
2184,176156,2015,20.2778,1,8,3,3,3,1,2,71.67,1
2185,176157,2015,29.8203,1,5,5,6,3,3,2,102.06,1
2186,176158,2015,25.6677,1,8,4,5,2,2,2,90.72,1
2187,176160,2015,24.2507,2,8,4,4,3,2,2,72.58,2
2188,176161,2015,18.6119,2,5,3,5,1,1,2,58.97,2
2189,176162,2015,22.7338,2,6,2,7,3,1,2,68.04,2
2190,176164,2015,20.2487,1,6,4,2,1,3,2,57.15,1
2191,176165,2015,23.0255,2,3,4,6,3,3,2,77.11,2
2192,176166,2015,35.4863,2,4,7,5,1,1,2,118.84,2
2193,176167,2015,23.5433,2,4,5,5,2,3,2,68.04,2
2194,176168,2015,25.0709,1,6,4,5,3,3,2,70.76,2
2195,176169,2015,21.2169,2,6,6,7,7,3,2,63.5,2
2196,176170,2015,22.7338,1,8,1,5,2,1,2,68.04,1
2197,176172,2015,28.8762,2,8,1,4,2,1,2,102.06,2
2198,176173,2015,27.5802,1,7,5,5,7,1,2,89.36,1
2199,176174,2015,23.0494,1,7,4,2,1,1,2,61.24,1
2200,176175,2015,23.1936,2,1,1,1,1,4,2,79.38,2
2201,176176,2015,21.2067,1,8,3,4,1,1,2,72.58,2
2202,176177,2015,17.68,2,4,4,4,1,1,2,49.9,2
2203,176178,2015,23.5494,2,3,2,1,2,3,2,72.12,1
2204,176180,2015,33.7514,2,8,4,5,3,3,2,95.26,2
2205,176181,2015,23.8568,1,8,7,7,7,3,2,81.65,1
2206,176182,2015,22.5303,2,8,2,7,2,3,2,77.11,2
2207,176183,2015,28.7006,2,8,2,2,1,3,2,92.99,2
2208,176184,2015,24.9114,1,2,6,4,5,4,2,70.31,1
2209,176185,2015,19.6393,1,8,1,4,4,1,2,65.77,1
2210,176186,2015,18.1864,1,1,1,7,3,1,2,54.43,1
2211,176187,2015,21.2169,2,8,3,3,1,1,2,63.5,2
2212,176189,2015,22.0219,1,8,7,1,4,1,2,58.51,1
2213,176190,2015,20.0417,1,5,5,5,2,1,2,63.5,1
2214,176191,2015,30.3008,2,5,2,6,2,1,2,77.57,2
2215,176192,2015,25.1302,2,3,1,2,4,1,2,90.72,1
2216,176193,2015,27.6228,1,8,1,6,1,3,2,79.83,1
2217,176194,2015,24.3372,2,7,2,2,1,1,2,77.11,2
2218,176195,2015,21,1,8,4,2,1,1,2,68.04,2
2219,176196,2015,17.0318,2,8,4,2,2,1,2,52.16,2
2220,176197,2015,21.9723,2,3,6,3,2,4,2,63.5,2
2221,176198,2015,23.6208,2,8,5,7,1,3,2,74.84,2
2222,176199,2015,26.5069,1,8,2,3,3,4,2,90.72,2
2223,176200,2015,26.5069,1,8,5,3,3,1,2,90.72,1
2224,176202,2015,25.5527,1,3,1,6,4,3,2,72.12,2
2225,176204,2015,24.05,2,8,6,2,1,2,2,76.2,1
2226,176205,2015,33.5988,2,3,5,7,1,1,2,108.86,2
2227,176206,2015,20.9408,1,8,5,4,1,1,2,71.67,2
2228,176207,2015,39.0776,2,2,1,7,7,4,2,141.07,2
2229,176208,2015,34.4602,1,6,3,1,2,4,2,117.94,1
2230,176209,2015,27.9163,2,1,7,5,1,1,2,88.45,2
2231,176210,2015,18.2006,2,5,7,7,3,1,2,58.97,2
2232,176211,2015,34.9463,1,5,3,4,4,3,2,80.74,1
2233,176212,2015,21.8573,1,5,5,7,3,3,2,61.69,1
2234,176213,2015,28.9293,1,7,6,3,3,3,2,81.65,1
2235,176216,2015,21.8671,1,8,3,2,1,1,2,74.84,2
2236,176217,2015,22.3641,1,8,1,3,2,1,2,68.49,2
2237,176218,2015,29.8201,2,8,2,2,3,1,2,86.18,2
2238,176219,2015,18.6119,2,8,4,6,1,1,2,58.97,2
2239,176220,2015,34.9325,1,5,4,5,3,1,2,110.68,1
2240,176221,2015,21.9889,2,8,4,7,3,2,2,79.38,1
2241,176222,2015,18.9448,2,6,4,5,3,3,2,56.7,2
2242,176223,2015,25.4651,2,8,4,4,1,1,2,85.28,2
2243,176224,2015,28.8395,2,3,3,6,3,3,2,93.44,2
2244,176225,2015,38.4533,1,7,6,6,1,1,2,111.13,1
2245,176226,2015,19.285,1,8,5,5,2,3,2,54.43,1
2246,176227,2015,30.0656,2,1,3,7,2,3,2,95.26,2
2247,176228,2015,29.6229,2,5,2,4,1,3,2,90.72,1
2248,176229,2015,16.7994,2,3,5,4,1,3,2,54.43,2
2249,176230,2015,21.1903,2,4,3,7,2,3,2,61.24,2
2250,176231,2015,27.4894,2,8,4,7,2,2,2,74.84,2
2251,176232,2015,22.082,2,3,7,7,2,3,2,54.43,2
2252,176233,2015,21.1747,1,5,1,6,2,3,2,74.84,1
2253,176237,2015,22.1315,1,8,3,1,2,3,2,63.96,1
2254,176238,2015,21.2169,2,3,4,7,4,2,2,63.5,1
2255,176239,2015,24.4119,1,7,7,7,3,3,2,64.86,2
2256,176240,2015,22.4986,1,6,5,4,3,3,2,63.5,1
2257,176241,2015,27.2994,2,8,3,1,1,1,2,88.45,2
2258,176242,2015,23.9414,2,8,5,1,1,1,2,77.57,1
2259,176243,2015,22.7338,1,6,2,3,4,2,2,68.04,1
2260,176245,2015,23.5433,1,7,4,4,2,3,2,68.04,1
2261,176247,2015,24.2438,1,8,5,2,1,4,2,81.19,1
2262,176248,2015,24.3811,1,8,4,3,2,3,2,81.65,1
2263,176250,2015,20.3081,2,8,4,1,1,3,2,60.78,2
2264,176251,2015,21.4746,2,5,1,4,3,1,2,68.04,2
2265,176253,2015,20.7347,1,3,3,1,2,1,2,63.5,1
2266,176254,2015,19.4815,1,4,4,4,5,1,2,74.84,1
2267,176255,2015,23.1053,1,8,5,5,2,4,2,70.76,1
2268,176256,2015,19.8931,1,4,1,5,2,1,2,70.31,2
2269,176257,2015,24.5,1,8,2,1,2,1,2,79.38,1
2270,176258,2015,22.9804,2,1,1,7,2,3,2,64.86,2
2271,176259,2015,22.917,1,8,2,4,2,1,2,66.23,1
2272,176260,2015,27.6228,1,7,2,1,2,1,2,79.83,2
2273,176262,2015,19.7766,1,8,3,3,2,1,2,66.23,1
2274,176263,2015,18.5143,2,1,2,5,3,1,2,56.7,2
2275,176264,2015,18.1864,2,2,3,5,1,3,2,54.43,2
2276,176265,2015,21.6609,2,6,3,4,1,3,2,62.6,2
2277,176266,2015,18.6055,2,8,5,3,2,3,2,47.63,1
2278,176267,2015,15.0776,2,8,1,7,6,1,2,54.43,2
2279,176268,2015,21.9471,2,8,2,3,2,3,2,77.57,2
2280,176269,2015,17.4714,2,6,1,5,2,1,2,58.51,2
2281,176270,2015,27.1275,2,6,1,4,1,2,2,81.19,2
2282,176271,2015,23.8726,2,8,4,4,1,1,2,86.18,2
2283,176272,2015,24.5,1,4,3,4,2,1,2,79.38,2
2284,176273,2015,21.1293,2,3,4,2,3,1,2,70.76,1
2285,176274,2015,31.8182,1,6,3,3,2,1,2,124.74,2
2286,176275,2015,20.2457,2,8,1,5,2,3,2,58.51,2
2287,176276,2015,19.2332,1,4,2,4,3,1,2,64.41,1
2288,176277,2015,27.4024,2,8,1,7,4,1,2,83.92,2
2289,176278,2015,21.2617,1,8,2,4,4,1,2,54.43,1
2290,176280,2015,20.2906,2,7,2,4,1,1,2,62.14,2
2291,176281,2015,21.9723,1,8,2,3,3,1,2,63.5,1
2292,176283,2015,21.7006,1,8,4,7,1,1,2,70.31,2
2293,176284,2015,18.6437,1,1,5,4,2,3,2,52.62,1
2294,176285,2015,27.1413,1,8,2,1,3,1,2,97.98,2
2295,176286,2015,22.6612,2,6,2,4,3,1,2,69.4,2
2296,176287,2015,18.1864,1,6,5,7,4,2,2,54.43,1
2297,176288,2015,28.5235,1,8,1,1,1,1,2,102.97,2
2298,176289,2015,21.8072,2,8,2,1,2,3,2,73.03,2
2299,176290,2015,21.9723,1,8,1,1,2,1,2,63.5,2
2300,176291,2015,35.6176,1,8,4,6,3,3,2,106.6,1
2301,176292,2015,19.4922,1,3,5,3,1,3,2,49.9,2
2302,176293,2015,21.4746,2,8,5,1,1,1,2,68.04,2
2303,176294,2015,19.9927,1,8,7,2,1,3,2,54.43,1
2304,176295,2015,20.3289,1,8,4,4,3,3,2,64.41,1
2305,176296,2015,24.9175,2,6,6,6,3,1,2,85.28,2
2306,176297,2015,20.5435,2,8,5,1,2,3,2,70.31,1
2307,176298,2015,31.8072,1,8,1,3,4,3,2,108.86,1
2308,176299,2015,33.1066,1,4,5,1,3,3,2,93.44,1
2309,176302,2015,21.6609,2,4,1,5,1,1,2,62.6,2
2310,176303,2015,18.9448,2,5,3,2,1,1,2,56.7,2
2311,176305,2015,20.7197,2,8,5,2,1,1,2,59.88,2
2312,176306,2015,18.2006,2,4,1,7,2,1,2,58.97,1
2313,176307,2015,15.9814,2,6,1,5,7,3,2,53.52,2
2314,176309,2015,28.4452,1,6,5,4,2,1,2,95.26,1
2315,176311,2015,24.4824,2,1,6,7,1,1,2,77.57,2
2316,176312,2015,20.8936,2,8,4,5,1,1,2,58.97,2
2317,176313,2015,24.2191,2,8,4,2,2,3,2,78.47,2
2318,176314,2015,25.9513,2,5,1,7,6,1,2,68.95,2
2319,176315,2015,23.0988,1,8,1,5,2,1,2,74.84,1
2320,176316,2015,26.1806,1,8,4,3,1,1,2,97.52,2
2321,176317,2015,21.8573,1,4,3,4,4,2,2,61.69,1
2322,176318,2015,28.2906,1,8,7,2,3,2,2,86.64,1
2323,176319,2015,23.4923,1,8,2,7,2,2,2,70.31,1
2324,176320,2015,22.129,1,5,1,7,2,1,2,66.23,1
2325,176321,2015,20.4863,1,6,7,7,2,2,2,54.43,1
2326,176323,2015,25.0489,2,7,5,7,3,4,2,85.73,2
2327,176324,2015,19.7033,2,8,5,2,1,1,2,58.97,2
2328,176325,2015,23.1936,1,6,2,6,7,4,2,79.38,2
2329,176326,2015,20.5435,1,7,4,1,3,1,2,70.31,1
2330,176327,2015,25.059,2,5,4,4,2,1,2,83.92,2
2331,176328,2015,25.059,1,2,1,7,2,1,2,83.92,1
2332,176329,2015,27.9163,2,8,5,5,2,1,2,88.45,1
2333,176330,2015,18.4904,1,8,7,7,1,4,2,55.34,2
2334,176331,2015,22.8246,1,8,3,4,2,3,2,62.14,1
2335,176332,2015,18.6204,2,8,4,5,2,3,2,60.33,2
2336,176333,2015,19.633,2,8,1,2,7,3,2,45.36,2
2337,176334,2015,22.1797,1,6,5,1,2,3,2,62.6,2
2338,176335,2015,19.285,2,1,6,3,2,3,2,54.43,1
2339,176337,2015,17.0318,2,1,2,4,2,3,2,52.16,2
2340,176338,2015,25.4829,1,1,2,3,2,1,2,80.74,2
2341,176339,2015,32.5838,2,8,2,5,1,1,2,97.52,2
2342,176340,2015,18.2171,1,7,5,3,7,1,2,55.79,2
2343,176341,2015,24.7051,1,1,4,3,1,3,2,73.94,1
2344,176342,2015,28.8816,2,8,2,2,3,1,2,88.45,2
2345,176343,2015,16.9309,1,2,1,6,2,1,2,56.7,2
2346,176344,2015,22.494,1,3,2,1,1,1,2,61.24,1
2347,176345,2015,21.5349,1,8,3,2,2,2,2,60.78,1
2348,176346,2015,19.6074,2,5,4,5,2,3,2,55.34,2
2349,176347,2015,33.7439,1,8,4,7,3,2,2,97.52,1
2350,176348,2015,18.2866,2,8,2,7,3,4,2,61.24,1
2351,176349,2015,26.5675,1,8,2,1,3,4,2,93.9,2
2352,176350,2015,20.1868,2,5,5,7,5,4,2,63.96,2
2353,176351,2015,21.2169,2,6,4,6,2,1,2,63.5,2
2354,176352,2015,22.821,2,8,7,5,2,3,2,64.41,2
2355,176353,2015,19.0952,1,6,4,6,3,1,2,57.15,1
2356,176354,2015,31.1535,1,7,2,4,3,1,2,104.33,2
2357,176358,2015,19.9967,2,6,4,4,1,1,2,61.24,2
2358,176359,2015,23.3029,2,3,2,5,2,3,2,65.77,1
2359,176360,2015,22.6177,1,4,2,5,3,1,2,81.65,1
2360,176361,2015,28.125,2,1,1,1,2,3,2,79.38,2
2361,176362,2015,35.7006,2,8,1,5,1,3,2,115.67,1
2362,176363,2015,25.7405,1,3,2,7,2,3,2,74.39,1
