,index,year,bmi,Vape_Use,Physical_Activity,Television,Electronic_Devices,Grades,race,sex,weight
10166,185721,2015,24.1473,2,6,1,7,2,1,1,55.79
10167,185722,2015,34.0588,1,6,7,7,3,3,1,98.43
10168,185724,2015,20.6612,2,2,2,2,2,1,1,56.25
10169,185725,2015,13.6389,2,1,4,7,2,1,1,40.82
10170,185726,2015,24.7484,2,8,2,2,1,1,1,69.85
10171,185727,2015,19.4637,2,6,3,5,1,1,1,56.25
10172,185728,2015,20.4117,2,5,2,2,2,4,1,57.61
10173,185729,2015,19.6319,2,5,5,4,3,3,1,52.16
10174,185735,2015,34.358,2,2,7,7,1,1,1,108.86
10175,185736,2015,15.5527,1,3,6,4,1,1,1,47.63
10176,185739,2015,21.1446,1,1,1,5,4,1,1,50.8
10177,185740,2015,26.2089,2,2,1,1,7,3,1,58.97
10178,185741,2015,23.1855,2,7,4,7,3,2,1,57.15
10179,185743,2015,30.5343,1,5,4,6,1,1,1,86.18
10180,185744,2015,25.6088,1,4,1,4,1,4,1,68.04
10181,185745,2015,20.5711,2,6,1,3,1,4,1,58.06
10182,185746,2015,28.3232,1,2,7,7,4,3,1,77.11
10183,185747,2015,21.346,2,3,1,7,2,4,1,61.69
10184,185748,2015,31.0206,1,8,5,5,2,3,1,71.67
10185,185750,2015,21.3477,1,6,1,1,2,2,1,52.62
10186,185751,2015,23.3882,1,8,4,3,2,3,1,62.14
10187,185752,2015,22.195,2,8,4,5,2,2,1,58.97
10188,185754,2015,22.195,2,2,4,2,2,2,1,58.97
10189,185756,2015,18.6505,1,5,2,5,3,1,1,43.09
10190,185757,2015,20.5547,1,5,4,6,2,1,1,52.62
10191,185758,2015,18.8339,1,8,3,7,4,1,1,54.43
10192,185759,2015,32.9619,2,8,4,1,3,3,1,95.26
10193,185760,2015,22.1797,2,1,4,1,1,4,1,62.6
10194,185761,2015,20.8288,2,5,2,5,1,3,1,55.34
10195,185762,2015,18.1864,2,8,4,1,6,1,1,54.43
10196,185763,2015,27.6963,2,1,1,2,3,2,1,84.82
10197,185764,2015,18.7813,2,6,1,1,1,1,1,48.08
10198,185765,2015,28.68,1,8,6,2,1,3,1,76.2
10199,185766,2015,20.6155,2,1,5,4,2,3,1,47.63
10200,185767,2015,23.0494,2,1,3,1,2,4,1,61.24
10201,185768,2015,21.7006,2,7,2,5,1,1,1,70.31
10202,185769,2015,28.68,2,3,5,5,4,1,1,76.2
10203,185770,2015,20.7305,1,5,4,5,1,1,1,53.07
10204,185771,2015,22.5762,1,8,3,1,2,3,1,52.16
10205,185772,2015,19.6319,1,6,2,4,4,1,1,52.16
10206,185774,2015,20.5606,2,5,2,1,1,1,1,59.42
10207,185775,2015,27.6036,2,8,2,7,1,1,1,68.04
10208,185776,2015,16.0488,1,1,6,7,2,1,1,42.64
10209,185777,2015,21.9727,1,1,7,2,2,1,1,56.25
10210,185778,2015,20.3913,1,8,3,7,2,1,1,48.99
10211,185779,2015,23.6004,1,4,2,1,2,1,1,56.7
10212,185780,2015,21.1995,2,8,2,1,1,1,1,45.81
10213,185781,2015,18.9609,2,4,3,2,1,3,1,48.54
10214,185782,2015,20.2442,2,8,2,1,1,1,1,49.9
10215,185783,2015,21.2617,1,2,7,7,2,1,1,54.43
10216,185784,2015,23.5587,2,8,3,1,3,1,1,54.43
10217,185785,2015,17.9269,2,4,5,7,2,1,1,47.63
10218,185786,2015,20.375,2,1,2,1,1,1,1,52.16
10219,185787,2015,30.2102,2,4,4,7,1,1,1,72.58
10220,185788,2015,24.7347,1,1,2,1,2,3,1,75.75
10221,185789,2015,21.1903,2,5,2,1,1,1,1,61.24
10222,185790,2015,22.9075,2,7,4,1,1,1,1,72.58
10223,185792,2015,26.5228,1,2,3,5,1,3,1,79.38
10224,185793,2015,21.1689,1,3,1,7,3,3,1,47.63
10225,185794,2015,19.8438,2,8,4,1,2,1,1,50.8
10226,185795,2015,23.5664,2,7,1,7,2,3,1,60.33
10227,185796,2015,26.3668,1,3,2,2,2,1,1,76.2
10228,185797,2015,22.5375,1,2,4,2,2,1,1,59.88
10229,185798,2015,35.871,2,1,3,1,2,2,1,86.18
10230,185800,2015,23.9219,2,5,4,1,1,3,1,61.24
10231,185801,2015,19.4704,1,5,7,1,5,2,1,61.69
10232,185802,2015,20.4863,1,1,1,4,1,3,1,54.43
10233,185803,2015,24.7544,2,6,3,1,1,1,1,65.77
10234,185804,2015,19.9927,1,1,2,7,1,2,1,54.43
10235,185805,2015,22.1484,1,2,3,7,3,1,1,56.7
10236,185807,2015,35.3564,1,5,2,4,1,1,1,99.79
10237,185809,2015,40.3196,2,1,3,7,2,2,1,109.77
10238,185810,2015,20.77,1,1,7,5,2,3,1,49.9
10239,185812,2015,20.4863,2,6,3,1,1,1,1,54.43
10240,185814,2015,18.9609,1,8,6,5,1,3,1,48.54
10241,185815,2015,21.1611,2,7,1,1,2,1,1,52.16
10242,185820,2015,20.6094,1,3,6,4,7,2,1,50.8
10243,185822,2015,22.1484,1,4,2,5,2,3,1,56.7
10244,185823,2015,18.9541,1,4,7,7,2,3,1,46.72
10245,185825,2015,30.9204,1,8,1,7,3,3,1,89.36
10246,185826,2015,22.6797,1,2,1,4,1,3,1,58.06
10247,185827,2015,36.4356,2,4,4,2,3,3,1,89.81
10248,185828,2015,28.4804,1,6,7,5,7,3,1,59.88
10249,185829,2015,23.9239,1,1,7,7,1,3,1,58.97
10250,185832,2015,21.1713,2,7,5,1,2,3,1,56.25
10251,185833,2015,22.9277,2,2,7,2,1,3,1,78.47
10252,185834,2015,23.0352,1,1,2,6,2,1,1,58.97
10253,185836,2015,21.2617,2,3,1,5,2,3,1,54.43
10254,185838,2015,24.4531,2,1,1,5,1,4,1,62.6
10255,185839,2015,23.0352,2,2,5,7,3,3,1,58.97
10256,185840,2015,18.8283,2,3,3,6,1,3,1,51.26
10257,185841,2015,20.9917,2,4,5,6,1,3,1,57.15
10258,185842,2015,18.6055,2,8,2,6,1,4,1,47.63
10259,185843,2015,41.6406,1,1,3,1,2,3,1,106.6
10260,185844,2015,19.875,1,1,2,1,2,3,1,48.99
10261,185846,2015,21.0093,2,4,2,4,3,3,1,48.54
10262,185848,2015,23.3721,2,2,1,6,2,3,1,57.61
10263,185849,2015,15.8274,1,2,1,7,4,2,1,43.09
10264,185853,2015,24.924,2,4,1,6,2,4,1,59.88
10265,185854,2015,29.2344,2,4,4,2,3,3,1,74.84
10266,185855,2015,23.9219,1,3,7,7,3,1,1,61.24
10267,185856,2015,28.2222,1,5,5,2,1,3,1,63.5
10268,185857,2015,23.003,2,7,2,7,2,3,1,56.7
10269,185858,2015,32.2041,1,3,7,6,3,1,1,79.38
10270,185859,2015,31.675,1,5,3,6,2,4,1,94.8
10271,185860,2015,22.195,2,4,5,7,2,4,1,58.97
10272,185861,2015,26.6133,1,5,5,5,2,4,1,59.88
10273,185862,2015,21.8525,1,1,1,1,2,4,1,58.06
10274,185863,2015,18.4258,2,8,6,5,1,4,1,47.17
10275,185864,2015,25.8962,1,2,3,2,1,2,1,74.84
10276,185865,2015,29.2653,2,3,2,5,1,1,1,70.31
10277,185866,2015,19.285,2,3,4,5,2,4,1,54.43
10278,185869,2015,23.5587,1,6,1,4,1,3,1,54.43
10279,185870,2015,18.4557,2,7,1,2,2,4,1,42.64
10280,185871,2015,18.7813,2,5,4,7,1,4,1,48.08
10281,185872,2015,20.16,2,3,4,7,2,1,1,45.36
10282,185873,2015,20.6155,1,6,1,1,2,2,1,47.63
10283,185874,2015,28.3232,2,2,6,4,1,3,1,77.11
10284,185875,2015,26.9965,1,6,1,4,3,3,1,78.02
10285,185876,2015,18.0742,2,4,3,1,1,3,1,46.27
10286,185877,2015,27.4671,1,4,3,6,2,2,1,79.38
10287,185878,2015,27.6406,1,4,5,7,3,3,1,70.76
10288,185880,2015,18.6119,1,6,4,4,1,2,1,58.97
10289,185881,2015,25.5237,2,1,2,3,3,3,1,58.97
10290,185882,2015,24.8047,1,5,1,3,2,3,1,63.5
10291,185883,2015,27.4894,1,2,4,1,3,3,1,74.84
10292,185884,2015,35.1469,2,4,1,2,7,1,1,61.24
10293,185885,2015,22.5762,1,1,4,7,2,3,1,52.16
10294,185886,2015,16.6563,2,8,4,2,2,1,1,42.64
10295,185887,2015,24.3956,1,3,3,1,2,3,1,54.89
10296,185890,2015,23.5587,1,3,4,6,2,3,1,54.43
10297,185891,2015,19.2932,2,6,2,5,2,3,1,51.26
10298,185892,2015,22.082,2,8,1,1,2,1,1,54.43
10299,185895,2015,29.1272,1,8,1,1,2,1,1,61.24
10300,185898,2015,21.3603,2,6,4,5,6,3,1,44.91
10301,185903,2015,21.4124,1,1,7,5,2,3,1,46.27
10302,185906,2015,21.7928,1,3,2,7,3,1,1,50.35
10303,185910,2015,24.7544,2,8,1,3,1,4,1,65.77
10304,185911,2015,22.082,1,4,3,5,2,3,1,54.43
10305,185912,2015,33.9109,2,3,4,4,4,2,1,95.71
10306,185913,2015,25.2986,1,2,1,7,3,1,1,60.78
10307,185914,2015,17.3633,1,1,1,2,1,1,1,44.45
10308,185915,2015,19.805,1,8,5,6,2,4,1,52.62
10309,185916,2015,20.8264,1,6,4,1,1,1,1,56.7
10310,185917,2015,20.2442,1,6,4,5,2,1,1,49.9
10311,185918,2015,26.5781,2,1,4,1,2,1,1,68.04
10312,185919,2015,21.4759,2,6,1,2,1,1,1,65.77
10313,185920,2015,15.4931,2,3,5,7,3,1,1,42.18
10314,185922,2015,33.1251,1,1,5,1,7,1,1,81.65
10315,185923,2015,20.7347,1,3,7,5,2,1,1,63.5
10316,185925,2015,23.0255,1,8,2,1,2,1,1,77.11
10317,185926,2015,28.3232,1,3,3,7,1,1,1,77.11
10318,185927,2015,19.8438,1,4,2,3,1,1,1,50.8
10319,185928,2015,25.7617,1,1,3,1,3,1,1,63.5
10320,185929,2015,37.6678,2,5,3,7,2,1,1,108.86
10321,185930,2015,21.9753,2,6,3,4,2,1,1,65.77
10322,185931,2015,19.9343,2,2,5,5,3,2,1,57.61
10323,185932,2015,19.4922,1,6,1,4,1,1,1,49.9
10324,185933,2015,23.5494,1,1,7,2,5,1,1,72.12
10325,185934,2015,20.4863,1,5,1,1,2,1,1,54.43
10326,185935,2015,29.8201,1,5,1,4,2,3,1,86.18
10327,185936,2015,19.805,1,4,5,6,2,2,1,52.62
10328,185937,2015,20.7347,2,6,1,7,2,2,1,63.5
10329,185938,2015,19.6319,2,7,1,6,1,4,1,52.16
10330,185939,2015,22.3242,1,6,7,7,3,3,1,57.15
10331,185940,2015,22.3242,2,3,3,1,3,1,1,57.15
10332,185941,2015,20.5701,2,5,5,1,2,1,1,44.45
10333,185942,2015,37.2109,1,4,7,3,3,1,1,95.26
10334,185943,2015,21.3407,2,8,2,2,2,1,1,56.7
10335,185944,2015,20.7197,1,8,2,4,1,2,1,59.88
10336,185945,2015,17.4949,2,4,4,1,1,1,1,47.63
10337,185947,2015,23.1589,2,1,4,7,3,2,1,63.05
10338,185948,2015,25.6088,2,8,3,5,2,1,1,68.04
10339,185949,2015,19.6194,2,8,3,1,3,1,1,56.7
10340,185950,2015,19.4625,1,8,3,2,3,1,1,51.71
10341,185952,2015,35.793,1,5,4,3,3,1,1,91.63
10342,185953,2015,21.6609,1,8,2,7,1,4,1,62.6
10343,185954,2015,19.285,2,4,3,6,2,1,1,54.43
10344,185955,2015,20.4618,2,1,2,3,1,1,1,61.24
10345,185956,2015,21.3407,2,2,4,2,1,1,1,56.7
10346,185957,2015,25.6088,2,5,2,3,1,1,1,68.04
10347,185958,2015,21.793,1,5,2,7,2,1,1,55.79
10348,185959,2015,20.8936,1,5,3,3,1,1,1,58.97
10349,185960,2015,23.3242,1,3,3,4,1,1,1,63.5
10350,185961,2015,21.9723,1,6,1,1,1,1,1,63.5
10351,185962,2015,18.9448,1,5,2,5,1,1,1,56.7
10352,185963,2015,22.195,1,1,1,2,1,1,1,58.97
10353,185964,2015,19.4922,2,2,5,1,3,1,1,49.9
10354,185965,2015,34.9899,1,5,5,3,2,1,1,95.26
10355,185967,2015,24.5453,1,1,6,1,2,1,1,58.97
10356,185972,2015,20.9573,1,6,1,7,7,1,1,50.35
10357,185977,2015,20.4863,2,7,2,5,2,1,1,54.43
10358,185978,2015,19.7669,1,6,5,1,3,3,1,55.79
10359,185979,2015,30.8258,1,8,6,1,2,3,1,71.22
10360,185980,2015,18.2694,2,4,4,3,1,4,1,48.54
10361,185981,2015,19.6319,1,2,4,7,4,1,1,52.16
10362,185982,2015,21.346,1,3,3,3,2,1,1,61.69
10363,185983,2015,25.9483,1,4,4,3,2,3,1,63.96
10364,185984,2015,23.9239,1,7,4,4,1,1,1,58.97
10365,185985,2015,31.4145,1,4,1,7,2,1,1,72.58
10366,185987,2015,19.9927,2,1,2,7,2,1,1,54.43
10367,185988,2015,25.2,1,1,4,6,2,1,1,56.7
10368,185991,2015,27.4648,1,3,3,4,2,1,1,70.31
10369,185994,2015,23.3906,1,7,4,3,1,1,1,59.88
10370,185995,2015,21.7006,2,6,4,1,2,2,1,70.31
10371,185997,2015,32.7842,2,6,7,1,1,3,1,92.53
10372,186001,2015,30.1211,1,2,2,3,2,3,1,77.11
10373,186005,2015,17.8934,1,6,1,1,3,2,1,61.24
10374,186006,2015,28.4669,1,7,5,7,3,3,1,65.77
10375,186007,2015,22.8204,1,6,5,6,2,3,1,56.25
10376,186008,2015,32.2041,1,6,2,7,2,3,1,79.38
10377,186009,2015,22.5375,1,5,3,5,2,4,1,59.88
10378,186011,2015,21.3407,1,8,3,5,2,1,1,56.7
10379,186012,2015,22.3242,1,6,4,3,1,3,1,57.15
10380,186013,2015,22.1797,2,8,1,3,1,4,1,62.6
10381,186014,2015,30.5343,1,5,4,5,2,3,1,86.18
10382,186015,2015,21.3407,1,6,4,4,1,1,1,56.7
10383,186016,2015,26.4632,2,6,3,5,2,2,1,70.31
10384,186017,2015,19.6194,2,7,2,2,1,1,1,56.7
10385,186018,2015,23.9219,2,5,4,2,1,2,1,61.24
10386,186019,2015,16.0988,2,8,2,3,2,1,1,52.16
10387,186020,2015,22.1484,2,1,3,1,1,1,1,56.7
10388,186021,2015,21.4913,2,8,2,1,2,4,1,58.51
10389,186022,2015,26.6612,1,8,1,1,3,1,1,81.65
10390,186023,2015,27.9727,2,8,7,5,1,2,1,68.95
10391,186024,2015,20.77,1,1,1,6,3,1,1,49.9
10392,186025,2015,19.633,2,1,5,2,2,1,1,45.36
10393,186026,2015,28.6993,2,4,1,5,1,4,1,68.95
10394,186028,2015,21.2617,1,3,2,4,1,1,1,54.43
10395,186029,2015,29.9908,2,1,1,7,7,2,1,81.65
10396,186030,2015,17.5844,2,2,3,3,1,3,1,46.72
10397,186031,2015,34.1561,1,4,2,7,3,3,1,92.99
10398,186032,2015,26.6826,1,5,4,4,1,1,1,65.77
10399,186033,2015,23.7847,2,8,1,3,2,1,1,67.13
10400,186035,2015,23.0352,1,6,1,7,2,3,1,58.97
10401,186036,2015,16.3008,1,1,5,3,2,3,1,41.73
10402,186037,2015,20.8936,1,8,4,1,1,1,1,58.97
10403,186038,2015,27.4671,2,6,1,1,2,1,1,79.38
10404,186039,2015,34.9303,2,2,4,1,3,3,1,83.92
10405,186040,2015,45.3111,1,4,7,7,7,4,1,108.86
10406,186041,2015,16.7127,2,5,2,5,2,1,1,47.17
10407,186043,2015,20.375,2,4,5,6,2,1,1,52.16
10408,186044,2015,23.1822,1,3,4,2,3,3,1,52.16
10409,186045,2015,31.2818,1,2,4,7,1,1,1,65.77
10410,186046,2015,26.2111,1,6,4,2,1,1,1,75.75
10411,186047,2015,21.7128,1,8,2,1,1,1,1,53.52
10412,186048,2015,28.5273,2,1,2,7,2,3,1,73.03
10413,186049,2015,24.8448,2,1,7,5,3,3,1,61.24
10414,186050,2015,21.6602,2,1,5,2,1,1,1,58.97
10415,186051,2015,26.5781,2,6,6,7,1,3,1,68.04
10416,186053,2015,23.6208,2,1,5,4,1,4,1,74.84
10417,186054,2015,24.5453,2,3,3,3,2,3,1,58.97
10418,186055,2015,31.1552,1,6,4,1,2,3,1,84.82
10419,186056,2015,18.6782,1,5,4,4,2,3,1,53.98
10420,186057,2015,26.6593,1,5,5,7,3,4,1,72.58
10421,186058,2015,30.2102,1,4,2,7,3,4,1,72.58
10422,186059,2015,23.3242,1,4,4,6,1,1,1,63.5
10423,186060,2015,21.92,2,6,2,1,1,1,1,67.13
10424,186061,2015,21.5303,2,3,5,6,1,1,1,53.07
10425,186062,2015,25.7617,1,3,2,3,3,1,1,63.5
10426,186063,2015,19.9343,2,6,2,7,1,1,1,57.61
10427,186064,2015,24.7544,1,1,4,7,1,1,1,65.77
10428,186065,2015,33.1213,2,4,4,3,2,1,1,88
10429,186067,2015,20.4863,1,6,6,5,1,3,1,54.43
10430,186068,2015,19.3233,2,1,2,1,3,3,1,47.63
10431,186070,2015,30.9636,2,1,5,7,2,4,1,74.39
10432,186071,2015,20.4863,2,4,1,5,2,4,1,54.43
10433,186072,2015,20.9982,2,6,3,3,1,1,1,55.79
10434,186073,2015,23.7373,1,2,4,1,2,4,1,58.51
10435,186074,2015,22.1866,2,4,5,7,1,1,1,51.26
10436,186078,2015,28.8228,1,3,4,5,1,1,1,78.47
10437,186079,2015,24.9114,2,5,2,7,1,1,1,70.31
10438,186080,2015,17.0318,1,7,2,6,1,1,1,52.16
10439,186081,2015,19.285,1,1,6,4,4,4,1,54.43
10440,186082,2015,28.1553,2,1,5,7,2,3,1,69.4
10441,186083,2015,22.082,1,5,4,2,3,1,1,54.43
10442,186084,2015,24.2507,2,3,1,7,2,2,1,72.58
10443,186085,2015,20.77,1,5,1,1,1,1,1,49.9
10444,186086,2015,19.7033,1,4,1,1,3,3,1,58.97
10445,186087,2015,25.1142,2,5,2,5,1,3,1,72.58
10446,186088,2015,30.6158,2,6,7,7,1,3,1,91.63
10447,186089,2015,23.7847,2,8,1,1,2,3,1,67.13
10448,186090,2015,33.3752,2,1,2,7,3,1,1,77.11
10449,186091,2015,17.1875,2,4,3,7,2,1,1,44
10450,186092,2015,24.6575,1,2,1,4,3,1,1,67.13
10451,186093,2015,19.179,2,6,3,5,1,1,1,62.14
10452,186094,2015,20.4048,2,5,4,1,2,1,1,58.97
10453,186095,2015,24.6436,2,3,2,6,1,1,1,71.22
10454,186096,2015,17.9269,2,8,4,1,2,3,1,47.63
10455,186097,2015,22.195,1,1,4,1,1,1,1,58.97
10456,186098,2015,20.3081,1,3,3,3,3,1,1,60.78
10457,186099,2015,28.6575,1,6,4,4,3,3,1,78.02
10458,186100,2015,32.6016,2,8,3,4,2,1,1,83.46
10459,186101,2015,24.5412,2,1,4,7,1,3,1,56.7
10460,186102,2015,30.6158,2,1,1,1,1,2,1,91.63
10461,186103,2015,30.1211,2,4,4,7,2,3,1,77.11
10462,186104,2015,24.2931,1,5,1,5,3,3,1,59.88
10463,186105,2015,19.9927,1,7,3,2,2,1,1,54.43
10464,186106,2015,23.9219,1,2,6,1,2,3,1,61.24
10465,186108,2015,20.4618,2,7,2,5,1,1,1,61.24
10466,186109,2015,28,1,8,2,1,1,1,1,90.72
10467,186111,2015,20.4117,2,8,2,3,2,1,1,57.61
10468,186112,2015,32.4363,2,1,5,3,1,1,1,86.18
10469,186113,2015,26.8408,1,4,4,1,3,1,1,77.57
10470,186114,2015,18.0332,1,6,7,5,2,3,1,44.45
10471,186115,2015,23.9,2,4,4,1,2,1,1,63.5
10472,186116,2015,27.2178,1,8,1,1,7,3,1,61.24
10473,186117,2015,21.3407,1,4,2,5,2,1,1,56.7
10474,186118,2015,23.9219,1,6,5,7,3,3,1,61.24
10475,186119,2015,29.7336,1,5,2,1,2,1,1,83.92
10476,186120,2015,27.8783,1,2,7,1,2,3,1,64.41
10477,186122,2015,26.5164,2,3,3,6,1,1,1,74.84
10478,186123,2015,21.1611,2,7,5,7,2,1,1,52.16
10479,186125,2015,23.5587,1,4,1,7,1,1,1,54.43
10480,186126,2015,31.0078,2,3,4,7,2,2,1,79.38
10481,186127,2015,23.5613,2,4,3,7,2,4,1,62.6
10482,186129,2015,19.3233,2,4,1,3,1,1,1,47.63
10483,186130,2015,19.3233,1,1,5,7,2,2,1,47.63
10484,186132,2015,23.0352,2,1,1,1,2,3,1,58.97
10485,186133,2015,29.8201,1,1,7,7,1,2,1,86.18
10486,186134,2015,22.4986,2,1,1,7,2,2,1,63.5
10487,186135,2015,19.1488,1,4,3,6,2,4,1,55.34
10488,186138,2015,20.2442,2,4,4,6,1,1,1,49.9
10489,186139,2015,20.1992,1,8,2,7,2,4,1,51.71
10490,186140,2015,22.4986,1,8,2,3,2,1,1,63.5
10491,186141,2015,19.4922,1,1,1,2,4,1,1,49.9
10492,186142,2015,23.0494,1,8,4,5,1,1,1,61.24
10493,186143,2015,25.2099,1,1,4,1,2,3,1,62.14
10494,186144,2015,20.2487,1,5,1,7,3,3,1,57.15
10495,186145,2015,26.5164,2,7,2,2,1,3,1,74.84
10496,186146,2015,20.0234,2,1,3,1,2,4,1,51.26
10497,186147,2015,23.6004,2,1,1,1,3,4,1,56.7
10498,186148,2015,21.2617,1,6,2,1,1,1,1,54.43
10499,186149,2015,23.9239,1,3,5,7,1,4,1,58.97
10500,186150,2015,23.3029,2,6,6,7,2,4,1,65.77
10501,186151,2015,25.7157,1,8,2,1,2,1,1,72.58
10502,186152,2015,18.8031,1,4,6,7,1,1,1,53.07
10503,186153,2015,21.2617,1,1,2,1,3,3,1,54.43
10504,186154,2015,18.9448,1,7,6,1,3,1,1,56.7
10505,186155,2015,31.4869,2,1,1,5,2,3,1,68.04
10506,186156,2015,20.8936,2,3,5,6,3,3,1,58.97
10507,186157,2015,23.003,1,3,3,7,7,3,1,56.7
10508,186158,2015,19.6337,2,8,4,1,7,3,1,47.17
10509,186159,2015,26.2227,2,3,4,2,1,3,1,67.13
10510,186160,2015,21.598,2,4,4,4,2,3,1,49.9
10511,186161,2015,22.195,2,6,5,1,3,2,1,58.97
10512,186162,2015,22.494,2,8,3,3,1,3,1,61.24
10513,186163,2015,25.6088,1,8,4,1,3,3,1,68.04
10514,186164,2015,22.4512,2,2,3,4,2,3,1,55.34
10515,186165,2015,20.8936,1,7,1,5,3,3,1,58.97
10516,186166,2015,25.7617,1,8,7,7,2,3,1,63.5
10517,186167,2015,19.4922,1,6,2,5,1,1,1,49.9
10518,186168,2015,19.9967,1,6,2,1,2,1,1,61.24
10519,186169,2015,21.5733,2,1,3,1,3,3,1,48.54
10520,186170,2015,21.7107,2,5,1,1,2,3,1,52.16
10521,186171,2015,18.1422,1,3,3,7,3,2,1,40.82
10522,186172,2015,17.7188,2,1,7,2,1,3,1,45.36
10523,186173,2015,28.7031,1,4,2,3,2,1,1,73.48
10524,186174,2015,27.6036,1,1,2,1,2,3,1,68.04
10525,186175,2015,24.7544,2,6,6,7,2,3,1,65.77
10526,186176,2015,23.7659,2,5,2,1,1,1,1,75.3
10527,186177,2015,18.2006,2,5,2,1,1,1,1,58.97
10528,186178,2015,20.0125,2,6,1,1,1,3,1,48.08
10529,186179,2015,20.4863,1,8,4,4,2,1,1,54.43
10530,186180,2015,22.7338,1,8,1,1,1,1,1,68.04
10531,186181,2015,27.989,1,8,1,1,2,4,1,76.2
10532,186182,2015,21.6832,1,4,7,1,3,1,1,57.61
10533,186183,2015,31.1053,1,6,4,7,1,1,1,95.26
10534,186185,2015,18.8803,1,8,1,7,3,3,1,45.36
10535,186186,2015,34.1451,2,5,4,7,3,1,1,90.72
10536,186187,2015,21.1611,1,4,5,3,1,4,1,52.16
10537,186188,2015,19.3233,2,6,7,7,2,4,1,47.63
10538,186189,2015,20.375,2,2,1,5,1,1,1,52.16
10539,186190,2015,17.4279,2,1,6,5,2,2,1,52.16
10540,186191,2015,18.4258,2,8,2,5,1,1,1,47.17
10541,186192,2015,19.2555,2,3,1,1,1,1,1,58.97
10542,186193,2015,22.6556,2,1,1,7,1,4,1,54.43
10543,186194,2015,18.4807,1,6,3,3,2,1,1,52.16
10544,186195,2015,19.6319,2,4,2,5,1,1,1,52.16
10545,186196,2015,20.36,2,4,7,7,1,4,1,45.81
10546,186197,2015,18.8903,1,1,1,6,2,4,1,40.82
10547,186198,2015,23.0352,1,6,5,5,2,3,1,58.97
10548,186199,2015,18.9448,2,8,4,3,3,1,1,56.7
10549,186200,2015,21.598,1,2,4,5,2,1,1,49.9
10550,186201,2015,19.4922,2,1,5,1,2,4,1,49.9
10551,186202,2015,21.9753,1,7,4,5,2,1,1,65.77
10552,186203,2015,19.7033,2,1,3,5,1,1,1,58.97
10553,186204,2015,30.914,1,8,6,7,7,3,1,76.2
10554,186205,2015,25.8255,2,3,3,6,2,1,1,70.31
10555,186207,2015,18.3511,2,5,4,2,1,1,1,64.86
10556,186208,2015,34.5522,1,1,5,7,3,1,1,97.52
10557,186209,2015,25.1298,1,8,4,1,3,1,1,58.06
10558,186210,2015,19.633,1,5,3,3,2,1,1,45.36
10559,186212,2015,21.9945,1,7,4,1,2,3,1,59.88
10560,186213,2015,21.6602,2,1,3,1,2,2,1,58.97
10561,186214,2015,27.9961,1,4,4,5,3,3,1,71.67
10562,186215,2015,20.77,2,4,4,7,2,1,1,49.9
10563,186216,2015,25.3359,2,7,5,2,3,3,1,64.86
10564,186217,2015,19.4931,2,7,3,6,1,4,1,53.07
10565,186218,2015,28.3516,1,5,2,4,3,3,1,72.58
10566,186219,2015,24.8047,1,4,6,6,4,3,1,63.5
10567,186220,2015,28.3205,1,6,6,5,3,1,1,68.04
10568,186221,2015,40.9202,2,2,7,1,2,2,1,122.47
10569,186223,2015,19.8252,1,8,5,6,3,3,1,47.63
10570,186224,2015,20.375,2,7,4,3,1,1,1,52.16
10571,186225,2015,23.9,2,3,3,1,2,1,1,63.5
10572,186227,2015,27.9656,1,1,2,1,2,1,1,78.93
10573,186228,2015,18.6055,2,2,1,4,1,4,1,47.63
10574,186230,2015,34.5294,2,4,3,6,2,1,1,99.79
10575,186231,2015,34.9303,2,6,5,5,1,1,1,83.92
10576,186233,2015,23.0494,2,1,2,2,2,1,1,61.24
10577,186234,2015,17.2776,2,4,4,1,1,1,1,51.71
10578,186235,2015,28.3232,1,1,4,4,1,1,1,77.11
10579,186237,2015,20.8754,2,5,3,1,1,2,1,60.33
10580,186238,2015,15.2671,1,4,7,7,1,1,1,43.09
10581,186240,2015,31.2832,2,5,2,1,3,3,1,77.11
10582,186241,2015,27.3176,1,6,7,7,3,3,1,72.58
10583,186242,2015,25.9908,1,1,1,7,3,3,1,70.76
10584,186243,2015,19.3233,1,3,2,3,1,3,1,47.63
10585,186244,2015,20.7197,1,3,2,7,1,1,1,59.88
10586,186245,2015,34.7388,2,3,7,5,2,1,1,83.46
10587,186246,2015,16.832,2,1,5,4,2,2,1,43.09
10588,186247,2015,24.3287,1,6,5,1,2,1,1,70.31
10589,186248,2015,30.0669,1,4,3,7,2,1,1,92.08
10590,186249,2015,20.77,2,4,7,7,2,1,1,49.9
10591,186250,2015,18.1618,2,2,3,6,1,1,1,51.26
10592,186251,2015,21.2617,2,5,1,7,7,4,1,54.43
10593,186253,2015,18.6082,2,8,2,6,2,4,1,49.44
10594,186255,2015,23.9,2,4,1,2,1,4,1,63.5
10595,186257,2015,20.77,1,5,1,4,1,3,1,49.9
10596,186258,2015,26.6593,2,1,7,4,2,1,1,72.58
10597,186259,2015,19.0676,1,2,1,4,1,3,1,45.81
10598,186260,2015,15.8756,1,1,1,7,3,1,1,42.18
10599,186261,2015,19.1589,2,2,1,5,2,1,1,52.16
10600,186262,2015,19.2932,2,3,3,5,1,1,1,51.26
10601,186264,2015,25.5237,2,1,4,7,2,3,1,58.97
10602,186265,2015,20.4863,1,8,3,2,1,1,1,54.43
