,index,year,bmi,Vape_Use,Physical_Activity,Television,Electronic_Devices,Grades,race,sex,weight
15444,193147,2017,21.9753,1,8,7,1,7,1,2,65.77
15445,193148,2017,25.059,1,3,3,6,2,1,2,83.92
15446,193152,2017,22.2593,2,6,5,4,3,2,2,72.12
15447,193160,2017,18.1827,2,7,2,3,1,4,2,57.61
15448,193169,2017,25.6677,2,2,3,1,3,3,2,90.72
15449,193171,2017,19.6996,2,8,2,3,2,4,2,60.33
15450,193172,2017,22.3657,2,7,3,6,1,1,2,80.74
15451,193173,2017,26.9043,2,8,5,5,3,1,2,92.08
15452,193175,2017,16.2407,2,6,4,3,1,1,2,52.62
15453,193176,2017,23.0494,1,8,1,1,4,4,2,61.24
15454,193178,2017,19.7033,2,6,2,4,2,1,2,58.97
15455,193181,2017,28.4452,2,5,4,2,3,3,2,95.26
15456,193182,2017,22.082,2,1,1,1,2,1,2,54.43
15457,193184,2017,17.68,2,8,3,3,2,2,2,49.9
15458,193190,2017,25.9121,2,4,2,7,2,4,2,82.1
15459,193192,2017,21,2,8,2,4,1,1,2,68.04
15460,193193,2017,24.5,2,8,2,2,1,1,2,79.38
15461,193194,2017,20.5435,1,6,1,7,3,1,2,70.31
15462,193195,2017,19.3045,2,4,4,7,1,1,2,55.79
15463,193196,2017,22.9075,1,8,1,6,3,2,2,72.58
15464,193198,2017,20.6121,1,1,4,7,1,2,2,61.69
15465,193199,2017,18.8196,2,6,1,6,2,1,2,64.41
15466,193201,2017,21.1788,2,8,3,5,3,2,2,64.86
15467,193202,2017,24.8448,1,3,2,1,2,3,2,61.24
15468,193203,2017,20.8611,1,8,4,3,2,1,2,67.59
15469,193205,2017,18.3287,2,6,1,7,1,4,2,49.9
15470,193208,2017,22.917,2,6,4,2,3,2,2,66.23
15471,193209,2017,20.0417,1,8,4,1,3,3,2,63.5
15472,193210,2017,21.6978,1,3,6,7,1,3,2,61.24
15473,193211,2017,21.1903,2,4,3,7,2,3,2,61.24
15474,193212,2017,22.3319,1,8,1,6,2,1,2,78.93
15475,193213,2017,20.4618,1,8,1,4,2,2,2,61.24
15476,193214,2017,18.2866,1,8,2,4,1,1,2,61.24
15477,193215,2017,26.6612,1,8,7,7,3,3,2,81.65
15478,193219,2017,20.2776,2,8,1,7,2,1,2,69.4
15479,193220,2017,22.5834,1,8,4,3,2,2,2,67.59
15480,193221,2017,20.7581,2,8,5,5,3,1,2,65.77
15481,193223,2017,18.2076,2,6,2,7,2,1,2,52.62
15482,193224,2017,20.4117,2,6,2,2,1,1,2,57.61
15483,193225,2017,38.511,1,7,1,2,1,3,2,117.94
15484,193226,2017,28.3232,2,8,7,2,1,2,2,77.11
15485,193227,2017,21.6713,2,7,5,4,1,1,2,64.86
15486,193228,2017,24.05,2,5,3,4,1,1,2,76.2
15487,193230,2017,33.2907,2,2,2,4,3,4,2,88.45
15488,193231,2017,36.4377,2,1,1,1,2,1,2,131.54
15489,193232,2017,23.3029,2,1,1,1,1,1,2,65.77
15490,193233,2017,17.1981,2,5,3,1,2,4,2,48.54
15491,193234,2017,33.3422,2,8,4,4,1,1,2,99.79
15492,193238,2017,19.6393,2,8,2,4,1,1,2,65.77
15493,193240,2017,18.9511,2,1,1,5,1,1,2,64.86
15494,193241,2017,30.6055,1,5,4,3,3,3,2,88.45
15495,193242,2017,21.2169,2,6,2,3,1,4,2,63.5
15496,193244,2017,21.6728,1,7,2,2,1,1,2,72.58
15497,193245,2017,21.7006,2,6,1,2,1,1,2,70.31
15498,193246,2017,23.7438,2,6,4,5,2,1,2,83.92
15499,193247,2017,33.8619,2,7,3,4,2,4,2,113.4
15500,193248,2017,30.8818,1,4,1,6,3,3,2,103.42
15501,193250,2017,27.1998,1,6,4,6,3,3,2,86.18
15502,193251,2017,24.7809,2,8,3,1,1,2,2,80.29
15503,193252,2017,27.9163,2,6,4,4,2,1,2,88.45
15504,193258,2017,20.7347,2,8,1,1,3,3,2,63.5
15505,193266,2017,25.614,1,2,1,4,3,3,2,76.66
15506,193267,2017,22.494,1,4,4,3,4,3,2,61.24
15507,193268,2017,21.9723,1,1,1,1,7,2,2,63.5
15508,193271,2017,17.6088,2,1,1,7,7,1,2,58.97
15509,193273,2017,17.2664,1,3,4,6,3,3,2,49.9
15510,193275,2017,22.821,1,6,4,3,2,3,2,64.41
15511,193276,2017,20.4709,1,5,4,6,2,2,2,64.86
15512,193277,2017,25.7701,1,6,2,7,4,3,2,81.65
15513,193278,2017,16.6846,2,2,1,2,2,3,2,58.97
15514,193279,2017,25.7643,1,3,1,5,2,3,2,77.11
15515,193280,2017,18.0702,1,6,5,7,2,1,2,55.34
15516,193285,2017,23.2188,2,4,1,6,2,2,2,61.69
15517,193288,2017,19.0952,1,7,5,4,2,3,2,57.15
15518,193292,2017,29.5401,1,3,2,2,4,1,2,95.71
15519,193293,2017,18.3673,1,8,2,3,2,1,2,56.25
15520,193294,2017,24.5201,1,4,5,4,2,1,2,83.92
15521,193295,2017,20.0893,1,7,5,5,4,3,2,56.7
15522,193302,2017,22.4012,1,7,2,5,3,1,2,72.58
15523,193303,2017,18.9626,2,1,3,4,2,1,2,53.52
15524,193308,2017,24.2507,1,8,4,4,2,1,2,72.58
15525,193310,2017,20.3171,2,4,1,7,1,1,2,68.04
15526,193318,2017,18.6119,1,1,4,3,2,3,2,58.97
15527,193321,2017,29.0989,2,6,2,4,1,4,2,87.09
15528,193322,2017,24.3287,2,4,1,2,1,4,2,70.31
15529,193323,2017,21.7006,2,7,1,5,1,2,2,70.31
15530,193324,2017,21.4759,2,4,1,1,1,4,2,65.77
15531,193332,2017,20.3289,1,8,2,1,1,3,2,64.41
15532,193335,2017,22.0409,2,8,2,3,1,4,2,82.1
15533,193336,2017,18.5537,2,3,5,6,1,1,2,63.5
15534,193338,2017,28.3232,2,2,6,2,2,3,2,77.11
15535,193339,2017,24.1579,1,2,1,3,2,4,2,65.77
15536,193340,2017,19.8274,2,1,4,7,3,2,2,53.98
15537,193342,2017,39.37,1,4,2,7,1,3,2,124.74
15538,193352,2017,31.9141,2,4,5,7,4,1,2,115.21
15539,193354,2017,27.8465,1,3,7,1,2,2,2,85.28
15540,193357,2017,25.7122,1,8,1,5,1,1,2,88
15541,193359,2017,22.9584,1,6,1,7,2,2,2,70.31
15542,193362,2017,18.9626,1,6,7,7,2,2,2,53.52
15543,193363,2017,27.4024,1,2,2,5,2,2,2,83.92
15544,193364,2017,37.0286,2,6,5,7,3,2,2,113.4
15545,193366,2017,18.2006,2,4,5,5,2,2,2,58.97
15546,193373,2017,23.5433,2,5,3,6,2,3,2,68.04
15547,193376,2017,18.6437,2,3,2,2,3,1,2,52.62
15548,193377,2017,21.9889,1,8,1,3,2,4,2,79.38
15549,193379,2017,24.5878,1,6,5,5,2,2,2,75.3
15550,193380,2017,21.817,2,8,7,7,1,4,2,77.11
15551,193381,2017,28.4907,1,7,2,7,4,3,2,90.27
15552,193382,2017,23.4863,1,8,1,2,2,1,2,83.01
15553,193383,2017,21.7006,2,4,5,4,2,2,2,70.31
15554,193387,2017,25.92,2,7,5,6,2,3,2,79.38
15555,193388,2017,19.2555,1,5,5,3,2,2,2,58.97
15556,193389,2017,32.3023,2,5,4,7,2,1,2,91.17
15557,193391,2017,22.191,1,8,1,7,2,1,2,70.31
15558,193392,2017,27.4024,2,4,4,7,3,1,2,83.92
15559,193393,2017,29.7978,1,8,3,2,1,1,2,99.79
15560,193394,2017,18.6612,2,7,1,7,2,1,2,57.15
15561,193396,2017,19.6393,1,8,1,4,2,2,2,65.77
15562,193397,2017,22.4012,1,8,6,3,2,2,2,72.58
15563,193399,2017,21.1903,1,6,7,7,3,1,2,61.24
15564,193401,2017,20.4048,1,8,3,4,2,3,2,58.97
15565,193402,2017,27.1522,2,4,2,4,1,1,2,78.47
15566,193404,2017,20.995,2,8,3,5,4,2,2,70.31
15567,193413,2017,22.7623,2,8,3,3,3,1,2,72.12
15568,193419,2017,21.9723,2,3,2,5,3,1,2,63.5
15569,193420,2017,24.8555,2,5,3,4,2,1,2,74.39
15570,193422,2017,18.8339,2,1,1,5,2,1,2,54.43
15571,193426,2017,22.9075,1,4,2,4,2,1,2,72.58
15572,193435,2017,21.3601,2,6,5,5,1,1,2,77.11
15573,193438,2017,23.0255,2,1,4,6,1,1,2,77.11
15574,193443,2017,20.2776,1,8,1,7,2,1,2,69.4
15575,193444,2017,32.4815,2,7,7,1,2,2,2,105.24
15576,193445,2017,16.5615,2,8,4,2,1,1,2,61.69
15577,193446,2017,17.8955,1,7,4,2,2,1,2,56.7
15578,193447,2017,30.3117,1,6,3,3,2,1,2,90.72
15579,193448,2017,38.57,1,8,2,2,3,4,2,108.86
15580,193449,2017,17.9663,1,3,2,3,1,1,2,63.5
15581,193450,2017,17.6088,1,1,1,2,3,1,2,58.97
15582,193451,2017,32.2118,1,8,1,6,1,1,2,102.06
15583,193454,2017,20.6121,1,1,1,7,3,1,2,61.69
15584,193455,2017,28.6327,2,6,3,1,3,2,2,90.72
15585,193456,2017,30.0988,1,5,4,1,3,1,2,97.52
15586,193457,2017,21.6041,1,7,3,4,1,1,2,73.94
15587,193458,2017,18.9615,1,8,5,7,2,2,2,63.5
15588,193462,2017,34.6886,2,5,1,7,3,4,2,100.25
15589,193463,2017,20.5353,1,8,4,6,2,1,2,72.58
15590,193466,2017,26.0554,2,1,1,7,3,3,2,75.3
15591,193467,2017,31.4127,1,4,7,7,1,1,2,113.4
15592,193468,2017,23.0727,1,1,4,7,2,3,2,66.68
15593,193469,2017,27.1589,2,8,2,5,1,3,2,73.94
15594,193470,2017,25.7643,1,2,2,6,4,3,2,77.11
15595,193472,2017,36.3202,2,1,6,7,3,2,2,102.51
15596,193473,2017,33.3422,2,8,5,2,2,1,2,99.79
15597,193475,2017,35.2175,1,8,4,4,3,1,2,117.94
15598,193476,2017,17.8955,2,1,2,4,1,1,2,56.7
15599,193477,2017,27.0895,2,4,3,6,1,1,2,90.72
15600,193478,2017,15.4001,2,8,4,7,3,1,2,54.43
15601,193479,2017,19.6194,2,8,1,7,2,1,2,56.7
15602,193480,2017,26.9772,2,6,4,6,2,3,2,80.74
15603,193481,2017,32.1429,1,5,2,3,3,2,2,90.72
15604,193482,2017,19.285,2,5,1,2,1,3,2,54.43
15605,193483,2017,32.2831,2,6,2,5,2,1,2,96.62
15606,193484,2017,21.7618,2,8,4,5,3,1,2,68.95
15607,193485,2017,23.4787,1,8,3,1,1,1,2,74.39
15608,193486,2017,33.6463,2,8,3,4,2,1,2,100.7
15609,193487,2017,20.9033,1,8,5,7,3,1,2,66.23
15610,193489,2017,22.2872,2,6,4,3,2,1,2,64.41
15611,193490,2017,23.5433,2,8,6,7,2,2,2,68.04
15612,193491,2017,24.2666,2,6,5,2,2,3,2,68.49
15613,193492,2017,23.9414,1,6,3,4,1,2,2,77.57
15614,193493,2017,40.1617,2,1,4,1,1,1,2,120.2
15615,193494,2017,23.9,2,4,1,6,3,2,2,63.5
15616,193495,2017,21.1747,2,7,2,4,1,1,2,74.84
15617,193496,2017,20.1605,1,8,5,7,2,2,2,65.32
15618,193497,2017,22.5401,2,6,3,3,3,1,2,73.03
15619,193498,2017,19.6393,1,8,4,4,2,1,2,65.77
15620,193500,2017,22.191,2,3,1,4,5,3,2,70.31
15621,193501,2017,38.332,1,8,4,6,3,1,2,128.37
15622,193502,2017,22.494,2,8,3,4,2,1,2,61.24
15623,193503,2017,23.6208,1,4,1,2,3,1,2,74.84
15624,193504,2017,20.6121,2,5,1,5,2,3,2,61.69
15625,193506,2017,21,1,7,2,1,1,1,2,68.04
15626,193507,2017,25.1113,1,8,2,2,2,3,2,60.33
15627,193509,2017,19.2169,1,8,1,1,2,3,2,65.77
15628,193510,2017,21.6728,1,8,3,4,1,1,2,72.58
15629,193511,2017,23.0727,2,1,4,3,2,4,2,66.68
15630,193513,2017,22.5303,2,6,5,3,1,3,2,77.11
15631,193514,2017,23.6208,1,1,2,7,1,3,2,74.84
15632,193516,2017,23.6996,1,8,1,4,1,3,2,72.58
15633,193517,2017,19.9927,1,8,1,4,7,3,2,54.43
15634,193518,2017,20.5711,2,8,1,2,1,3,2,58.06
15635,193519,2017,18.5537,2,5,4,4,1,1,2,63.5
15636,193520,2017,18.6408,2,8,5,5,2,2,2,55.79
15637,193521,2017,22.2171,1,5,4,4,1,2,2,68.04
15638,193522,2017,21.1389,2,8,2,2,1,1,2,68.49
15639,193524,2017,30.0862,2,1,7,4,2,2,2,102.97
15640,193525,2017,22.9584,1,5,1,1,2,3,2,70.31
15641,193526,2017,24.6244,1,5,4,3,2,3,2,78.02
15642,193527,2017,25.7701,1,6,1,6,2,3,2,81.65
15643,193528,2017,21.9753,1,1,7,7,3,1,2,65.77
15644,193529,2017,20.5802,2,3,1,2,2,2,2,66.68
15645,193530,2017,20.4048,2,1,6,6,2,1,2,58.97
15646,193531,2017,22.4012,2,8,1,3,1,1,2,72.58
15647,193533,2017,29.12,1,8,1,4,2,4,2,97.52
15648,193534,2017,23.7963,1,3,1,2,2,1,2,71.22
15649,193535,2017,25.9012,2,5,5,4,2,1,2,83.92
15650,193536,2017,24.7051,2,1,3,2,1,1,2,73.94
15651,193537,2017,18.6119,1,8,1,7,1,1,2,58.97
15652,193538,2017,21.0453,1,8,2,4,3,3,2,66.68
15653,193539,2017,20.7197,1,8,2,1,1,1,2,59.88
15654,193540,2017,23.9,2,1,1,1,2,3,2,63.5
15655,193542,2017,20.0417,2,3,4,3,1,1,2,63.5
15656,193543,2017,18.2076,1,4,3,2,2,1,2,52.62
15657,193544,2017,18.3247,2,5,2,7,1,1,2,58.06
15658,193545,2017,24.5,1,1,1,1,2,1,2,79.38
15659,193547,2017,26.4866,2,6,5,2,2,3,2,83.92
15660,193548,2017,30.4498,1,5,7,7,4,2,2,88
15661,193549,2017,23.6208,1,8,4,1,1,1,2,74.84
15662,193550,2017,22.4593,1,8,5,2,3,3,2,79.38
15663,193551,2017,17.2301,2,8,2,1,2,1,2,58.97
15664,193553,2017,21.4322,2,8,1,1,2,3,2,75.75
15665,193554,2017,24.2507,1,6,5,1,1,1,2,72.58
15666,193555,2017,23.6647,1,4,1,7,2,3,2,97.52
15667,193556,2017,25.3966,2,5,6,1,4,3,2,62.6
15668,193557,2017,23.7994,2,8,5,6,2,2,2,77.11
15669,193558,2017,30.7994,2,8,7,5,2,2,2,99.79
15670,193561,2017,23.7994,2,3,7,7,2,2,2,77.11
15671,193563,2017,34.8082,1,6,5,1,3,1,2,106.6
15672,193564,2017,21.6728,2,8,3,2,2,1,2,72.58
15673,193565,2017,31.8287,1,8,2,2,3,1,2,95.26
15674,193566,2017,22.9075,2,8,5,4,2,2,2,72.58
15675,193567,2017,22.5143,1,8,2,2,1,3,2,68.95
15676,193568,2017,18.6119,1,5,5,1,3,1,2,58.97
15677,193569,2017,20.4117,2,8,2,3,2,1,2,57.61
15678,193570,2017,39.3395,1,3,4,7,3,3,2,127.46
15679,193571,2017,26.6612,2,3,7,6,3,3,2,81.65
15680,193572,2017,31.8313,1,4,1,2,3,1,2,106.6
15681,193573,2017,26.6842,1,8,1,4,2,1,2,102.51
15682,193574,2017,17.179,2,8,2,3,1,4,2,54.43
15683,193575,2017,22.7578,2,8,4,1,2,3,2,65.77
15684,193576,2017,23.4923,1,8,1,7,4,3,2,70.31
15685,193577,2017,19.3278,2,6,2,1,3,3,2,52.62
15686,193578,2017,36.5702,1,2,5,7,2,2,2,122.47
15687,193579,2017,19.8802,1,1,1,6,6,1,2,68.04
15688,193580,2017,25.2006,2,5,1,7,3,1,2,81.65
15689,193581,2017,20.8936,2,1,2,6,3,3,2,58.97
15690,193582,2017,24.3832,1,5,4,5,2,2,2,86.18
15691,193583,2017,21.4746,2,5,4,6,1,4,2,68.04
15692,193584,2017,22.8555,2,1,3,5,1,3,2,58.51
15693,193585,2017,28.3232,1,8,7,4,3,2,2,77.11
15694,193586,2017,21.5209,1,7,2,1,1,1,2,64.41
15695,193587,2017,30.0988,2,8,5,5,1,1,2,97.52
15696,193588,2017,24.4376,1,8,1,2,1,1,2,74.84
15697,193589,2017,24.0732,2,8,3,1,1,1,2,63.96
15698,193590,2017,31.8072,2,2,1,7,2,3,2,108.86
15699,193591,2017,24.5,1,8,2,1,1,4,2,79.38
15700,193592,2017,26.3641,2,6,6,7,1,1,2,80.74
15701,193593,2017,25.7701,1,8,1,5,2,3,2,81.65
15702,193594,2017,31.391,1,8,1,5,3,3,2,90.72
15703,193595,2017,25.1788,2,2,3,6,7,1,2,77.11
15704,193596,2017,31.6547,2,5,5,2,2,1,2,86.18
15705,193598,2017,20.995,1,6,2,5,2,3,2,70.31
15706,193599,2017,28.2308,1,1,5,2,3,3,2,96.62
15707,193600,2017,49.9835,1,5,1,7,3,3,2,136.08
15708,193601,2017,23.8581,1,6,5,3,3,3,2,68.95
15709,193602,2017,37.9895,1,8,1,6,4,1,2,134.27
15710,193603,2017,21.8395,2,2,1,7,4,3,2,70.76
15711,193605,2017,22.6021,2,8,4,1,2,1,2,65.32
15712,193606,2017,34.5294,1,5,2,5,5,3,2,99.79
15713,193607,2017,34.1007,1,1,1,4,1,1,2,102.06
15714,193608,2017,28.2339,2,4,1,2,1,3,2,99.79
15715,193609,2017,27.2994,2,6,2,3,2,4,2,88.45
15716,193610,2017,20.7347,2,6,3,4,2,3,2,63.5
15717,193611,2017,25.1142,1,8,1,1,2,3,2,72.58
15718,193612,2017,19.7033,1,8,2,1,2,1,2,58.97
15719,193613,2017,25.2006,1,2,1,5,3,2,2,81.65
15720,193614,2017,21.9723,1,1,2,2,3,3,2,63.5
15721,193615,2017,18.4815,2,8,2,3,1,1,2,59.88
15722,193616,2017,23.6208,1,8,2,3,1,1,2,74.84
15723,193617,2017,28.6327,1,8,1,2,2,1,2,90.72
15724,193618,2017,20.3169,2,6,1,6,1,1,2,53.98
15725,193619,2017,22.4593,2,5,5,1,3,1,2,79.38
15726,193621,2017,21.9753,2,7,4,2,3,1,2,65.77
15727,193622,2017,21.4746,2,1,4,1,2,2,2,68.04
15728,193627,2017,23.1882,2,8,2,2,2,1,2,69.4
15729,193628,2017,21.3601,1,8,6,2,2,1,2,77.11
15730,193629,2017,30.7789,2,8,2,7,3,1,2,97.52
15731,193630,2017,23.4316,1,3,3,1,3,2,2,78.47
15732,193631,2017,17.3268,2,4,2,7,1,1,2,61.24
15733,193632,2017,25.7157,1,8,4,4,4,1,2,72.58
15734,193633,2017,18.6119,2,4,7,7,2,2,2,58.97
15735,193634,2017,20.0158,2,3,3,5,3,1,2,78.47
15736,193635,2017,19.7033,2,8,1,6,1,3,2,58.97
15737,193636,2017,28.7948,2,6,3,5,1,1,2,86.18
15738,193637,2017,21,2,6,4,7,1,1,2,68.04
15739,193638,2017,20.4408,1,8,5,5,2,1,2,62.6
15740,193639,2017,21.9753,2,1,3,4,1,4,2,65.77
15741,193640,2017,21.8671,2,6,7,2,3,2,2,74.84
15742,193641,2017,20.7581,2,5,4,6,1,1,2,65.77
15743,193642,2017,27.0895,1,7,5,5,2,1,2,90.72
15744,193643,2017,20.5878,1,8,2,2,3,1,2,63.05
15745,193644,2017,21.0311,2,5,1,5,2,1,2,60.78
15746,193645,2017,21.9753,1,8,2,1,1,4,2,65.77
15747,193646,2017,20.2994,1,4,6,7,3,1,2,65.77
15748,193648,2017,24.3372,1,8,1,3,1,1,2,77.11
15749,193649,2017,19.7766,1,8,3,3,2,4,2,66.23
15750,193650,2017,18.5143,2,3,3,4,1,4,2,56.7
15751,193651,2017,26.5228,1,5,6,7,3,1,2,79.38
15752,193652,2017,26.5228,1,2,3,2,2,1,2,79.38
15753,193653,2017,33.6447,1,3,6,3,1,1,2,106.6
15754,193654,2017,38.6536,1,3,5,4,2,3,2,122.47
15755,193655,2017,23.3242,2,4,5,4,3,4,2,63.5
15756,193656,2017,27.7673,1,4,2,3,2,1,2,92.99
15757,193657,2017,23.1015,1,3,4,6,1,4,2,81.65
15758,193658,2017,25.5778,1,7,2,4,1,2,2,87.54
15759,193659,2017,18.4815,2,8,1,5,1,1,2,59.88
15760,193660,2017,27.0895,2,1,3,6,1,1,2,90.72
15761,193661,2017,28.6327,2,4,2,5,2,1,2,90.72
15762,193662,2017,18.9615,1,8,2,2,2,1,2,63.5
15763,193663,2017,26.5675,1,8,3,3,2,4,2,93.9
15764,193664,2017,31.8313,2,6,1,5,2,3,2,106.6
15765,193665,2017,22.5834,2,3,1,1,2,2,2,67.59
15766,193666,2017,22.4986,2,8,1,7,2,2,2,63.5
15767,193667,2017,20.1868,2,2,4,2,2,2,2,63.96
15768,193668,2017,27.2812,2,7,3,4,3,3,2,81.65
15769,193669,2017,23.0255,1,8,6,7,1,1,2,77.11
15770,193670,2017,30.0988,1,8,6,2,3,1,2,97.52
15771,193671,2017,21.0663,2,8,5,3,1,1,2,78.47
15772,193672,2017,27.4671,1,8,1,1,3,3,2,79.38
15773,193673,2017,20.4048,1,8,3,1,2,1,2,58.97
15774,193674,2017,27.8026,2,3,5,4,2,2,2,78.47
15775,193675,2017,23.6208,2,1,1,1,2,2,2,74.84
15776,193676,2017,18.9584,2,1,1,1,1,1,2,58.06
15777,193677,2017,18.5143,2,1,7,7,4,3,2,56.7
15778,193678,2017,21,1,6,1,7,3,2,2,68.04
15779,193679,2017,19.5988,1,1,4,1,2,1,2,63.5
15780,193680,2017,19.5988,2,1,1,1,1,1,2,63.5
15781,193681,2017,23.7456,2,6,2,2,1,1,2,88.45
15782,193682,2017,17.1073,1,1,1,7,2,3,2,49.44
15783,193683,2017,24.4011,2,5,7,5,2,1,2,73.03
15784,193684,2017,22.9945,2,7,3,5,2,1,2,83.01
15785,193686,2017,21.8573,1,8,4,4,2,4,2,61.69
15786,193688,2017,37.7693,1,4,1,4,1,3,2,106.6
15787,193689,2017,23.7479,1,8,4,1,2,1,2,85.73
15788,193691,2017,26.9584,1,4,4,6,2,3,2,82.56
15789,193694,2017,23.6208,1,8,3,1,2,1,2,74.84
15790,193696,2017,18.9448,1,6,3,2,3,2,2,56.7
15791,193697,2017,37.7994,2,6,1,7,3,4,2,122.47
15792,193698,2017,18.8991,1,5,4,3,1,1,2,59.88
15793,193699,2017,40.5988,1,6,1,3,3,3,2,131.54
15794,193700,2017,27.4648,2,5,2,2,2,3,2,70.31
15795,193701,2017,30.8567,2,3,7,7,3,1,2,87.09
15796,193702,2017,21.5586,2,6,2,4,2,1,2,69.85
15797,193703,2017,25.2006,2,4,4,1,1,1,2,81.65
15798,193705,2017,16.8327,1,8,2,4,2,1,2,57.61
15799,193706,2017,28.6069,2,3,2,7,3,3,2,80.74
15800,193707,2017,25.059,2,8,4,1,2,4,2,83.92
15801,193708,2017,21.9723,1,6,1,4,1,4,2,63.5
15802,193709,2017,21.3407,1,5,7,7,2,1,2,56.7
15803,193710,2017,21.6609,2,8,1,5,1,3,2,62.6
15804,193711,2017,21.8395,1,7,3,6,3,1,2,70.76
15805,193712,2017,18.8991,2,8,3,4,2,3,2,59.88
15806,193713,2017,24.3811,1,8,1,4,2,3,2,81.65
15807,193714,2017,25.7643,2,8,3,4,2,4,2,77.11
15808,193716,2017,27.0185,1,2,3,4,3,1,2,87.54
15809,193718,2017,27.345,1,4,6,7,2,1,2,86.64
15810,193719,2017,21.9723,1,8,1,2,2,3,2,63.5
15811,193722,2017,19.6393,2,5,1,1,1,4,2,65.77
15812,193723,2017,19.6074,2,5,5,3,1,3,2,55.34
15813,193724,2017,19.0401,1,8,2,4,4,3,2,61.69
15814,193725,2017,37.6953,1,1,1,1,3,3,2,136.08
15815,193726,2017,23.2407,2,8,3,2,1,3,2,75.3
15816,193727,2017,19.3278,2,5,3,5,1,4,2,52.62
15817,193729,2017,20.7191,1,8,3,5,2,1,2,67.13
15818,193730,2017,23.5433,2,4,1,4,1,3,2,68.04
15819,193731,2017,20.7347,2,8,4,5,1,1,2,63.5
15820,193732,2017,27.0895,2,6,1,3,1,1,2,90.72
15821,193733,2017,22.9804,1,4,5,1,2,2,2,64.86
15822,193734,2017,26.3414,1,5,1,1,2,3,2,83.46
15823,193735,2017,35.3149,2,8,4,2,1,3,2,102.06
15824,193736,2017,21.9727,1,1,4,5,1,1,2,56.25
15825,193737,2017,30.3117,2,6,3,5,2,2,2,90.72
15826,193738,2017,29.157,2,2,3,5,2,4,2,99.79
15827,193739,2017,20.4048,2,6,2,3,2,1,2,58.97
15828,193740,2017,22.0789,1,4,3,4,3,1,2,73.94
15829,193741,2017,28.9003,1,4,7,7,3,1,2,104.33
15830,193742,2017,31.0662,2,1,7,7,3,1,2,98.43
15831,193743,2017,26.6612,1,2,1,4,3,1,2,81.65
15832,193744,2017,24.5878,2,2,1,2,2,1,2,75.3
15833,193746,2017,26.0573,2,7,1,5,7,3,2,82.56
15834,193747,2017,21.9723,1,8,1,7,2,3,2,63.5
15835,193748,2017,20.7581,1,1,1,5,2,1,2,65.77
15836,193749,2017,33.8619,2,8,4,2,3,3,2,113.4
15837,193750,2017,28.7006,2,6,4,3,1,1,2,92.99
15838,193751,2017,25.9012,2,6,3,1,1,1,2,83.92
15839,193752,2017,25.5069,1,7,2,4,1,1,2,92.08
15840,193753,2017,24.6529,2,8,1,5,2,3,2,82.56
15841,193754,2017,34.5522,2,1,3,1,3,3,2,97.52
15842,193755,2017,24.3832,1,7,3,4,2,1,2,86.18
15843,193756,2017,33.4959,2,8,3,3,3,3,2,100.25
15844,193757,2017,23.908,2,8,2,1,1,1,2,75.75
15845,193758,2017,25.059,2,3,1,4,1,1,2,83.92
15846,193759,2017,24.3287,1,8,4,4,2,3,2,70.31
15847,193760,2017,22.5401,2,8,1,5,1,3,2,73.03
15848,193761,2017,23.4787,2,7,6,5,2,3,2,74.39
15849,193763,2017,30.2077,1,8,5,5,1,1,2,95.71
15850,193765,2017,26.9522,1,6,5,6,3,1,2,95.26
15851,193766,2017,30.7994,1,6,7,7,2,1,2,99.79
15852,193767,2017,31.1053,1,1,1,1,1,3,2,95.26
15853,193768,2017,31.2082,2,5,4,4,3,2,2,98.88
15854,193769,2017,24.9917,1,3,3,1,2,3,2,68.04
15855,193770,2017,20.4922,2,6,3,4,3,3,2,55.79
15856,193771,2017,19.8796,1,8,3,1,2,3,2,64.41
15857,193772,2017,21.4746,2,7,1,1,1,3,2,68.04
15858,193773,2017,16.2531,2,3,1,7,1,1,2,54.43
15859,193775,2017,26.9522,1,5,2,2,2,4,2,95.26
15860,193776,2017,29.7978,2,5,2,1,1,1,2,99.79
15861,193778,2017,23.0255,2,8,1,1,3,3,2,77.11
15862,193779,2017,19.7033,1,8,7,6,3,3,2,58.97
15863,193780,2017,21.6978,1,8,2,6,3,3,2,61.24
15864,193781,2017,19.7033,2,5,2,3,2,3,2,58.97
15865,193782,2017,21.6728,1,6,4,5,2,2,2,72.58
15866,193784,2017,18.9012,2,2,1,1,1,1,2,61.24
15867,193785,2017,33.4325,2,8,2,4,3,1,2,96.62
15868,193787,2017,41.4727,1,2,2,1,3,2,2,127.01
15869,193789,2017,17.9198,1,8,1,2,2,3,2,58.06
15870,193791,2017,21.6602,2,8,3,1,3,3,2,58.97
15871,193792,2017,23.0988,2,8,5,7,1,3,2,74.84
15872,193793,2017,24.355,2,4,2,5,1,4,2,90.72
15873,193794,2017,31.661,1,3,3,4,3,2,2,89.36
15874,193795,2017,20.0117,2,6,4,5,3,4,2,68.49
15875,193796,2017,24.0138,2,8,2,2,1,1,2,69.4
15876,193797,2017,20.0918,1,8,4,7,3,1,2,74.84
15877,193798,2017,23.1053,2,3,2,2,1,4,2,70.76
15878,193799,2017,28.7748,2,1,1,1,1,2,2,91.17
15879,193800,2017,21.9753,1,7,4,3,2,2,2,65.77
15880,193801,2017,21.346,2,8,3,4,4,1,2,61.69
