,index,year,bmi,Vape Use,Physical Activity,Television,Electronic Devices,Grades,race,sex
11276,205663,2019,22.7537,1,2,2,2,1,1,2
11277,205665,2019,23.5185,2,1,1,1,1,1,2
11278,205666,2019,21.5017,2,1,1,1,1,4,2
11279,205667,2019,44.2922,2,1,1,1,1,1,2
11280,205669,2019,18.3287,1,1,1,1,1,1,2
11281,205671,2019,23.1015,2,4,1,4,1,1,2
11282,205673,2019,26.7706,1,2,3,2,1,1,2
11283,205675,2019,44.1371,2,1,1,1,1,2,2
11284,205680,2019,21.8451,2,1,1,1,1,1,2
11285,205681,2019,19.2169,2,1,1,1,1,1,2
11286,205682,2019,26.4866,2,1,1,1,1,1,2
11287,205684,2019,27.4671,1,1,1,1,1,2,2
11288,205685,2019,20.2487,1,1,1,1,1,2,2
11289,205688,2019,23.3242,2,1,1,1,1,2,2
11290,205689,2019,19.5527,2,1,1,1,1,1,2
11291,205691,2019,21.4759,2,2,3,2,1,1,2
11292,205692,2019,21.2809,1,1,1,1,2,1,2
11293,205693,2019,16.8264,2,1,1,1,1,1,2
11294,205694,2019,24.6436,2,1,1,1,1,2,2
11295,205695,2019,28.2526,2,3,2,3,1,2,2
11296,205696,2019,19.2391,2,1,1,1,1,3,2
11297,205697,2019,17.3576,2,1,1,1,1,1,2
11298,205700,2019,27.4024,2,1,1,1,1,2,2
11299,205701,2019,20.2487,2,1,1,1,1,3,2
11300,205703,2019,19.7407,2,1,1,1,1,4,2
11301,205704,2019,31.0761,2,1,1,1,1,3,2
11302,205705,2019,16.5878,1,1,1,1,1,1,2
11303,205706,2019,17.7188,2,1,1,1,1,4,2
11304,205707,2019,32.6575,1,1,1,1,1,1,2
11305,205709,2019,18.0964,1,1,1,1,1,4,2
11306,205710,2019,23.6996,2,1,1,1,2,1,2
11307,205711,2019,29.4912,2,1,1,1,2,1,2
11308,205712,2019,20.4863,2,1,1,1,1,2,2
11309,205713,2019,18.2006,1,1,1,1,1,1,2
11310,205715,2019,22.0458,1,1,1,1,1,4,2
11311,205717,2019,31.2353,2,1,1,1,1,2,2
11312,205718,2019,23.0988,2,1,1,1,1,2,2
11313,205720,2019,25.1142,1,1,1,1,1,3,2
11314,205721,2019,26.4632,1,1,1,1,1,1,2
11315,205722,2019,12.5988,1,1,1,1,1,1,2
11316,205723,2019,17.2664,6,1,1,1,1,3,2
11317,205724,2019,25.4759,1,1,1,1,1,3,2
11318,205726,2019,24.5878,1,1,1,1,1,4,2
11319,205727,2019,19.4931,2,1,1,1,1,1,2
11320,205728,2019,22.821,2,4,1,4,1,1,2
11321,205730,2019,20.4618,1,1,1,1,1,1,2
11322,205731,2019,18.1563,1,1,1,1,1,1,2
11323,205732,2019,16.6612,1,1,1,1,2,2,2
11324,205734,2019,22.6612,1,1,1,1,1,3,2
11325,205737,2019,26.5228,2,1,1,1,1,1,2
11326,205740,2019,22.1797,1,1,1,1,1,3,2
11327,205743,2019,20.1992,2,1,1,1,1,3,2
11328,205746,2019,25.7643,1,1,1,1,1,3,2
11329,205749,2019,19.448,2,1,1,1,1,3,2
11330,205751,2019,21.3754,2,1,1,1,1,3,2
11331,205752,2019,24.3287,1,1,1,1,1,4,2
11332,205756,2019,23.2284,1,1,1,1,1,3,2
11333,205758,2019,17.68,2,1,1,1,1,1,2
11334,205762,2019,15.4599,1,1,1,1,1,2,2
11335,205765,2019,20.3289,2,1,1,1,1,2,2
11336,205767,2019,15.6436,2,1,1,1,1,2,2
11337,205770,2019,17.9198,1,1,1,1,1,4,2
11338,205772,2019,20.5435,1,1,1,1,1,1,2
11339,205773,2019,16.6612,2,1,1,1,1,3,2
11340,205777,2019,21.4746,1,1,1,1,1,1,2
11341,205778,2019,25.2006,2,1,1,1,1,1,2
11342,205779,2019,30.3413,1,1,1,1,1,1,2
11343,205780,2019,21.2067,2,1,1,1,1,1,2
11344,205781,2019,32.2873,2,3,2,3,4,1,2
11345,205782,2019,18.6437,1,1,1,1,1,1,2
11346,205783,2019,21.5595,2,1,1,1,1,3,2
11347,205787,2019,16.1973,2,1,1,1,1,3,2
11348,205788,2019,25.4603,2,1,1,1,1,3,2
11349,205790,2019,31.4954,2,1,1,1,1,1,2
11350,205793,2019,20.0893,1,1,1,1,1,3,2
11351,205794,2019,24.1696,2,2,1,2,1,1,2
11352,205796,2019,27.5917,2,1,1,1,1,1,2
11353,205797,2019,18.4807,2,1,1,1,1,4,2
11354,205798,2019,25.92,2,1,1,1,1,3,2
11355,205799,2019,17.1967,2,2,1,2,1,1,2
11356,205800,2019,23.4787,4,1,1,1,1,3,2
11357,205801,2019,20.2906,2,1,1,1,2,4,2
11358,205802,2019,19.1589,1,1,1,1,1,3,2
11359,205803,2019,30.3117,1,2,1,2,1,3,2
11360,205806,2019,23.9477,1,1,1,1,1,3,2
11361,205809,2019,19.7751,1,4,1,4,1,3,2
11362,205810,2019,20.0417,1,1,1,1,1,1,2
11363,205812,2019,20.4048,2,1,1,1,1,2,2
11364,205814,2019,26.0562,2,1,1,1,1,1,2
11365,205815,2019,27.1702,2,1,1,1,1,2,2
11366,205816,2019,18.5143,2,2,2,2,6,3,2
11367,205817,2019,21.6728,2,3,1,3,1,3,2
11368,205818,2019,25.8962,2,1,1,1,1,3,2
11369,205820,2019,17.6088,2,3,3,3,1,1,2
11370,205821,2019,25.8255,2,1,1,1,1,2,2
11371,205823,2019,22.2171,2,1,1,1,1,1,2
11372,205824,2019,23.5433,2,1,1,1,1,2,2
11373,205825,2019,28.0,2,1,1,1,1,1,2
11374,205826,2019,20.4048,1,1,1,1,1,1,2
11375,205831,2019,22.191,2,1,1,1,1,2,2
11376,205833,2019,21.1788,2,1,1,1,1,1,2
11377,205834,2019,37.7736,2,1,1,1,1,1,2
11378,205835,2019,20.0417,2,1,1,1,2,1,2
11379,205836,2019,22.9075,2,1,1,1,2,4,2
11380,205837,2019,17.7731,1,1,1,1,1,2,2
11381,205839,2019,19.3676,2,1,1,1,1,2,2
11382,205840,2019,22.6021,2,1,1,1,1,3,2
11383,205841,2019,24.2559,1,2,1,2,1,1,2
11384,205842,2019,35.989,1,1,1,1,1,4,2
11385,205843,2019,23.2465,2,1,1,1,1,1,2
11386,205844,2019,20.4414,2,1,1,1,1,1,2
11387,205845,2019,27.5494,2,2,1,2,1,1,2
11388,205846,2019,35.6547,2,1,1,1,1,3,2
11389,205850,2019,17.179,2,1,1,1,1,2,2
11390,205851,2019,22.3251,2,1,1,1,5,2,2
11391,205852,2019,13.1065,2,1,1,1,2,2,2
11392,205853,2019,22.129,2,2,1,2,2,1,2
11393,205854,2019,27.2994,2,1,1,1,1,2,2
11394,205856,2019,20.8576,2,1,1,1,1,1,2
11395,205857,2019,30.0656,4,2,1,2,2,1,2
11396,205858,2019,19.7033,2,1,1,1,1,3,2
11397,205859,2019,34.0976,2,1,1,1,2,1,2
11398,205860,2019,20.0893,1,1,1,1,1,1,2
11399,205863,2019,18.3673,2,1,1,1,1,1,2
11400,205864,2019,21.4198,1,1,1,1,1,4,2
11401,205867,2019,22.333,1,1,1,1,1,4,2
11402,205868,2019,26.0401,2,1,1,1,1,2,2
11403,205870,2019,21.7006,2,1,1,1,1,3,2
11404,205871,2019,17.2664,1,1,1,1,1,4,2
11405,205872,2019,20.2994,2,1,1,1,1,2,2
11406,205873,2019,20.4618,1,1,1,1,1,1,2
11407,205874,2019,17.8955,2,1,1,1,2,4,2
11408,205875,2019,17.4759,1,1,1,1,1,1,2
11409,205876,2019,26.6593,2,3,1,3,1,3,2
11410,205877,2019,20.7191,2,1,1,1,1,2,2
11411,205878,2019,21.216,2,1,1,1,6,2,2
11412,205879,2019,19.7033,1,1,1,1,1,1,2
11413,205880,2019,26.6593,2,1,1,1,1,2,2
11414,205881,2019,17.2664,2,1,1,1,1,4,2
11415,205882,2019,21.5017,1,1,1,1,1,1,2
11416,205883,2019,20.2778,2,1,1,1,1,1,2
11417,205884,2019,21.9815,1,1,1,1,1,1,2
11418,205885,2019,21.6728,2,1,1,1,1,1,2
11419,205886,2019,24.5,1,1,1,1,1,1,2
11420,205887,2019,21.4697,2,1,1,1,1,1,2
11421,205888,2019,36.5074,1,2,1,2,1,2,2
11422,205890,2019,37.6605,2,1,1,1,1,1,2
11423,205891,2019,21.4746,1,1,1,1,1,1,2
11424,205892,2019,21.8255,2,1,1,1,1,1,2
11425,205893,2019,40.2078,2,1,1,1,1,1,2
11426,205894,2019,21.3325,2,4,1,4,1,4,2
11427,205895,2019,21.4746,2,1,1,1,1,2,2
11428,205897,2019,22.6021,2,1,1,1,3,4,2
11429,205898,2019,19.448,1,1,1,1,1,1,2
11430,205899,2019,23.2284,1,1,1,1,1,3,2
11431,205900,2019,28.2526,2,1,1,1,1,3,2
11432,205901,2019,22.4012,2,5,3,5,1,1,2
11433,205902,2019,32.9881,1,1,1,1,1,1,2
11434,205903,2019,20.0417,1,2,2,2,2,1,2
11435,205904,2019,31.3992,2,1,1,1,1,1,2
11436,205905,2019,33.4238,2,1,1,1,1,1,2
11437,205912,2019,17.7731,2,1,1,1,1,4,2
11438,205913,2019,21.6978,1,2,2,2,1,1,2
11439,205915,2019,20.5711,2,1,1,1,1,1,2
11440,205917,2019,18.8271,2,1,1,1,1,1,2
11441,205918,2019,19.7751,1,1,1,1,1,1,2
11442,205919,2019,21.1389,1,2,1,2,1,1,2
11443,205920,2019,20.4048,2,1,1,1,1,1,2
11444,205921,2019,28.6327,2,1,1,1,1,1,2
11445,205922,2019,35.2175,2,1,1,1,1,3,2
11446,205924,2019,17.4279,2,1,1,1,1,1,2
11447,205925,2019,31.391,1,1,1,1,2,3,2
11448,205926,2019,27.5494,1,2,1,2,1,3,2
11449,205927,2019,29.8573,2,1,1,1,1,3,2
11450,205930,2019,16.2939,2,1,1,1,1,2,2
11451,205932,2019,14.91,1,1,1,1,1,3,2
11452,205933,2019,18.6505,1,1,1,1,1,3,2
11453,205934,2019,18.8803,1,1,1,1,1,3,2
11454,205936,2019,27.4024,1,1,1,1,1,3,2
11455,205937,2019,21.6713,1,2,1,2,3,3,2
11456,205938,2019,19.3992,1,1,1,1,1,3,2
11457,205939,2019,19.9343,2,1,1,1,1,1,2
11458,205940,2019,25.5778,2,1,1,1,1,3,2
11459,205941,2019,22.821,1,1,1,1,1,3,2
11460,205942,2019,24.5,2,1,1,1,6,1,2
11461,205944,2019,33.3422,1,1,1,1,1,1,2
11462,205945,2019,18.8339,1,1,1,1,1,3,2
11463,205947,2019,24.7051,2,1,1,1,2,1,2
11464,205948,2019,18.8031,1,1,1,1,1,1,2
11465,205949,2019,37.1312,1,1,1,1,1,1,2
11466,205950,2019,24.2507,1,1,1,1,1,1,2
11467,205951,2019,21.2809,2,4,4,4,1,1,2
11468,205952,2019,18.0484,2,1,1,1,1,1,2
11469,205954,2019,25.1788,1,1,1,1,1,1,2
11470,205955,2019,25.4256,1,1,1,1,1,4,2
11471,205959,2019,19.8802,2,2,1,2,1,1,2
11472,205961,2019,22.0458,1,3,4,3,1,4,2
11473,205962,2019,27.3176,1,1,1,1,1,1,2
11474,205963,2019,31.5,1,1,1,1,1,3,2
11475,205964,2019,44.712,2,1,1,1,1,3,2
11476,205965,2019,18.2006,2,1,1,1,1,3,2
11477,205968,2019,35.7909,2,1,1,1,1,2,2
11478,205969,2019,22.7338,2,2,3,2,3,3,2
11479,205970,2019,20.0074,2,3,3,3,3,4,2
11480,205971,2019,28.125,1,1,1,1,1,3,2
11481,205972,2019,30.2907,2,1,1,1,1,2,2
11482,205973,2019,23.9239,2,1,1,1,1,3,2
11483,205974,2019,20.0454,1,1,1,1,4,1,2
11484,205975,2019,18.519,2,1,1,1,1,1,2
11485,205976,2019,21.4746,1,1,1,1,1,1,2
11486,205977,2019,17.8823,2,1,1,1,1,1,2
11487,205978,2019,21.4198,2,1,1,1,1,2,2
11488,205979,2019,28.8762,1,1,1,1,1,3,2
11489,205980,2019,19.285,1,1,1,1,1,3,2
11490,205981,2019,21.1903,1,1,1,1,1,1,2
11491,205982,2019,20.8611,1,1,1,1,1,3,2
11492,205983,2019,19.6194,1,1,1,1,1,2,2
11493,205984,2019,24.9917,2,4,1,4,1,3,2
11494,205986,2019,18.0332,2,1,1,1,1,2,2
11495,205987,2019,22.2171,2,1,1,1,1,3,2
11496,205988,2019,23.5433,1,1,1,1,1,4,2
11497,205989,2019,25.0709,1,1,1,1,1,3,2
11498,205990,2019,24.2507,2,2,3,2,1,3,2
11499,205991,2019,22.7338,2,1,1,1,1,3,2
11500,205992,2019,23.2407,1,1,1,1,5,2,2
11501,205993,2019,20.4709,1,1,1,1,1,1,2
11502,205995,2019,20.7347,2,1,1,1,1,3,2
11503,205996,2019,20.6594,1,1,1,1,1,3,2
11504,205999,2019,21.2169,1,1,1,1,1,2,2
11505,206000,2019,19.8802,6,1,1,1,1,1,2
11506,206002,2019,16.2939,2,1,1,1,1,1,2
11507,206003,2019,21.2169,1,1,1,1,1,1,2
11508,206004,2019,19.6393,2,2,2,2,4,1,2
11509,206005,2019,21.2067,1,1,1,1,1,1,2
11510,206006,2019,18.8339,2,2,2,2,2,4,2
11511,206008,2019,23.6208,2,1,1,1,4,3,2
11512,206009,2019,21.2067,2,1,1,1,1,1,2
11513,206010,2019,22.191,2,3,4,3,1,1,2
11514,206011,2019,24.5201,1,1,1,1,1,1,2
11515,206012,2019,19.7033,1,1,1,1,1,1,2
11516,206013,2019,22.5303,2,3,4,3,1,1,2
11517,206014,2019,23.7033,2,1,1,1,1,1,2
11518,206015,2019,28.4922,2,1,1,1,1,1,2
11519,206016,2019,24.3372,2,2,3,2,1,3,2
11520,206017,2019,17.0318,1,1,1,1,1,1,2
11521,206018,2019,18.3287,1,1,1,1,1,1,2
11522,206019,2019,25.7643,1,1,1,1,1,4,2
11523,206020,2019,20.2994,2,1,1,1,1,3,2
11524,206021,2019,21.0,2,2,1,2,2,3,2
11525,206022,2019,18.8757,2,1,1,1,1,1,2
11526,206024,2019,20.8264,2,1,1,1,1,1,2
11527,206025,2019,18.8757,2,1,1,1,1,1,2
11528,206026,2019,20.7191,1,1,1,1,4,2,2
11529,206027,2019,18.9012,2,2,1,2,1,1,2
11530,206028,2019,18.2866,2,3,4,3,3,1,2
11531,206029,2019,22.1204,2,1,1,1,2,3,2
11532,206030,2019,17.6088,1,2,1,2,1,1,2
11533,206031,2019,23.8568,2,1,1,1,1,1,2
11534,206032,2019,21.9753,2,1,1,1,1,1,2
11535,206033,2019,43.4799,2,2,1,2,1,3,2
11536,206034,2019,17.9355,1,1,1,1,1,1,2
11537,206035,2019,23.7438,2,1,1,1,1,1,2
11538,206036,2019,27.3207,2,1,1,1,1,1,2
11539,206037,2019,47.3959,2,3,4,3,1,1,2
11540,206039,2019,22.191,1,1,1,1,1,1,2
11541,206040,2019,30.3497,2,1,1,1,1,4,2
11542,206044,2019,18.9507,1,1,1,1,1,3,2
11543,206045,2019,16.2959,1,1,1,1,1,2,2
11544,206046,2019,25.6229,1,1,1,1,1,1,2
11545,206047,2019,19.3284,2,3,1,3,1,1,2
11546,206049,2019,19.7033,2,1,1,1,1,2,2
11547,206050,2019,23.8237,1,1,1,1,1,2,2
11548,206053,2019,17.9989,2,3,1,3,1,1,2
11549,206054,2019,18.9615,1,1,1,1,1,1,2
11550,206055,2019,23.0988,2,1,1,1,1,3,2
11551,206056,2019,17.7731,2,4,2,4,1,1,2
11552,206057,2019,21.0311,1,1,1,1,1,1,2
11553,206058,2019,21.8671,1,1,1,1,1,2,2
11554,206059,2019,23.0621,2,2,1,2,6,3,2
11555,206060,2019,19.0952,2,1,1,1,1,4,2
11556,206063,2019,22.7578,1,1,1,1,1,1,2
11557,206064,2019,21.92,2,1,1,1,1,3,2
11558,206065,2019,19.9967,2,1,1,1,1,3,2
11559,206066,2019,32.5838,2,1,1,1,1,3,2
11560,206068,2019,19.7033,2,1,1,1,1,1,2
11561,206070,2019,30.6267,2,1,1,1,1,2,2
11562,206073,2019,21.1293,1,3,3,3,1,1,2
11563,206074,2019,20.2906,2,2,1,2,1,3,2
11564,206076,2019,17.0725,2,1,1,1,1,4,2
11565,206077,2019,17.3242,1,2,1,2,1,1,2
11566,206078,2019,18.9448,1,1,1,1,1,2,2
11567,206079,2019,20.8754,1,1,1,1,1,4,2
11568,206080,2019,18.8339,2,1,1,1,1,2,2
11569,206081,2019,22.3251,1,1,1,1,1,3,2
11570,206082,2019,15.4012,1,1,1,1,1,1,2
11571,206083,2019,22.1484,2,1,1,1,1,3,2
11572,206084,2019,27.8335,2,1,1,1,1,3,2
11573,206085,2019,23.7994,1,1,1,1,1,2,2
11574,206086,2019,20.4408,2,1,1,1,1,1,2
11575,206088,2019,18.2006,2,4,5,4,1,1,2
11576,206090,2019,33.3257,1,1,1,1,1,1,2
11577,206091,2019,22.4782,2,3,1,3,3,4,2
11578,206092,2019,18.5143,1,1,1,1,1,2,2
11579,206093,2019,20.7347,1,1,1,1,1,2,2
11580,206095,2019,27.4024,2,2,1,2,1,3,2
11581,206096,2019,20.3171,1,2,1,2,1,1,2
11582,206097,2019,25.7701,2,2,1,2,1,3,2
11583,206098,2019,20.6626,1,1,1,1,1,1,2
11584,206099,2019,21.9753,2,2,1,2,1,2,2
11585,206100,2019,29.12,2,1,1,1,1,2,2
11586,206101,2019,16.0647,1,1,1,1,1,2,2
11587,206102,2019,21.1293,2,4,3,4,2,3,2
11588,206103,2019,19.7576,1,1,1,1,1,1,2
11589,206105,2019,27.5853,1,1,1,1,1,1,2
11590,206106,2019,19.7576,2,1,1,1,1,2,2
11591,206107,2019,26.9158,1,1,1,1,1,1,2
11592,206108,2019,26.8178,2,1,1,1,1,4,2
11593,206110,2019,21.1747,2,1,1,1,1,1,2
11594,206112,2019,20.5353,2,1,1,1,1,1,2
11595,206114,2019,19.0952,1,1,1,1,1,1,2
11596,206115,2019,25.1142,2,1,1,1,1,1,2
11597,206118,2019,25.7701,6,7,7,7,1,3,2
11598,206119,2019,22.2171,2,1,1,1,1,1,2
11599,206121,2019,17.2776,1,1,1,1,1,2,2
11600,206122,2019,29.9352,1,1,1,1,1,2,2
11601,206123,2019,21.4746,2,1,1,1,1,2,2
11602,206124,2019,35.4863,2,3,4,3,2,2,2
11603,206125,2019,23.5433,1,1,1,1,1,2,2
11604,206128,2019,17.7731,2,1,1,1,1,2,2
11605,206131,2019,23.6584,1,1,1,1,1,3,2
11606,206134,2019,23.8581,2,1,1,1,1,4,2
11607,206135,2019,25.6088,1,1,1,1,1,1,2
11608,206136,2019,19.0952,1,1,1,1,1,1,2
11609,206137,2019,28.3516,1,1,1,1,1,1,2
11610,206138,2019,16.2939,2,1,1,1,1,3,2
11611,206139,2019,20.3171,1,1,1,1,1,1,2
11612,206141,2019,30.7789,6,1,1,1,1,4,2
11613,206142,2019,24.8448,2,1,1,1,1,1,2
11614,206143,2019,24.3811,2,1,1,1,1,3,2
11615,206144,2019,25.3148,2,4,4,4,2,1,2
11616,206145,2019,20.8936,2,4,3,4,1,1,2
11617,206146,2019,22.0458,1,1,1,1,1,1,2
11618,206147,2019,21.9753,1,1,1,1,1,3,2
11619,206148,2019,21.2667,2,1,1,1,1,1,2
11620,206151,2019,19.4464,1,1,1,1,1,4,2
11621,206152,2019,18.3401,2,4,1,4,1,1,2
11622,206153,2019,23.6996,2,1,1,1,1,1,2
11623,206156,2019,29.2492,1,1,1,1,1,2,2
11624,206157,2019,20.4048,2,2,1,2,1,1,2
11625,206158,2019,18.6612,2,1,1,1,1,3,2
11626,206159,2019,24.3372,1,1,1,1,1,1,2
11627,206160,2019,27.9656,2,1,1,1,1,1,2
11628,206161,2019,44.7314,1,1,1,1,1,1,2
11629,206163,2019,17.5,1,1,1,1,1,4,2
11630,206165,2019,24.3372,1,1,1,1,1,4,2
11631,206166,2019,21.2169,1,1,1,1,1,4,2
11632,206169,2019,21.0311,2,1,1,1,1,3,2
11633,206170,2019,15.9143,1,1,1,1,1,1,2
11634,206172,2019,18.2866,1,1,1,1,1,1,2
11635,206173,2019,17.8823,2,1,1,1,1,1,2
11636,206174,2019,29.5291,1,2,1,2,1,3,2
11637,206176,2019,19.6124,1,1,1,1,1,1,2
11638,206177,2019,26.2111,2,1,1,1,1,3,2
11639,206178,2019,25.7157,1,1,1,1,2,1,2
11640,206179,2019,20.8264,2,1,1,1,1,1,2
11641,206180,2019,27.2812,2,1,1,1,1,3,2
11642,206181,2019,21.5349,1,1,1,1,1,3,2
11643,206182,2019,21.3407,2,1,1,1,1,3,2
11644,206183,2019,19.285,2,2,1,2,2,1,2
11645,206184,2019,23.3029,2,1,1,1,1,1,2
11646,206185,2019,15.4931,1,1,1,1,1,1,2
11647,206186,2019,18.6119,2,1,1,1,1,4,2
11648,206188,2019,20.0074,2,1,1,1,1,3,2
11649,206189,2019,22.9075,2,1,1,1,1,1,2
11650,206195,2019,26.321,2,1,1,1,1,1,2
11651,206196,2019,19.6393,2,1,1,1,4,2,2
11652,206198,2019,23.4787,1,1,1,1,1,4,2
11653,206199,2019,29.7336,1,1,1,1,2,3,2
11654,206202,2019,19.5527,1,1,1,1,1,4,2
11655,206203,2019,21.9753,2,1,1,1,3,1,2
11656,206204,2019,37.0286,2,1,1,1,1,2,2
11657,206205,2019,36.5264,1,1,1,1,1,2,2
11658,206207,2019,23.7963,2,1,1,1,1,2,2
11659,206209,2019,25.4815,1,1,1,1,1,1,2
11660,206214,2019,24.589,2,1,1,1,1,2,2
11661,206220,2019,23.6996,1,1,1,1,1,1,2
11662,206222,2019,20.6612,1,1,1,1,1,3,2
11663,206223,2019,21.2067,2,1,1,1,1,1,2
11664,206229,2019,16.8849,2,1,1,1,1,4,2
11665,206233,2019,19.9298,1,1,1,1,1,3,2
11666,206237,2019,25.1595,2,1,1,1,1,3,2
11667,206239,2019,20.0234,2,1,1,1,1,4,2
11668,206243,2019,19.2555,2,1,1,1,1,4,2
11669,206247,2019,25.0537,2,1,1,1,1,1,2
11670,206248,2019,19.5496,2,1,1,1,1,3,2
11671,206249,2019,21.4759,1,1,1,1,1,3,2
11672,206252,2019,19.8532,2,1,1,1,1,4,2
11673,206255,2019,17.179,1,1,1,1,1,1,2
11674,206257,2019,18.9723,2,1,1,1,1,3,2
11675,206258,2019,26.5069,1,1,1,1,1,1,2
11676,206261,2019,18.4807,2,1,1,1,1,2,2
11677,206265,2019,20.8936,2,1,1,1,1,2,2
11678,206266,2019,18.8339,1,1,1,1,1,1,2
11679,206268,2019,19.1589,2,5,2,5,1,1,2
11680,206270,2019,23.9,1,1,1,1,1,3,2
11681,206271,2019,21.2169,2,1,1,1,1,1,2
11682,206272,2019,24.355,2,1,1,1,1,1,2
11683,206274,2019,17.6088,2,1,1,1,1,1,2
11684,206275,2019,22.8698,2,2,1,2,1,1,2
11685,206276,2019,17.2664,1,1,1,1,1,1,2
11686,206278,2019,25.7701,1,1,1,1,1,1,2
11687,206279,2019,27.3612,1,1,1,1,1,1,2
11688,206280,2019,18.5553,2,1,1,1,1,1,2
11689,206281,2019,29.5401,2,4,5,4,4,3,2
11690,206282,2019,18.9448,1,1,1,1,1,1,2
11691,206283,2019,20.4048,1,1,1,1,1,1,2
11692,206284,2019,22.7578,2,1,1,1,1,4,2
11693,206285,2019,20.0454,2,1,1,1,1,4,2
11694,206286,2019,21.1903,2,1,1,1,1,1,2
11695,206287,2019,17.3611,1,1,1,1,1,1,2
11696,206288,2019,23.3242,1,1,1,1,1,1,2
11697,206289,2019,22.129,2,1,1,1,3,4,2
11698,206290,2019,23.5185,2,1,1,1,2,1,2
11699,206291,2019,21.7731,2,1,1,1,1,1,2
11700,206293,2019,17.8955,1,1,1,1,1,1,2
11701,206294,2019,20.995,2,1,1,1,1,1,2
11702,206295,2019,20.0074,2,1,1,1,1,1,2
11703,206297,2019,30.0656,1,1,1,1,1,1,2
11704,206298,2019,19.7033,2,1,1,1,1,1,2
11705,206299,2019,21.2067,2,2,1,2,1,1,2
11706,206300,2019,21.2067,1,1,1,1,1,1,2
11707,206301,2019,19.9967,2,2,3,2,1,1,2
11708,206303,2019,20.7581,2,1,1,1,1,3,2
11709,206304,2019,24.5201,2,1,1,1,1,1,2
11710,206305,2019,21.0859,2,1,1,1,1,1,2
11711,206306,2019,23.6996,2,1,1,1,1,1,2
11712,206307,2019,22.6177,2,1,1,1,1,1,2
11713,206308,2019,23.0255,2,1,1,1,1,1,2
11714,206309,2019,25.8962,2,3,1,3,2,1,2
11715,206310,2019,23.6208,2,1,1,1,1,2,2
11716,206311,2019,27.5917,2,1,1,1,1,1,2
11717,206312,2019,21.1903,1,1,1,1,1,1,2
11718,206313,2019,22.0167,2,2,2,2,1,1,2
11719,206316,2019,20.4048,2,1,1,1,1,1,2
11720,206317,2019,20.5804,1,1,1,1,1,1,2
11721,206319,2019,23.9414,1,1,1,1,1,2,2
11722,206320,2019,21.9889,2,1,1,1,1,1,2
11723,206321,2019,22.4012,2,1,1,1,1,1,2
11724,206322,2019,20.8936,2,3,1,3,1,3,2
11725,206323,2019,24.5,2,2,1,2,1,1,2
11726,206324,2019,22.7338,2,1,1,1,1,1,2
11727,206325,2019,37.7994,1,1,1,1,1,1,2
11728,206327,2019,35.0095,2,1,1,1,1,1,2
11729,206328,2019,24.3811,2,1,1,1,1,1,2
11730,206329,2019,26.4866,2,1,1,1,1,1,2
11731,206330,2019,32.2936,1,1,1,1,1,1,2
11732,206331,2019,19.6194,1,1,1,1,1,1,2
11733,206332,2019,24.2507,2,5,6,5,1,1,2
11734,206333,2019,30.0656,1,1,1,1,1,1,2
11735,206334,2019,17.6083,1,1,1,1,1,1,2
11736,206336,2019,24.4376,2,2,3,2,1,1,2
11737,206337,2019,33.8619,2,4,4,4,1,3,2
11738,206338,2019,23.7994,2,1,1,1,3,1,2
11739,206339,2019,21.5349,1,1,1,1,1,1,2
11740,206340,2019,18.2866,2,1,1,1,1,1,2
11741,206341,2019,28.9815,1,1,1,1,1,1,2
11742,206344,2019,16.481,2,5,4,5,2,1,2
11743,206345,2019,37.8897,2,2,1,2,1,1,2
11744,206348,2019,16.1661,1,1,1,1,1,4,2
11745,206349,2019,27.1589,1,1,1,1,1,4,2
11746,206350,2019,24.5453,2,1,1,1,1,2,2
11747,206351,2019,22.2171,2,1,1,1,1,1,2
11748,206353,2019,20.7197,2,6,4,6,1,1,2
11749,206356,2019,22.0745,3,1,1,1,1,1,2
11750,206358,2019,17.8934,2,2,1,2,1,1,2
11751,206359,2019,30.5343,1,1,1,1,1,1,2
11752,206360,2019,18.9012,2,2,2,2,1,1,2
11753,206364,2019,20.8611,2,1,1,1,2,4,2
11754,206366,2019,20.3289,1,1,1,1,1,1,2
11755,206367,2019,22.0219,2,1,1,1,1,1,2
11756,206368,2019,18.9012,2,1,1,1,1,1,2
11757,206371,2019,21.9723,2,2,1,2,2,4,2
11758,206372,2019,19.3233,1,1,1,1,1,4,2
11759,206373,2019,16.0333,1,1,1,1,1,1,2
11760,206374,2019,17.8927,1,1,1,1,1,1,2
11761,206375,2019,28.7139,3,2,1,2,6,1,2
11762,206376,2019,24.1696,1,2,1,2,2,4,2
11763,206377,2019,20.0417,2,1,1,1,1,1,2
11764,206378,2019,21.9753,2,2,1,2,1,1,2
11765,206381,2019,26.6612,1,1,1,1,1,1,2
11766,206383,2019,31.1053,2,1,1,1,1,3,2
11767,206386,2019,19.1589,2,1,1,1,1,1,2
11768,206387,2019,30.3117,2,1,1,1,1,3,2
11769,206389,2019,41.6529,2,1,1,1,1,3,2
11770,206390,2019,24.9114,2,1,1,1,2,3,2
11771,206391,2019,18.2006,2,1,1,1,1,2,2
11772,206392,2019,15.847,2,1,1,1,1,3,2
11773,206393,2019,21.6728,2,2,1,2,1,1,2
11774,206397,2019,23.7438,2,4,3,4,3,4,2
