,index,year,bmi,Vape Use,Physical Activity,Television,Electronic Devices,Grades,race,sex
0,189025,2017,23.8568,2,1,1,1,1,1,2
1,189027,2017,20.5889,2,1,1,1,1,3,2
2,189034,2017,24.3287,2,1,1,1,1,3,2
3,189059,2017,21.793,1,1,1,1,1,1,2
4,189060,2017,21.5209,2,1,1,1,1,3,2
5,189062,2017,32.5062,1,1,1,1,3,3,2
6,189069,2017,31.8287,1,1,1,1,1,2,2
7,189070,2017,24.7347,1,1,1,1,1,2,2
8,189071,2017,19.1488,2,1,1,1,1,2,2
9,189077,2017,19.8274,1,1,1,1,1,1,2
10,189080,2017,20.4408,1,1,1,1,1,2,2
11,189081,2017,25.0537,1,1,1,1,1,3,2
12,189083,2017,20.7581,2,1,1,1,1,3,2
13,189086,2017,21.9753,1,1,1,1,1,4,2
14,189087,2017,25.059,2,1,1,1,1,1,2
15,189089,2017,20.4408,1,1,1,1,1,3,2
16,189090,2017,27.3176,2,1,1,1,1,3,2
17,189091,2017,21.4746,2,1,1,1,1,2,2
18,189092,2017,21.1611,1,1,1,1,1,1,2
19,189094,2017,26.8408,2,1,1,1,1,2,2
20,189095,2017,18.7945,1,1,1,1,1,1,2
21,189097,2017,20.8264,3,1,1,1,1,1,2
22,189098,2017,27.6406,1,1,1,1,1,2,2
23,189101,2017,16.8033,1,1,1,1,1,1,2
24,189102,2017,19.3992,1,1,1,1,1,4,2
25,189103,2017,24.6244,1,1,1,1,1,4,2
26,189104,2017,22.6647,2,1,1,1,1,1,2
27,189105,2017,23.908,1,1,1,1,1,1,2
28,189107,2017,19.7033,1,1,1,1,1,3,2
29,189108,2017,23.1915,2,1,1,1,1,1,2
30,189109,2017,16.4766,1,1,1,1,1,3,2
31,189110,2017,34.9325,2,2,1,2,1,3,2
32,189114,2017,21.0318,1,1,1,1,1,2,2
33,189118,2017,18.3287,2,1,1,1,1,2,2
34,189120,2017,22.7537,2,1,1,1,1,1,2
35,189121,2017,17.737,1,1,1,1,1,1,2
36,189122,2017,19.9927,2,1,1,1,1,2,2
37,189123,2017,21.2617,1,2,1,2,1,4,2
38,189125,2017,18.25,2,1,1,1,1,3,2
39,189126,2017,21.9945,2,1,1,1,1,3,2
40,189127,2017,20.9917,2,1,1,1,1,2,2
41,189128,2017,34.5917,1,1,1,1,1,2,2
42,189131,2017,19.6194,2,2,1,2,1,3,2
43,189132,2017,17.6602,1,1,1,1,1,1,2
44,189134,2017,24.9844,1,1,1,1,3,1,2
45,189135,2017,23.0255,2,2,1,2,1,1,2
46,189136,2017,18.9511,2,2,1,2,2,4,2
47,189137,2017,20.7581,2,1,1,1,1,1,2
48,189141,2017,20.7347,2,2,1,2,1,1,2
49,189145,2017,28.1404,1,1,1,1,1,1,2
50,189146,2017,20.4618,2,1,1,1,1,1,2
51,189147,2017,17.8805,2,1,1,1,1,2,2
52,189149,2017,21.216,1,1,1,1,1,1,2
53,189150,2017,20.1438,1,1,1,1,1,4,2
54,189151,2017,18.1864,1,1,1,1,1,1,2
55,189152,2017,19.3284,1,1,1,1,1,1,2
56,189153,2017,30.5343,2,1,1,1,1,1,2
57,189154,2017,17.7731,2,1,1,1,1,1,2
58,189156,2017,16.7994,1,1,1,1,1,1,2
59,189158,2017,22.0702,1,1,1,1,1,2,2
60,189160,2017,18.6408,2,1,1,1,1,1,2
61,189161,2017,19.8802,1,1,1,1,1,1,2
62,189162,2017,19.9927,1,1,1,1,1,1,2
63,189163,2017,18.7813,2,1,1,1,2,4,2
64,189164,2017,23.2465,2,1,1,1,1,1,2
65,189165,2017,22.2687,2,1,1,1,1,4,2
66,189166,2017,14.5952,1,1,1,1,1,3,2
67,189167,2017,17.8955,2,1,1,1,1,1,2
68,189169,2017,17.4949,1,1,1,1,1,1,2
69,189170,2017,27.1275,1,1,1,1,1,1,2
70,189171,2017,23.3882,1,1,1,1,1,3,2
71,189172,2017,23.6584,1,1,1,1,1,4,2
72,189173,2017,20.4048,1,1,1,1,1,1,2
73,189175,2017,15.4141,1,1,1,1,1,3,2
74,189176,2017,17.2989,1,1,1,1,1,3,2
75,189177,2017,31.4918,2,2,1,2,1,1,2
76,189178,2017,33.3257,2,1,1,1,1,1,2
77,189180,2017,19.3992,1,1,1,1,1,3,2
78,189181,2017,25.8962,1,1,1,1,1,3,2
79,189182,2017,21.9723,2,1,1,1,1,3,2
80,189183,2017,18.1827,1,2,3,2,1,4,2
81,189184,2017,21.9753,1,1,1,1,1,1,2
82,189186,2017,17.3268,1,1,1,1,1,2,2
83,189187,2017,17.2989,1,1,1,1,1,3,2
84,189188,2017,24.1579,1,1,1,1,1,3,2
85,189189,2017,18.0484,2,1,1,1,1,1,2
86,189190,2017,21.6978,2,1,1,1,1,3,2
87,189192,2017,27.4024,2,2,1,2,1,3,2
88,189194,2017,21.4011,2,1,1,1,1,2,2
89,189195,2017,21.8395,1,1,1,1,1,1,2
90,189196,2017,17.0351,1,1,1,1,1,4,2
91,189197,2017,22.1598,1,1,1,1,1,4,2
92,189198,2017,22.9584,2,1,1,1,1,1,2
93,189199,2017,25.7701,1,1,1,1,1,3,2
94,189200,2017,18.1563,2,1,1,1,1,1,2
95,189201,2017,21.0,1,2,1,2,1,1,2
96,189202,2017,20.8754,1,1,1,1,1,1,2
97,189203,2017,30.3117,2,1,1,1,1,1,2
98,189204,2017,18.2076,1,1,1,1,1,3,2
99,189205,2017,19.2489,1,1,1,1,1,3,2
100,189206,2017,25.7405,1,1,1,1,1,3,2
101,189207,2017,26.1207,2,1,1,1,1,3,2
102,189208,2017,25.8255,1,1,1,1,1,1,2
103,189210,2017,38.3608,2,1,1,1,1,4,2
104,189212,2017,17.9989,2,1,1,1,1,3,2
105,189213,2017,17.6679,2,1,1,1,1,3,2
106,189214,2017,24.7544,2,3,2,3,1,3,2
107,189215,2017,26.5228,2,1,1,1,1,3,2
108,189217,2017,15.1692,2,1,1,1,1,2,2
109,189220,2017,21.329,1,1,1,1,1,1,2
110,189222,2017,17.8506,1,1,1,1,1,1,2
111,189224,2017,30.5343,2,1,1,1,1,2,2
112,189225,2017,26.4904,2,4,5,4,3,3,2
113,189226,2017,20.6161,1,1,1,1,1,2,2
114,189228,2017,17.9233,1,1,1,1,1,1,2
115,189231,2017,25.059,2,1,1,1,1,1,2
116,189232,2017,20.6121,2,1,1,1,1,2,2
117,189233,2017,20.4863,1,1,1,1,1,4,2
118,189235,2017,13.8871,1,1,1,1,1,1,2
119,189237,2017,21.6978,2,1,1,1,1,1,2
120,189238,2017,23.5547,1,1,1,1,1,4,2
121,189239,2017,24.2666,1,1,1,1,1,4,2
122,189240,2017,29.8203,2,1,1,1,2,1,2
123,189241,2017,19.7033,2,1,1,1,1,1,2
124,189242,2017,18.3673,2,2,1,2,1,1,2
125,189244,2017,17.3694,1,1,1,1,1,1,2
126,189245,2017,17.8394,1,1,1,1,1,2,2
127,189246,2017,22.3391,2,1,1,1,1,2,2
128,189250,2017,24.1071,2,2,1,2,1,1,2
129,189251,2017,23.699,1,1,1,1,1,3,2
130,189252,2017,17.8292,2,1,1,1,1,2,2
131,189253,2017,22.0702,2,1,1,1,1,4,2
132,189254,2017,18.4807,1,1,1,1,3,2,2
133,189255,2017,19.2391,1,3,2,3,1,2,2
134,189256,2017,31.5,1,1,1,1,1,3,2
135,189257,2017,25.1804,2,1,1,1,1,2,2
136,189258,2017,32.2375,2,1,1,1,1,2,2
137,189261,2017,18.9626,2,1,1,1,1,2,2
138,189263,2017,20.5606,4,1,1,1,1,1,2
139,189264,2017,18.3401,1,1,1,1,1,3,2
140,189265,2017,22.679,1,1,1,1,1,1,2
141,189266,2017,22.9075,1,1,1,1,1,4,2
142,189267,2017,20.8264,2,1,1,1,1,1,2
143,189269,2017,20.4048,2,1,1,1,1,2,2
144,189270,2017,24.1579,2,1,1,1,1,1,2
145,189272,2017,17.179,2,1,1,1,4,1,2
146,189275,2017,26.5988,1,1,1,1,1,1,2
147,189276,2017,23.5433,1,1,1,1,1,1,2
148,189277,2017,26.3724,1,1,1,1,1,3,2
149,189281,2017,20.6155,1,1,1,1,1,1,2
150,189282,2017,18.519,1,1,1,1,1,1,2
151,189283,2017,16.2531,2,1,1,1,2,1,2
152,189284,2017,30.1607,2,1,1,1,1,1,2
153,189285,2017,23.0379,1,1,1,1,1,1,2
154,189286,2017,18.3287,1,1,1,1,1,2,2
155,189287,2017,23.7847,1,1,1,1,1,3,2
156,189288,2017,28.1579,6,1,1,1,1,3,2
157,189289,2017,21.2169,2,1,1,1,1,1,2
158,189290,2017,30.6369,1,1,1,1,1,3,2
159,189292,2017,18.0484,1,1,1,1,1,1,2
160,189293,2017,19.8274,1,1,1,1,1,2,2
161,189294,2017,19.1053,1,1,1,1,1,1,2
162,189295,2017,14.8114,1,1,1,1,1,2,2
163,189297,2017,21.3407,1,1,1,1,1,3,2
164,189299,2017,24.5412,1,1,1,1,1,3,2
165,189303,2017,19.5527,2,3,3,3,1,3,2
166,189304,2017,19.179,1,2,1,2,1,3,2
167,189305,2017,17.179,1,1,1,1,1,1,2
168,189307,2017,27.1998,1,1,1,1,1,4,2
169,189308,2017,17.2301,2,1,1,1,1,1,2
170,189310,2017,18.4807,1,1,1,1,1,1,2
171,189313,2017,19.6194,1,1,1,1,1,4,2
172,189314,2017,16.0714,1,1,1,1,1,4,2
173,189315,2017,18.9448,1,1,1,1,1,1,2
174,189317,2017,19.6194,2,1,1,1,1,3,2
175,189318,2017,17.3576,2,1,1,1,2,3,2
176,189319,2017,25.8255,2,2,1,2,1,3,2
177,189320,2017,18.3247,1,1,1,1,1,1,2
178,189321,2017,33.3223,1,1,1,1,1,3,2
179,189322,2017,21.6832,1,1,1,1,1,4,2
180,189323,2017,20.09,2,1,1,1,1,3,2
181,189324,2017,22.9599,1,1,1,1,1,3,2
182,189325,2017,27.6406,1,1,1,1,1,3,2
183,189326,2017,19.7033,1,5,6,5,1,1,2
184,189327,2017,20.4048,1,1,1,1,1,3,2
185,189328,2017,18.9448,2,1,1,1,1,3,2
186,189329,2017,16.4626,1,1,1,1,1,4,2
187,189330,2017,21.7731,2,1,1,1,1,1,2
188,189331,2017,28.5845,1,4,1,4,1,1,2
189,189332,2017,25.0255,1,2,1,2,1,2,2
190,189333,2017,23.908,2,5,1,5,1,1,2
191,189334,2017,22.8763,2,1,1,1,1,3,2
192,189336,2017,18.7716,2,1,1,1,1,1,2
193,189337,2017,18.9626,2,2,1,2,1,1,2
194,189338,2017,25.614,1,1,1,1,1,3,2
195,189339,2017,25.1142,2,1,1,1,1,1,2
196,189340,2017,22.7578,2,1,1,1,1,1,2
197,189342,2017,46.1453,1,1,1,1,1,2,2
198,189344,2017,20.8264,2,1,1,1,1,3,2
199,189346,2017,20.4117,2,1,1,1,1,1,2
200,189348,2017,18.8031,2,1,1,1,1,1,2
201,189349,2017,22.195,1,1,1,1,1,3,2
202,189350,2017,21.6166,1,1,1,1,1,4,2
203,189353,2017,20.9063,2,1,1,1,2,3,2
204,189354,2017,19.8802,1,1,1,1,1,2,2
205,189355,2017,31.0802,2,1,1,1,1,3,2
206,189356,2017,22.3644,2,1,1,1,1,3,2
207,189358,2017,20.375,1,1,1,1,1,2,2
208,189359,2017,23.6208,2,1,1,1,1,2,2
209,189360,2017,17.8945,2,1,1,1,1,1,2
210,189361,2017,19.8438,2,1,1,1,1,3,2
211,189364,2017,13.2891,2,6,3,6,6,3,2
212,189366,2017,31.8272,1,1,1,1,1,3,2
213,189368,2017,19.448,2,1,1,1,1,1,2
214,189369,2017,18.2171,2,7,7,7,6,2,2
215,189370,2017,25.4815,2,1,1,1,1,1,2
216,189371,2017,22.9075,2,1,1,1,1,3,2
217,189372,2017,57.8586,1,1,1,1,1,1,2
218,189375,2017,20.1605,2,1,1,1,1,2,2
219,189376,2017,18.7813,2,1,1,1,1,1,2
220,189377,2017,25.1142,2,1,1,1,1,2,2
221,189378,2017,16.5605,2,1,1,1,1,3,2
222,189379,2017,20.4048,2,1,1,1,1,1,2
223,189380,2017,25.1142,2,1,1,1,1,2,2
224,189381,2017,22.2794,2,1,1,1,1,1,2
225,189382,2017,25.8962,2,1,1,1,2,2,2
226,189383,2017,34.1007,1,1,1,1,1,4,2
227,189384,2017,21.216,2,1,1,1,1,2,2
228,189387,2017,16.1187,2,2,1,2,1,2,2
229,189388,2017,19.3284,1,1,1,1,1,1,2
230,189389,2017,37.2238,2,1,1,1,1,2,2
231,189390,2017,18.6408,2,1,1,1,1,1,2
232,189391,2017,21.0318,1,1,1,1,1,2,2
233,189392,2017,23.0988,2,1,1,1,1,1,2
234,189393,2017,24.8555,2,1,1,1,1,1,2
235,189394,2017,17.0725,1,1,1,1,1,3,2
236,189396,2017,34.4602,1,1,1,1,1,4,2
237,189397,2017,18.6593,1,1,1,1,1,3,2
238,189398,2017,19.6194,1,1,1,1,1,1,2
239,189401,2017,19.9967,2,1,1,1,1,1,2
240,189402,2017,25.8962,1,1,1,1,1,1,2
241,189403,2017,19.1488,1,1,1,1,1,1,2
242,189404,2017,19.7669,1,1,1,1,1,1,2
243,189405,2017,30.7994,2,1,1,1,1,4,2
244,189407,2017,19.9967,2,1,1,1,1,1,2
245,189408,2017,27.7673,2,1,1,1,2,3,2
246,189409,2017,28.7948,2,2,1,2,1,2,2
247,189410,2017,32.4183,1,1,1,1,1,1,2
248,189411,2017,19.285,1,1,1,1,1,3,2
249,189414,2017,20.7347,2,1,1,1,1,4,2
250,189415,2017,28.4376,2,1,1,1,1,1,2
251,189418,2017,18.0963,2,1,1,1,1,1,2
252,189419,2017,20.0893,2,1,1,1,1,1,2
253,189420,2017,23.7994,1,1,1,1,1,1,2
254,189421,2017,20.4117,2,1,1,1,1,2,2
255,189422,2017,22.5143,2,1,1,1,1,3,2
256,189423,2017,23.1589,2,1,1,1,1,2,2
257,189424,2017,20.2906,1,1,1,1,1,1,2
258,189425,2017,20.1577,2,1,1,1,1,3,2
259,189426,2017,24.5,1,1,1,1,1,3,2
260,189427,2017,21.1903,2,1,1,1,3,3,2
261,189428,2017,18.9448,1,1,1,1,1,2,2
262,189429,2017,20.375,2,1,1,1,1,3,2
263,189431,2017,18.1864,2,1,1,1,1,3,2
264,189437,2017,22.7578,2,4,2,4,4,1,2
265,189438,2017,31.2522,1,1,1,1,1,1,2
266,189439,2017,22.1598,2,1,1,1,1,1,2
267,189440,2017,19.9927,1,1,1,1,1,1,2
268,189441,2017,31.3743,2,1,1,1,1,2,2
269,189442,2017,24.3832,2,1,1,1,1,2,2
270,189443,2017,18.7813,1,1,1,1,1,1,2
271,189444,2017,23.1434,2,1,1,1,1,3,2
272,189446,2017,20.0204,2,3,4,3,2,1,2
273,189447,2017,20.4863,1,1,1,1,1,4,2
274,189448,2017,26.2187,2,1,1,1,1,1,2
275,189449,2017,24.2931,1,1,1,1,1,4,2
276,189450,2017,20.3169,2,1,1,1,1,1,2
277,189452,2017,24.1579,1,1,1,1,1,1,2
278,189454,2017,20.3289,1,1,1,1,1,2,2
279,189455,2017,20.0185,1,1,1,1,1,2,2
280,189457,2017,20.9201,2,1,1,1,1,4,2
281,189458,2017,23.1855,1,1,1,1,1,3,2
282,189459,2017,29.0887,1,1,1,1,1,2,2
283,189463,2017,16.2939,1,1,1,1,1,4,2
284,189464,2017,20.1505,2,1,1,1,1,2,2
285,189467,2017,20.2906,2,1,1,1,1,2,2
286,189468,2017,18.4904,2,1,1,1,1,2,2
287,189469,2017,27.5853,2,1,1,1,1,4,2
288,189470,2017,24.2931,2,1,1,1,1,4,2
289,189474,2017,25.5848,2,1,1,1,1,2,2
290,189475,2017,20.4863,1,1,1,1,1,3,2
291,189476,2017,22.4593,2,6,2,6,4,4,2
292,189477,2017,20.9917,1,1,1,1,1,2,2
293,189479,2017,20.3171,1,1,1,1,1,2,2
294,189481,2017,16.1616,2,1,1,1,1,2,2
295,189482,2017,23.3029,2,1,1,1,1,2,2
296,189483,2017,26.5988,1,5,2,5,1,2,2
297,189484,2017,22.1484,2,1,1,1,1,2,2
298,189485,2017,16.8264,2,1,1,1,1,1,2
299,189486,2017,27.5917,2,1,1,1,1,1,2
300,189487,2017,19.7669,1,1,1,1,1,2,2
301,189489,2017,27.4671,1,1,1,1,1,2,2
302,189490,2017,17.737,2,1,1,1,1,2,2
303,189492,2017,19.9967,2,1,1,1,1,4,2
304,189493,2017,18.4807,2,1,1,1,1,2,2
305,189494,2017,18.9931,1,1,1,1,1,4,2
306,189495,2017,20.8936,2,1,1,1,1,4,2
307,189496,2017,16.6728,1,1,1,1,1,1,2
308,189497,2017,17.732,2,1,1,1,1,4,2
309,189499,2017,21.3407,2,1,1,1,1,3,2
310,189500,2017,19.3045,1,1,1,1,1,1,2
311,189501,2017,21.4759,1,1,1,1,1,1,2
312,189502,2017,17.9945,1,1,1,1,1,1,2
313,189503,2017,20.8936,2,1,1,1,1,3,2
314,189504,2017,22.1315,2,1,1,1,1,1,2
315,189505,2017,13.8018,1,1,1,1,1,4,2
316,189506,2017,19.9927,1,1,1,1,1,1,2
317,189507,2017,20.8936,2,1,1,1,1,1,2
318,189508,2017,19.6996,1,1,1,1,1,1,2
319,189509,2017,32.1765,2,1,1,1,1,2,2
320,189510,2017,22.7578,2,1,1,1,1,4,2
321,189511,2017,26.975,2,1,1,1,1,4,2
322,189512,2017,24.4296,1,1,1,1,1,4,2
323,189514,2017,19.7751,1,1,1,1,1,1,2
324,189515,2017,17.7188,1,1,1,1,1,1,2
325,189516,2017,33.7439,1,1,1,1,1,1,2
326,189517,2017,30.0669,1,1,1,1,1,1,2
327,189519,2017,16.3938,2,1,1,1,1,4,2
328,189520,2017,27.0895,2,1,1,1,1,4,2
329,189521,2017,19.4922,1,1,1,1,1,3,2
330,189522,2017,24.3269,1,1,1,1,1,1,2
331,189524,2017,26.321,2,1,1,1,1,3,2
332,189525,2017,22.8763,2,1,1,1,2,3,2
333,189527,2017,35.3564,1,1,1,1,1,3,2
334,189530,2017,15.4599,1,1,1,1,1,1,2
335,189531,2017,19.2555,1,1,1,1,1,2,2
336,189532,2017,21.9753,1,1,1,1,1,4,2
337,189533,2017,25.0058,2,2,1,2,1,3,2
338,189536,2017,20.0893,1,1,1,1,1,4,2
339,189537,2017,18.8757,2,1,1,1,1,3,2
340,189538,2017,24.9917,1,7,6,7,1,1,2
341,189540,2017,28.3379,1,2,3,2,1,1,2
342,189541,2017,16.9333,1,1,1,1,1,4,2
343,189542,2017,30.5343,1,3,4,3,1,1,2
344,189544,2017,24.4844,1,1,1,1,1,1,2
345,189545,2017,18.3633,3,1,1,1,2,4,2
346,189546,2017,20.4414,1,1,1,1,1,1,2
347,189550,2017,25.0709,2,1,1,1,1,1,2
348,189551,2017,21.4759,1,3,1,3,1,1,2
349,189552,2017,25.7701,1,1,1,1,1,2,2
350,189554,2017,17.3633,2,1,1,1,1,4,2
351,189555,2017,23.9,2,1,1,1,1,1,2
352,189557,2017,24.7484,2,1,1,1,1,3,2
353,189559,2017,20.4048,2,1,1,1,1,3,2
354,189560,2017,31.4127,2,1,1,1,1,2,2
355,189561,2017,16.3938,1,1,1,1,1,4,2
356,189562,2017,23.4024,2,1,1,1,2,3,2
357,189563,2017,20.09,2,1,1,1,1,3,2
358,189565,2017,26.3641,2,1,1,1,1,2,2
359,189566,2017,26.0684,1,1,1,1,1,2,2
360,189567,2017,33.2155,2,1,1,1,1,3,2
361,189568,2017,16.2531,1,1,1,1,1,1,2
362,189569,2017,17.9269,1,1,1,1,1,1,2
363,189570,2017,23.5433,1,1,1,1,1,3,2
364,189571,2017,36.8555,1,1,1,1,1,1,2
365,189572,2017,23.9,1,1,1,1,1,3,2
366,189573,2017,21.6602,2,1,1,1,1,3,2
367,189574,2017,19.1589,1,1,1,1,1,4,2
368,189575,2017,22.4986,2,1,1,1,1,3,2
369,189576,2017,18.0963,1,1,1,1,1,4,2
370,189577,2017,20.8849,2,1,1,1,1,3,2
371,189578,2017,15.8498,1,1,1,1,1,1,2
372,189579,2017,25.1788,2,2,1,2,1,1,2
373,189580,2017,20.7347,2,2,1,2,1,1,2
374,189581,2017,19.6194,2,1,1,1,1,1,2
375,189582,2017,22.3641,2,1,1,1,1,2,2
376,189584,2017,16.4354,1,1,1,1,1,3,2
377,189585,2017,18.6612,1,1,1,1,1,1,2
378,189586,2017,18.6505,1,1,1,1,1,1,2
379,189587,2017,27.1522,2,1,1,1,1,1,2
380,189588,2017,20.4618,1,1,1,1,1,4,2
381,189589,2017,17.5844,1,1,1,1,1,1,2
382,189590,2017,19.6194,2,1,1,1,1,3,2
383,189591,2017,18.4388,1,1,1,1,1,1,2
384,189593,2017,23.4923,1,1,1,1,1,4,2
385,189594,2017,25.4394,2,1,1,1,1,3,2
386,189595,2017,24.3287,1,1,1,1,1,4,2
387,189596,2017,33.5988,1,1,1,1,1,3,2
388,189597,2017,17.4949,1,1,1,1,1,4,2
389,189598,2017,22.7338,2,1,1,1,1,3,2
390,189599,2017,20.8264,2,1,1,1,1,4,2
391,189600,2017,20.8264,2,1,1,1,1,2,2
392,189601,2017,25.0058,1,1,1,1,1,1,2
393,189602,2017,23.3242,2,1,1,1,1,3,2
394,189603,2017,24.6436,2,1,1,1,1,2,2
395,189605,2017,21.329,1,1,1,1,1,2,2
396,189606,2017,21.6166,2,1,1,1,1,4,2
397,189608,2017,23.3386,2,1,1,1,1,2,2
398,189610,2017,21.6978,2,1,1,1,1,2,2
399,189611,2017,22.4429,2,1,1,1,1,2,2
400,189614,2017,19.3278,2,1,1,1,1,2,2
401,189615,2017,16.9735,2,1,1,1,1,4,2
402,189616,2017,15.6955,2,1,1,1,1,2,2
403,189617,2017,21.9723,2,1,1,1,1,3,2
404,189620,2017,20.1868,1,1,1,1,1,4,2
405,189621,2017,18.6055,1,1,1,1,1,4,2
406,189622,2017,24.3372,2,1,1,1,1,2,2
407,189623,2017,20.8849,2,1,1,1,1,2,2
408,189624,2017,21.0311,2,1,1,1,1,1,2
409,189625,2017,25.5527,2,1,1,1,1,2,2
410,189626,2017,29.2344,1,1,1,1,1,2,2
411,189627,2017,19.4922,2,1,1,1,1,2,2
412,189629,2017,19.448,1,1,1,1,2,2,2
413,189630,2017,18.4258,2,1,1,1,1,2,2
414,189632,2017,19.285,1,1,1,1,1,3,2
415,189635,2017,26.2171,2,1,1,1,1,2,2
416,189636,2017,25.7701,2,1,1,1,1,4,2
417,189637,2017,18.8339,1,1,1,1,1,2,2
418,189640,2017,15.7063,1,1,1,1,1,4,2
419,189641,2017,22.5834,2,1,1,1,1,1,2
420,189644,2017,20.1437,2,1,1,1,1,3,2
421,189646,2017,23.4931,1,1,1,1,1,1,2
422,189647,2017,17.4759,1,1,1,1,1,4,2
423,189648,2017,23.3367,1,1,1,1,1,1,2
424,189650,2017,18.3401,1,1,1,1,1,1,2
425,189651,2017,18.1598,2,1,1,1,1,1,2
426,189652,2017,16.3779,1,1,1,1,1,3,2
427,189653,2017,22.7578,2,1,1,1,1,1,2
428,189654,2017,21.6609,1,1,1,1,1,1,2
429,189655,2017,23.5494,1,1,1,1,1,4,2
430,189656,2017,31.2832,2,1,1,1,6,1,2
431,189657,2017,23.0352,2,1,1,1,1,1,2
432,189659,2017,27.4024,1,1,1,1,1,1,2
433,189660,2017,24.1227,1,1,1,1,1,1,2
434,189661,2017,18.3287,2,3,1,3,1,1,2
435,189664,2017,18.3673,2,1,1,1,1,1,2
436,189665,2017,28.2526,2,1,1,1,1,3,2
437,189666,2017,23.5494,1,1,1,1,1,3,2
438,189667,2017,19.6925,1,1,1,1,1,3,2
439,189668,2017,17.7538,1,1,1,1,1,1,2
440,189669,2017,25.0709,1,1,1,1,1,1,2
441,189671,2017,18.2006,2,1,1,1,1,1,2
442,189672,2017,23.4024,1,1,1,1,1,1,2
443,189673,2017,20.3171,2,4,5,4,1,1,2
444,189675,2017,28.1404,2,1,1,1,1,1,2
445,189677,2017,21.4011,1,1,1,1,1,1,2
446,189679,2017,19.2555,1,1,1,1,1,1,2
447,189680,2017,26.4308,1,1,1,1,1,1,2
448,189681,2017,19.2932,2,1,1,1,1,1,2
449,189682,2017,24.1071,1,1,1,1,2,1,2
450,189683,2017,28.0397,1,2,1,2,1,1,2
451,189684,2017,24.2507,2,1,1,1,1,1,2
452,189685,2017,21.9753,1,1,1,1,1,3,2
453,189686,2017,19.8438,2,1,1,1,1,4,2
454,189687,2017,22.0219,2,1,1,1,1,4,2
455,189688,2017,19.6925,2,1,1,1,1,4,2
456,189690,2017,21.5209,1,1,1,1,1,3,2
457,189691,2017,19.2932,2,1,1,1,1,2,2
458,189692,2017,17.5844,2,1,1,1,1,3,2
459,189693,2017,21.5209,2,1,1,1,1,1,2
460,189694,2017,19.3045,1,1,1,1,1,4,2
461,189695,2017,21.2169,2,1,1,1,1,3,2
462,189697,2017,21.5303,2,1,1,1,1,1,2
463,189698,2017,30.0077,2,4,4,4,1,1,2
464,189700,2017,12.9954,1,1,1,1,1,4,2
465,189701,2017,17.68,1,1,1,1,1,4,2
466,189702,2017,20.995,1,1,1,1,1,1,2
467,189703,2017,21.3106,2,1,1,1,1,1,2
468,189704,2017,20.3171,1,1,1,1,1,1,2
469,189705,2017,18.6437,2,3,3,3,1,1,2
470,189706,2017,28.1682,1,2,2,2,1,1,2
471,189707,2017,22.494,2,1,1,1,1,1,2
472,189708,2017,29.157,2,2,1,2,1,1,2
473,189710,2017,24.6244,2,1,1,1,1,1,2
474,189711,2017,18.6055,2,1,1,1,1,1,2
475,189712,2017,35.0,2,1,1,1,1,1,2
476,189713,2017,20.4863,1,1,1,1,1,1,2
477,189714,2017,20.8264,1,1,1,1,1,1,2
478,189715,2017,22.9584,1,1,1,1,2,1,2
479,189716,2017,31.3386,2,1,1,1,1,1,2
480,189717,2017,19.7487,2,1,1,1,1,1,2
481,189718,2017,18.0702,2,1,1,1,1,1,2
482,189719,2017,17.3576,1,1,1,1,1,1,2
483,189720,2017,16.9735,2,1,1,1,1,4,2
484,189722,2017,20.0417,1,1,1,1,1,2,2
485,189723,2017,17.8955,2,1,1,1,1,1,2
486,189724,2017,26.4117,1,1,1,1,1,2,2
487,189725,2017,29.2492,2,1,1,1,1,1,2
488,189726,2017,20.7305,2,1,1,1,1,2,2
489,189727,2017,18.9615,1,2,1,2,1,2,2
490,189728,2017,24.955,1,1,1,1,1,4,2
491,189729,2017,21.825,2,1,1,1,1,4,2
492,189730,2017,16.7994,1,1,1,1,1,1,2
493,189731,2017,20.7581,2,1,1,1,1,1,2
494,189732,2017,18.9012,2,1,1,1,1,2,2
495,189734,2017,21.8451,1,1,1,1,1,1,2
496,189735,2017,32.5845,2,1,1,1,1,1,2
497,189736,2017,22.485,2,5,5,5,2,1,2
498,189737,2017,27.9163,1,1,1,1,1,1,2
499,189738,2017,18.1864,2,1,1,1,1,1,2
500,189739,2017,21.6978,2,1,1,1,1,1,2
501,189740,2017,16.4626,2,2,1,2,1,3,2
502,189741,2017,18.9448,2,1,1,1,1,1,2
503,189742,2017,24.1437,2,1,1,1,1,1,2
504,189743,2017,20.3171,2,2,1,2,1,2,2
505,189744,2017,15.4012,1,1,1,1,1,1,2
506,189745,2017,19.3284,1,1,1,1,1,1,2
507,189748,2017,23.7438,2,2,1,2,1,2,2
508,189749,2017,24.3372,2,1,1,1,1,1,2
509,189750,2017,18.8339,2,1,1,1,1,3,2
510,189751,2017,23.1628,1,1,1,1,1,1,2
511,189752,2017,19.6925,2,1,1,1,1,4,2
512,189753,2017,17.0117,1,1,1,1,1,4,2
513,189754,2017,19.285,1,5,4,5,4,4,2
514,189755,2017,23.7033,1,2,1,2,1,1,2
515,189756,2017,20.6094,1,1,1,1,1,1,2
516,189757,2017,17.4279,1,1,1,1,1,1,2
517,189758,2017,18.3247,1,1,1,1,1,1,2
