,index,year,bmi,Vape_Use,Physical_Activity,Television,Electronic_Devices,Grades,race,sex,weight,marijuana_use,cyber_bullied
7229,182412,2015,22.5762,2,5,2.0,3.0,1,1,1,52.16,2,2
7230,182413,2015,21.793,1,7,5.0,5.0,4,3,1,55.79,1,2
7231,182414,2015,21.7733,1,7,3.0,0.0,2,3,1,48.99,1,1
7232,182415,2015,22.082,2,4,1.0,0.5,1,1,1,54.43,2,2
7233,182416,2015,17.6088,2,7,0.0,0.5,1,1,1,58.97,1,1
7234,182417,2015,18.5849,2,5,0.5,0.5,1,1,1,45.81,2,2
7235,182418,2015,20.1868,2,2,0.5,0.0,1,1,1,63.96,2,2
7236,182419,2015,24.8448,2,6,1.0,1.0,1,1,1,61.24,2,2
7237,182420,2015,18.4388,2,7,0.0,0.0,1,1,1,48.99,2,2
7238,182421,2015,18.3287,1,0,5.0,5.0,3,2,1,49.9,2,2
7239,182422,2015,22.082,2,7,1.0,1.0,2,1,1,54.43,2,2
7240,182423,2015,22.2171,1,7,1.0,0.0,1,1,1,68.04,2,2
7241,182424,2015,18.2198,2,3,0.0,5.0,1,1,1,44.91,2,2
7242,182425,2015,22.129,1,2,1.0,3.0,1,3,1,66.23,1,2
7243,182426,2015,20.375,2,5,1.0,5.0,2,1,1,52.16,2,1
7244,182427,2015,30.7313,2,0,2.0,5.0,1,1,1,81.65,2,2
7245,182428,2015,18.25,2,7,0.5,0.5,1,1,1,46.72,2,2
7246,182429,2015,23.7877,2,7,0.0,0.0,2,4,1,57.15,2,2
7247,182430,2015,25.7157,2,2,2.0,0.0,1,1,1,72.58,2,2
7248,182431,2015,21.8995,2,5,0.5,1.0,1,1,1,53.98,2,2
7249,182432,2015,34.9899,1,3,3.0,0.0,3,1,1,95.26,2,1
7250,182433,2015,21.9723,2,4,3.0,4.0,1,1,1,63.5,2,2
7251,182434,2015,19.4464,1,1,0.5,5.0,3,1,1,46.72,1,1
7252,182435,2015,26.6593,2,6,0.5,0.5,1,4,1,72.58,2,2
7253,182436,2015,18.7813,1,7,2.0,5.0,2,3,1,49.9,1,2
7254,182437,2015,39.2659,1,7,0.0,0.0,2,3,1,90.72,1,1
7255,182438,2015,24.8448,2,5,1.0,4.0,1,3,1,61.24,2,2
7256,182439,2015,20.796,1,6,0.5,0.5,2,1,1,51.26,1,2
7257,182440,2015,25.6914,2,3,2.0,0.0,1,1,1,65.77,2,2
7258,182442,2015,19.1511,2,5,3.0,3.0,3,1,1,43.09,2,2
7259,182443,2015,18.25,2,7,0.0,0.5,2,1,1,46.72,2,2
7260,182444,2015,18.7813,2,0,0.0,4.0,3,3,1,49.9,2,2
7261,182445,2015,19.8438,1,3,5.0,5.0,2,3,1,50.8,1,1
7262,182446,2015,24.3269,2,3,5.0,4.0,2,3,1,66.23,2,2
7263,182447,2015,15.6955,2,7,2.0,1.0,1,1,1,45.36,2,1
7264,182448,2015,24.0732,1,0,1.0,5.0,2,3,1,63.96,2,2
7265,182449,2015,20.4117,1,5,0.5,1.0,1,1,1,57.61,2,2
7266,182450,2015,24.1065,1,0,0.0,3.0,2,3,1,59.42,1,2
7267,182451,2015,22.195,2,7,0.5,1.0,2,3,1,58.97,2,2
7268,182452,2015,19.1589,2,4,0.5,3.0,1,1,1,52.16,2,2
7269,182453,2015,19.6319,2,2,0.5,2.0,1,1,1,52.16,2,2
7270,182454,2015,20.9162,1,4,0.5,3.0,1,1,1,62.6,1,2
7271,182455,2015,30.8246,1,3,3.0,4.0,2,3,1,83.92,2,2
7272,182456,2015,24.1071,1,7,0.0,0.0,3,3,1,68.04,2,2
7273,182457,2015,19.1589,1,5,2.0,0.5,1,1,1,52.16,2,2
7274,182458,2015,20.8264,1,7,0.0,0.0,1,3,1,56.7,2,2
7275,182459,2015,19.2555,2,3,0.0,0.0,1,1,1,58.97,2,2
7276,182461,2015,42.7509,1,5,3.0,5.0,1,1,1,120.66,1,1
7277,182462,2015,23.0494,1,2,0.5,0.5,3,3,1,61.24,1,2
7278,182463,2015,27.8237,2,5,2.0,5.0,2,1,1,75.75,2,2
7279,182464,2015,16.5607,1,7,2.0,0.5,2,1,1,44,1,2
7280,182465,2015,21.6609,2,6,0.0,4.0,2,1,1,62.6,2,2
7281,182466,2015,21.0318,1,5,2.0,0.5,2,2,1,64.41,2,2
7282,182467,2015,21.4414,2,4,2.0,2.0,1,1,1,54.89,2,2
7283,182468,2015,21.6602,1,4,0.5,4.0,2,1,1,58.97,1,2
7284,182469,2015,21.3407,2,3,4.0,2.0,7,1,1,56.7,2,2
7285,182470,2015,17.179,2,7,2.0,0.5,1,1,1,54.43,2,2
7286,182471,2015,22.5375,1,3,0.5,0.5,3,1,1,59.88,1,1
7287,182472,2015,22.5039,2,7,2.0,0.5,2,1,1,57.61,2,2
7288,182473,2015,23.2284,1,5,2.0,0.0,1,1,1,67.13,1,2
7289,182474,2015,21.5349,2,2,2.0,0.5,3,3,1,60.78,2,2
7290,182475,2015,24.7051,1,1,0.0,5.0,2,1,1,73.94,2,2
7291,182476,2015,20.2442,2,2,1.0,2.0,1,1,1,49.9,2,2
7292,182477,2015,20.4268,1,6,1.0,0.0,1,1,1,50.35,1,1
7293,182478,2015,19.633,2,7,0.5,0.0,1,1,1,45.36,2,2
7294,182479,2015,20.9063,2,4,1.0,2.0,1,1,1,53.52,2,1
7295,182480,2015,17.1073,2,5,1.0,0.0,2,1,1,49.44,2,2
7296,182481,2015,28.125,2,0,2.0,3.0,1,1,1,79.38,1,2
7297,182482,2015,21.2617,2,3,1.0,1.0,2,1,1,54.43,1,2
7298,182483,2015,15.8274,2,2,0.5,0.5,1,1,1,43.09,2,1
7299,182484,2015,24.2931,2,1,2.0,5.0,1,1,1,59.88,2,2
7300,182485,2015,21.3407,2,1,2.0,2.0,1,3,1,56.7,2,2
7301,182486,2015,25.3933,1,0,3.0,1.0,3,4,1,71.67,1,1
7302,182487,2015,21.1446,2,2,3.0,5.0,2,2,1,50.8,2,2
7303,182488,2015,21.3407,2,7,2.0,2.0,1,1,1,56.7,2,2
7304,182489,2015,20.9982,2,7,4.0,5.0,3,4,1,55.79,2,2
7305,182490,2015,16.3269,2,1,3.0,4.0,2,4,1,44.45,1,2
7306,182491,2015,23.7422,1,2,0.0,5.0,2,1,1,60.78,2,2
7307,182492,2015,24.3287,2,4,1.0,0.5,2,2,1,70.31,2,2
7308,182493,2015,19.875,1,3,1.0,5.0,7,2,1,48.99,1,1
7309,182494,2015,17.1378,2,2,1.0,5.0,1,2,1,38.56,2,2
7310,182495,2015,24.6575,2,7,0.5,0.5,2,2,1,67.13,2,2
7311,182496,2015,23.5587,2,0,5.0,2.0,3,1,1,54.43,2,2
7312,182499,2015,23.9219,2,1,5.0,1.0,7,2,1,61.24,2,2
7313,182500,2015,26.0684,2,3,2.0,4.0,2,3,1,78.02,2,1
7314,182501,2015,18.6055,1,4,0.5,4.0,2,3,1,47.63,1,2
7315,182503,2015,21.1607,2,7,0.0,0.0,1,2,1,57.61,2,2
7316,182504,2015,19.8478,2,7,5.0,5.0,2,2,1,41.73,1,1
7317,182505,2015,26.8057,1,2,1.0,5.0,3,3,1,71.22,2,1
7318,182506,2015,29.4454,2,1,3.0,0.5,3,3,1,72.58,2,2
7319,182507,2015,27.3176,2,3,3.0,0.5,2,1,1,72.58,2,2
7320,182508,2015,24.3538,2,4,2.0,1.0,3,3,1,58.51,2,2
7321,182509,2015,24.2425,2,1,0.5,2.0,1,4,1,64.41,2,2
7322,182511,2015,30.5343,1,2,5.0,0.5,2,3,1,86.18,1,2
7323,182512,2015,26.9965,1,3,2.0,5.0,2,4,1,78.02,1,2
7324,182513,2015,21.5743,2,4,0.0,5.0,2,4,1,45.36,2,1
7325,182516,2015,23.9,2,7,1.0,0.0,2,3,1,63.5,2,2
7326,182517,2015,20.4618,1,5,3.0,5.0,2,2,1,61.24,2,1
7327,182519,2015,16.8757,2,1,1.0,4.0,3,2,1,47.63,2,2
7328,182520,2015,21.8255,1,2,5.0,5.0,3,3,1,59.42,1,1
7329,182521,2015,23.003,2,6,0.0,0.5,2,1,1,56.7,2,2
7330,182522,2015,20.2457,2,6,5.0,4.0,4,2,1,58.51,1,1
7331,182523,2015,21.1903,1,0,5.0,5.0,4,1,1,61.24,1,1
7332,182524,2015,16.3913,2,5,0.0,2.0,2,3,1,43.55,2,2
7333,182526,2015,20.0234,2,1,0.0,1.0,1,1,1,51.26,2,2
7334,182527,2015,23.9219,2,3,0.5,3.0,2,1,1,61.24,2,1
7335,182528,2015,21.6602,1,2,1.0,5.0,7,4,1,58.97,1,2
7336,182529,2015,19.9927,2,7,2.0,0.0,2,4,1,54.43,2,2
7337,182530,2015,22.8204,2,4,1.0,0.0,2,3,1,56.25,2,2
7338,182531,2015,22.494,2,7,0.0,0.0,2,1,1,61.24,2,2
7339,182532,2015,25.4,2,4,1.0,1.0,3,3,1,57.15,2,2
7340,182533,2015,19.8438,2,4,0.0,1.0,1,1,1,50.8,2,2
7341,182534,2015,22.4512,2,4,1.0,5.0,1,2,1,55.34,2,2
7342,182535,2015,15.9453,2,5,3.0,0.0,1,4,1,40.82,2,2
7343,182537,2015,21.6978,2,3,0.5,1.0,1,1,1,61.24,2,2
7344,182538,2015,23.0352,2,6,2.0,2.0,2,1,1,58.97,2,2
7345,182539,2015,21.9945,2,7,3.0,4.0,2,3,1,59.88,1,2
7346,182540,2015,23.0494,2,4,0.5,3.0,1,1,1,61.24,2,2
7347,182541,2015,21.793,2,3,2.0,0.0,1,1,1,55.79,2,2
7348,182542,2015,21.1389,1,6,0.0,0.5,1,1,1,68.49,2,1
7349,182543,2015,23.9239,2,7,0.5,0.5,3,1,1,58.97,2,2
7350,182544,2015,27.3757,2,0,2.0,5.0,1,1,1,65.77,2,1
7351,182545,2015,20.6594,1,2,0.0,2.0,2,4,1,54.89,2,2
7352,182546,2015,19.6319,1,3,1.0,0.5,2,3,1,52.16,2,2
7353,182547,2015,26.975,1,6,0.5,3.0,3,1,1,71.67,2,1
7354,182548,2015,26.6593,2,3,0.5,3.0,1,1,1,72.58,2,2
7355,182549,2015,25.9513,2,4,3.0,2.0,2,4,1,68.95,2,2
7356,182550,2015,22.494,1,5,0.5,0.0,1,1,1,61.24,1,2
7357,182551,2015,23.5613,1,5,2.0,2.0,2,3,1,62.6,1,2
7358,182552,2015,22.1484,1,0,3.0,3.0,1,3,1,56.7,2,2
7359,182553,2015,18.4024,2,0,2.0,3.0,2,3,1,45.36,1,2
7360,182554,2015,25.3966,1,5,2.0,5.0,4,3,1,62.6,1,2
7361,182555,2015,22.6556,1,5,1.0,2.0,2,1,1,54.43,1,2
7362,182556,2015,18.519,1,7,2.0,0.0,1,1,1,53.52,2,1
7363,182557,2015,21.1788,1,7,0.0,2.0,1,1,1,64.86,2,2
7364,182558,2015,20.77,2,5,2.0,0.5,2,3,1,49.9,2,2
7365,182559,2015,20.6155,2,1,0.0,0.0,2,3,1,47.63,2,1
7366,182560,2015,37.9013,2,4,5.0,4.0,3,1,1,100.7,1,2
7367,182561,2015,19.1511,2,0,4.0,2.0,1,1,1,43.09,2,2
7368,182562,2015,27.3176,1,6,1.0,0.0,1,1,1,72.58,2,2
7369,182565,2015,21.326,1,0,1.0,4.0,2,3,1,58.06,1,2
7370,182566,2015,15.5369,2,2,4.0,4.0,2,3,1,41.28,2,2
7371,182567,2015,22.082,1,0,2.0,5.0,1,1,1,54.43,1,2
7372,182568,2015,18.0332,2,2,2.0,5.0,1,3,1,44.45,2,2
7373,182570,2015,22.9936,2,7,2.0,0.0,3,1,1,62.6,2,2
7374,182571,2015,18.2566,2,3,0.5,5.0,1,4,1,42.18,2,2
7375,182573,2015,16.8757,2,2,4.0,3.0,2,1,1,47.63,2,1
7376,182575,2015,22.6338,2,3,2.0,4.0,1,1,1,55.79,2,2
7377,182576,2015,33.2279,2,1,4.0,5.0,2,2,1,79.83,1,1
7378,182577,2015,23.2109,1,6,4.0,5.0,3,2,1,59.42,1,2
7379,182578,2015,22.6797,2,5,5.0,2.0,3,2,1,58.06,2,2
7380,182579,2015,23.0494,1,4,3.0,3.0,1,3,1,61.24,1,2
7381,182580,2015,26.5781,2,3,3.0,5.0,2,2,1,68.04,2,2
7382,182581,2015,20.0893,1,5,5.0,5.0,1,2,1,56.7,2,2
7383,182582,2015,18.4024,2,7,0.0,1.0,1,1,1,45.36,2,1
7384,182583,2015,27.4844,1,4,0.5,0.0,2,1,1,63.5,1,1
7385,182584,2015,26.511,1,6,0.0,5.0,2,1,1,81.19,1,1
7386,182585,2015,21.1713,2,2,2.0,4.0,1,3,1,56.25,2,2
7387,182586,2015,28.0397,1,1,5.0,2.0,7,4,1,83.92,1,2
7388,182587,2015,26.4308,1,2,1.0,1.0,4,3,1,63.5,1,1
7389,182588,2015,23.5547,1,3,1.0,2.0,3,3,1,58.06,2,2
7390,182589,2015,23.6004,1,3,3.0,3.0,2,1,1,56.7,2,2
7391,182590,2015,19.6584,1,5,3.0,4.0,3,3,1,53.52,1,2
7392,182591,2015,20.4048,2,5,3.0,3.0,2,1,1,58.97,2,2
7393,182592,2015,22.6556,1,7,2.0,0.5,2,1,1,54.43,2,2
7394,182593,2015,22.3814,1,0,2.0,0.5,5,1,1,51.71,1,2
7395,182595,2015,21.9753,2,5,0.0,4.0,1,3,1,65.77,2,1
7396,182596,2015,22.5375,1,7,0.5,3.0,2,1,1,59.88,2,1
7397,182598,2015,27.4671,2,7,0.5,0.0,2,1,1,79.38,2,2
7398,182599,2015,24.4119,1,7,0.0,0.5,3,1,1,64.86,1,2
7399,182600,2015,22.1797,2,0,2.0,5.0,3,2,1,62.6,1,2
7400,182602,2015,23.8581,2,0,3.0,2.0,4,3,1,68.95,1,2
7401,182603,2015,17.9269,2,7,0.5,5.0,2,1,1,47.63,2,1
7402,182604,2015,21.0453,2,6,2.0,0.0,1,1,1,66.68,2,1
7403,182606,2015,23.3242,2,5,1.0,5.0,2,3,1,63.5,2,1
7404,182607,2015,28.8937,2,1,0.5,1.0,1,1,1,71.22,2,2
7405,182608,2015,23.0494,2,7,4.0,2.0,1,2,1,61.24,2,2
7406,182609,2015,25.8962,2,0,0.0,0.0,1,3,1,74.84,2,2
7407,182610,2015,19.633,2,3,3.0,4.0,2,3,1,45.36,2,1
7408,182611,2015,21.7107,2,0,1.0,1.0,2,3,1,52.16,2,2
7409,182612,2015,32.2578,1,0,0.5,2.0,4,2,1,72.58,1,2
7410,182613,2015,31.2832,2,0,3.0,2.0,4,2,1,77.11,1,2
7411,182614,2015,20.9982,2,5,0.5,2.0,2,1,1,55.79,2,2
7412,182615,2015,19.4464,2,5,3.0,2.0,2,3,1,46.72,1,2
7413,182616,2015,29.4494,2,4,1.0,2.0,1,2,1,68.04,2,2
7414,182617,2015,23.9219,1,3,0.5,5.0,2,3,1,61.24,1,2
7415,182618,2015,19.4464,2,5,1.0,0.0,1,4,1,46.72,2,2
7416,182619,2015,22.5762,1,2,1.0,4.0,3,3,1,52.16,2,2
7417,182620,2015,29.4454,1,0,0.5,5.0,4,3,1,72.58,2,1
7418,182621,2015,22.2768,2,5,2.0,4.0,1,3,1,53.52,2,2
7419,182623,2015,20.5353,2,0,3.0,0.0,2,2,1,72.58,2,2
7420,182624,2015,39.5117,1,5,2.0,1.0,3,3,1,101.15,1,2
7421,182625,2015,28.3205,2,5,2.0,5.0,2,3,1,68.04,2,2
7422,182626,2015,22.3644,1,7,2.0,4.0,3,3,1,59.42,2,1
7423,182627,2015,20.2442,1,4,3.0,4.0,3,4,1,49.9,2,2
7424,182628,2015,20.9644,1,0,1.0,0.0,6,3,1,47.17,1,2
7425,182631,2015,22.2768,1,7,0.5,5.0,7,3,1,53.52,1,2
7426,182632,2015,26.6817,2,5,0.5,0.0,3,3,1,77.11,2,2
7427,182633,2015,22.7753,2,0,3.0,1.0,3,4,1,52.62,2,2
7428,182634,2015,23.3029,1,7,0.0,2.0,1,1,1,65.77,1,2
7429,182635,2015,24.8047,1,0,0.0,5.0,3,3,1,63.5,1,2
7430,182636,2015,17.8945,2,5,2.0,1.0,1,1,1,45.81,2,2
7431,182638,2015,27.4648,1,6,2.0,4.0,1,1,1,70.31,2,1
7432,182639,2015,24.1071,2,3,2.0,0.0,1,3,1,68.04,2,2
7433,182640,2015,23.6004,1,0,0.5,5.0,1,3,1,56.7,1,1
7434,182641,2015,20.4863,2,0,0.5,5.0,5,2,1,54.43,2,2
7435,182642,2015,22.7753,1,5,2.0,5.0,3,3,1,52.62,1,2
7436,182645,2015,23.1053,1,7,0.5,5.0,7,2,1,70.76,1,2
7437,182646,2015,19.3045,2,6,0.5,1.0,2,2,1,55.79,2,2
7438,182647,2015,28.0476,1,4,2.0,4.0,2,3,1,58.97,1,2
7439,182648,2015,29.3257,2,3,0.0,5.0,3,2,1,89.81,1,2
7440,182649,2015,22.2687,1,7,1.0,4.0,2,1,1,54.89,2,1
7441,182651,2015,21.6172,2,5,5.0,1.0,2,1,1,55.34,2,1
7442,182653,2015,20.77,2,7,0.5,1.0,1,1,1,49.9,2,2
7443,182654,2015,24.7544,2,0,3.0,4.0,2,1,1,65.77,2,2
7444,182655,2015,25.6088,1,3,3.0,5.0,3,3,1,68.04,2,2
7445,182657,2015,20.7581,2,6,4.0,4.0,2,3,1,65.77,2,2
7446,182658,2015,24.1911,2,0,0.5,2.0,2,3,1,54.43,2,2
7447,182659,2015,26.2171,2,0,1.0,1.0,3,1,1,80.29,2,2
7448,182660,2015,24.4531,1,1,0.5,5.0,2,3,1,62.6,2,1
7449,182661,2015,23.1434,2,5,0.0,3.0,3,1,1,65.32,2,2
7450,182662,2015,20.4048,2,7,0.5,2.0,2,1,1,58.97,2,2
7451,182663,2015,16.2181,2,5,0.0,4.0,1,1,1,43.09,2,2
7452,182664,2015,22.129,2,7,0.5,0.0,1,3,1,66.23,2,2
7453,182665,2015,25.7617,2,5,3.0,0.5,1,3,1,63.5,2,2
7454,182666,2015,21.6978,1,7,2.0,0.5,2,4,1,61.24,2,1
7455,182667,2015,22.082,2,7,3.0,0.5,2,1,1,54.43,2,2
7456,182668,2015,19.1367,1,5,0.0,3.0,2,1,1,47.17,1,2
7457,182670,2015,27.9377,1,6,3.0,4.0,2,1,1,80.74,2,2
7458,182672,2015,24.8448,2,3,0.0,2.0,1,1,1,61.24,2,1
7459,182673,2015,21.3407,1,2,0.5,0.0,3,1,1,56.7,2,2
7460,182674,2015,23.0494,1,1,0.5,5.0,3,1,1,61.24,1,1
7461,182675,2015,19.6194,2,2,2.0,4.0,1,1,1,56.7,2,2
7462,182677,2015,24.7544,2,6,0.0,3.0,1,1,1,65.77,2,2
7463,182678,2015,21.1446,2,2,2.0,2.0,7,2,1,50.8,2,2
7464,182679,2015,24.4296,2,2,1.0,3.0,1,1,1,68.95,2,1
7465,182680,2015,28.68,1,0,5.0,0.0,3,1,1,76.2,2,1
7466,182681,2015,25.6914,2,0,1.0,3.0,3,3,1,65.77,2,2
7467,182682,2015,20.4863,2,3,0.5,0.0,2,1,1,54.43,2,1
7468,182683,2015,21.598,2,6,1.0,3.0,1,3,1,49.9,2,2
7469,182684,2015,20.4164,2,2,0.0,4.0,2,3,1,47.17,2,2
7470,182685,2015,26.6826,2,7,0.5,0.0,2,2,1,65.77,2,2
7471,182686,2015,40.8191,2,4,5.0,5.0,2,2,1,111.13,1,2
7472,182688,2015,22.2687,1,3,0.0,3.0,2,1,1,54.89,1,2
7473,182689,2015,22.3242,1,7,3.0,0.5,2,1,1,57.15,2,2
7474,182690,2015,22.0895,1,4,2.0,2.0,2,4,1,53.07,1,1
7475,182691,2015,23.1434,2,5,0.5,0.0,2,3,1,65.32,2,2
7476,182692,2015,24.8047,2,4,2.0,3.0,1,3,1,63.5,2,2
7477,182693,2015,19.3045,2,0,3.0,3.0,3,1,1,55.79,2,2
7478,182694,2015,20.6094,2,7,3.0,5.0,2,1,1,50.8,2,1
7479,182695,2015,33.1251,2,3,5.0,1.0,3,1,1,81.65,2,2
7480,182696,2015,22.3814,2,3,2.0,4.0,3,1,1,51.71,1,1
7481,182697,2015,25.1113,1,5,2.0,0.5,2,4,1,60.33,1,2
7482,182698,2015,22.082,1,3,0.5,4.0,2,3,1,54.43,2,2
7483,182699,2015,23.6996,2,0,1.0,0.0,2,1,1,72.58,1,1
7484,182700,2015,34.8443,2,2,3.0,1.0,2,2,1,100.7,2,2
7485,182701,2015,23.9239,2,1,1.0,0.0,1,1,1,58.97,2,2
7486,182702,2015,20.2442,2,5,3.0,1.0,2,1,1,49.9,2,1
7487,182703,2015,18.0484,2,7,0.0,1.0,1,1,1,52.16,2,1
7488,182704,2015,22.4986,2,7,0.5,4.0,1,1,1,63.5,2,2
7489,182705,2015,22.7338,2,7,0.5,2.0,1,1,1,68.04,2,1
7490,182706,2015,17.415,2,5,0.5,0.5,1,1,1,46.27,2,2
7491,182707,2015,24.1065,2,1,0.0,1.0,2,1,1,59.42,2,2
7492,182708,2015,20.375,2,5,1.0,2.0,1,1,1,52.16,2,2
7493,182709,2015,18.9626,1,3,2.0,2.0,1,1,1,53.52,1,2
7494,182710,2015,30.3623,2,5,0.0,1.0,1,1,1,74.84,2,2
7495,182711,2015,23.0352,1,1,2.0,2.0,4,1,1,58.97,2,1
7496,182712,2015,23.7847,1,5,2.0,0.0,2,4,1,67.13,2,2
7497,182713,2015,22.7753,2,0,0.5,0.5,2,3,1,52.62,2,2
7498,182714,2015,21.4746,2,3,2.0,2.0,2,1,1,68.04,2,1
7499,182715,2015,31.2832,2,0,1.0,5.0,3,1,1,77.11,2,2
7500,182716,2015,17.9989,2,6,1.0,2.0,2,1,1,50.8,2,2
7501,182717,2015,23.6004,2,4,0.0,0.0,2,3,1,56.7,2,2
7502,182719,2015,21.3407,2,5,0.0,3.0,4,1,1,56.7,2,1
7503,182720,2015,17.4662,1,6,3.0,0.0,3,2,1,55.34,2,2
7504,182721,2015,23.0494,2,5,1.0,0.5,2,1,1,61.24,2,2
7505,182722,2015,29.0586,2,6,0.0,0.5,2,3,1,74.39,2,2
7506,182724,2015,21.8573,2,4,2.0,0.0,2,3,1,61.69,2,2
7507,182725,2015,26.1976,2,1,3.0,2.0,3,3,1,73.94,2,2
7508,182726,2015,17.0725,1,0,0.0,5.0,2,1,1,45.36,2,2
7509,182727,2015,19.9927,1,7,2.0,2.0,1,1,1,54.43,2,1
7510,182728,2015,21.5234,1,2,5.0,3.0,5,2,1,51.71,1,2
7511,182729,2015,19.4382,1,0,0.0,5.0,2,3,1,44.91,1,2
7512,182730,2015,29.365,2,6,5.0,5.0,2,2,1,78.02,2,2
7513,182732,2015,22.8763,2,3,0.5,2.0,2,3,1,60.78,1,2
7514,182733,2015,19.285,2,0,0.0,5.0,3,1,1,54.43,2,2
7515,182734,2015,23.003,1,7,0.0,5.0,3,2,1,56.7,1,2
7516,182735,2015,24.3269,2,4,5.0,5.0,3,2,1,66.23,2,2
7517,182736,2015,24.8448,2,3,3.0,2.0,1,1,1,61.24,2,1
7518,182737,2015,20.0893,2,2,0.0,1.0,2,1,1,56.7,2,2
7519,182738,2015,26.5781,2,0,0.5,4.0,2,4,1,68.04,2,1
7520,182739,2015,18.3287,2,3,0.0,3.0,2,1,1,49.9,2,2
7521,182740,2015,26.1309,1,7,2.0,1.0,2,3,1,64.41,1,2
7522,182741,2015,22.6593,1,3,4.0,5.0,2,3,1,61.69,1,2
7523,182743,2015,21.1903,2,0,0.0,2.0,1,1,1,61.24,2,2
7524,182744,2015,20.5547,2,4,2.0,5.0,1,3,1,52.62,2,2
7525,182745,2015,33.7514,2,1,0.5,5.0,2,2,1,95.26,2,2
7526,182746,2015,31.0761,1,3,3.0,0.0,3,3,1,89.81,1,1
7527,182747,2015,17.6679,2,4,1.0,1.0,7,3,1,40.82,2,2
7528,182748,2015,19.4382,2,0,0.5,0.5,3,3,1,44.91,2,1
7529,182749,2015,20.4863,2,0,2.0,4.0,1,1,1,54.43,1,1
7530,182750,2015,17.9355,2,4,4.0,4.0,3,3,1,43.09,1,2
7531,182751,2015,25.8882,2,0,5.0,0.0,1,3,1,54.43,2,2
7532,182752,2015,44.3901,2,0,3.0,0.0,3,1,1,117.94,1,1
7533,182753,2015,24.9114,2,5,0.5,0.5,2,1,1,70.31,2,2
7534,182754,2015,34.9899,1,5,2.0,1.0,1,3,1,95.26,2,2
7535,182755,2015,28.3516,2,7,2.0,1.0,2,1,1,72.58,2,2
7536,182756,2015,21.0453,2,7,2.0,5.0,1,1,1,66.68,2,1
7537,182758,2015,19.9967,2,4,0.5,3.0,1,1,1,61.24,2,2
7538,182759,2015,23.7422,2,0,4.0,4.0,1,3,1,60.78,2,2
7539,182760,2015,25.2986,2,3,0.0,0.0,1,3,1,60.78,2,2
7540,182761,2015,19.285,2,6,0.5,1.0,1,1,1,54.43,2,2
7541,182762,2015,22.8763,2,6,0.5,3.0,1,1,1,60.78,2,1
7542,182763,2015,23.0494,1,5,2.0,4.0,1,3,1,61.24,2,2
7543,182764,2015,22.6593,1,4,5.0,5.0,2,3,1,61.69,1,2
7544,182765,2015,20.4164,1,7,1.0,0.0,2,3,1,47.17,2,2
7545,182766,2015,23.9219,1,3,0.5,3.0,2,1,1,61.24,2,2
7546,182767,2015,29.4494,2,5,3.0,3.0,1,2,1,68.04,2,2
7547,182769,2015,19.4922,2,3,0.5,2.0,1,3,1,49.9,1,2
7548,182770,2015,24.7201,2,7,3.0,2.0,2,1,1,92.08,2,2
7549,182771,2015,19.285,2,6,1.0,0.5,2,1,1,54.43,2,2
7550,182772,2015,20.6155,1,3,0.5,4.0,3,3,1,47.63,2,2
7551,182773,2015,17.68,2,5,3.0,5.0,3,3,1,49.9,2,2
7552,182774,2015,28.0397,2,7,2.0,3.0,1,1,1,83.92,2,2
7553,182776,2015,24.0732,2,2,1.0,2.0,1,1,1,63.96,2,2
7554,182777,2015,25.8437,2,7,2.0,0.5,2,1,1,88.45,2,2
7555,182778,2015,24.1473,2,7,2.0,0.5,1,3,1,55.79,2,2
7556,182779,2015,19.4922,2,7,3.0,4.0,1,1,1,49.9,2,1
7557,182780,2015,20.9162,2,6,1.0,1.0,1,1,1,62.6,2,2
7558,182781,2015,23.3882,2,7,0.0,0.0,1,1,1,62.14,1,2
7559,182782,2015,29.6229,2,2,1.0,1.0,1,1,1,90.72,2,2
7560,182783,2015,20.77,1,4,0.0,2.0,7,1,1,49.9,1,1
7561,182784,2015,25.3966,1,3,1.0,0.5,5,4,1,62.6,1,1
7562,182785,2015,20.8288,2,2,1.0,2.0,1,1,1,55.34,2,2
7563,182786,2015,19.7556,1,0,1.0,4.0,2,3,1,44.45,1,1
7564,182787,2015,30.2102,1,2,1.0,5.0,7,1,1,72.58,2,1
7565,182788,2015,32.3322,1,2,2.0,2.0,2,1,1,93.44,2,2
7566,182789,2015,28.3205,2,7,0.0,0.0,1,1,1,68.04,2,2
7567,182791,2015,19.285,2,5,0.0,0.0,1,1,1,54.43,2,2
7568,182792,2015,24.9917,1,3,2.0,0.0,3,3,1,68.04,1,2
7569,182793,2015,23.9,2,7,0.0,0.0,1,1,1,63.5,2,2
7570,182794,2015,23.3906,2,0,1.0,0.5,7,1,1,59.88,2,2
7571,182795,2015,17.4221,1,0,5.0,2.0,4,1,1,50.35,2,1
7572,182796,2015,30.7763,2,7,0.0,0.0,3,1,1,73.94,2,1
7573,182797,2015,18.5143,2,4,0.0,5.0,2,1,1,56.7,2,1
7574,182798,2015,18.9448,2,5,1.0,2.0,1,1,1,56.7,2,2
7575,182799,2015,18.8339,1,4,2.0,3.0,2,1,1,54.43,2,1
7576,182800,2015,16.481,2,7,3.0,2.0,2,1,1,47.63,2,2
7577,182801,2015,21.326,2,2,0.0,2.0,2,3,1,58.06,1,2
