,index,year,bmi,Vape_Use,Physical_Activity,Television,Electronic_Devices,Grades,race,sex,weight,marijuana_use,cyber_bullied
11766,187939,2015,20.4863,1,3,3.0,1.0,1,1,1,54.43,2,2
11767,187940,2015,32.3927,1,3,0.5,0.0,4,3,1,74.84,1,2
11768,187941,2015,19.4922,2,5,0.0,0.5,2,1,1,49.9,1,1
11769,187942,2015,25.7338,1,5,1.0,1.0,1,1,1,86.18,1,2
11770,187943,2015,22.195,2,0,2.0,1.0,1,1,1,58.97,2,2
11771,187944,2015,24.5453,1,0,0.5,3.0,2,3,1,58.97,1,2
11772,187945,2015,19.3233,1,3,0.5,0.5,2,1,1,47.63,2,2
11773,187947,2015,22.5762,2,7,2.0,0.0,1,1,1,52.16,2,2
11774,187948,2015,27.6406,2,0,5.0,0.5,1,2,1,70.76,2,2
11775,187949,2015,26.7706,1,3,2.0,2.0,2,4,1,84.82,2,2
11776,187950,2015,18.0742,2,0,4.0,0.0,7,3,1,46.27,2,2
11777,187951,2015,18.8339,1,5,2.0,5.0,1,1,1,54.43,1,2
11778,187952,2015,19.5059,1,0,0.5,2.0,1,4,1,48.08,1,2
11779,187953,2015,23.003,1,4,0.5,5.0,2,3,1,56.7,1,2
11780,187954,2015,20.8754,2,1,0.5,3.0,1,1,1,60.33,1,2
11781,187955,2015,23.9219,1,4,2.0,2.0,2,3,1,61.24,1,2
11782,187956,2015,46.0703,2,0,0.0,3.0,2,2,1,117.94,2,2
11783,187957,2015,22.494,2,7,0.5,0.5,1,1,1,61.24,2,1
11784,187958,2015,19.9927,1,4,2.0,3.0,1,4,1,54.43,2,1
11785,187959,2015,18.8031,1,3,1.0,0.0,2,3,1,53.07,1,2
11786,187960,2015,25.3966,2,2,0.5,1.0,1,1,1,62.6,2,2
11787,187961,2015,27.4316,2,5,2.0,5.0,3,1,1,82.1,2,2
11788,187964,2015,23.0494,1,1,0.5,5.0,2,1,1,61.24,2,1
11789,187965,2015,22.1484,2,4,0.5,2.0,1,1,1,56.7,2,2
11790,187966,2015,22.1866,2,2,0.5,0.0,1,3,1,51.26,2,2
11791,187967,2015,25.2699,2,7,0.0,2.0,1,2,1,73.03,2,2
11792,187969,2015,18.7813,2,5,2.0,0.0,1,2,1,49.9,2,2
11793,187970,2015,24.5453,1,2,0.5,0.0,2,3,1,58.97,1,1
11794,187971,2015,20.9063,2,7,0.0,0.0,2,1,1,53.52,2,2
11795,187972,2015,22.9936,2,2,0.0,4.0,2,1,1,62.6,1,2
11796,187973,2015,22.5762,1,5,4.0,4.0,2,3,1,52.16,1,2
11797,187976,2015,22.5375,1,3,3.0,1.0,3,2,1,59.88,2,2
11798,187977,2015,28.1332,1,0,2.0,5.0,7,3,1,67.59,1,2
11799,187978,2015,24.9917,1,1,3.0,0.0,3,3,1,68.04,2,2
11800,187980,2015,21.6978,1,6,1.0,0.0,2,1,1,61.24,1,2
11801,187981,2015,25.92,1,3,0.5,5.0,3,2,1,79.38,1,2
11802,187982,2015,37.0286,1,5,2.0,4.0,2,4,1,113.4,1,2
11803,187983,2015,18.0332,2,1,1.0,0.0,3,2,1,44.45,2,2
11804,187984,2015,28.3232,2,3,0.0,5.0,4,3,1,77.11,2,2
11805,187985,2015,25.4901,2,0,3.0,0.5,1,3,1,61.24,2,2
11806,187986,2015,20.8264,2,1,0.5,5.0,1,1,1,56.7,2,1
11807,187987,2015,18.494,1,4,1.0,2.0,1,1,1,50.35,1,2
11808,187988,2015,21.2617,2,0,1.0,1.0,1,1,1,54.43,2,2
11809,187989,2015,20.375,1,0,2.0,0.5,3,1,1,52.16,1,1
11810,187991,2015,31.8945,1,6,2.0,4.0,2,1,1,81.65,1,1
11811,187993,2015,24.7544,2,5,2.0,0.5,1,1,1,65.77,2,2
11812,187994,2015,23.3906,2,7,1.0,0.0,1,1,1,59.88,2,2
11813,187995,2015,26.3251,2,2,0.5,4.0,1,3,1,71.67,2,2
11814,187996,2015,26.975,1,0,1.0,0.0,1,3,1,71.67,1,2
11815,187997,2015,34.5294,1,5,0.5,0.5,2,1,1,99.79,1,1
11816,187998,2015,18.9931,2,4,1.0,5.0,1,3,1,54.89,2,2
11817,187999,2015,25.5156,1,7,0.5,1.0,7,3,1,65.32,2,2
11818,188000,2015,23.3242,1,3,0.5,0.5,2,1,1,63.5,1,2
11819,188001,2015,38.4867,2,1,0.5,5.0,1,2,1,104.78,2,2
11820,188002,2015,21.216,1,2,0.5,5.0,4,3,1,59.88,1,2
11821,188003,2015,22.1484,2,5,0.0,1.0,1,4,1,56.7,2,1
11822,188004,2015,25.4901,2,0,0.5,0.0,3,4,1,61.24,1,1
11823,188005,2015,21.7107,2,7,4.0,0.5,2,3,1,52.16,1,2
11824,188006,2015,21.6602,1,0,4.0,0.0,3,1,1,58.97,1,2
11825,188007,2015,21.6978,1,0,5.0,0.0,1,1,1,61.24,1,1
11826,188008,2015,25.0274,1,5,2.0,0.0,1,4,1,61.69,1,2
11827,188009,2015,22.8763,1,7,0.5,5.0,3,3,1,60.78,2,2
11828,188010,2015,22.8246,2,4,0.5,1.0,1,1,1,62.14,2,1
11829,188011,2015,35.8838,2,4,2.0,3.0,2,3,1,88.45,2,2
11830,188012,2015,25.0969,1,0,2.0,5.0,2,3,1,66.68,2,2
11831,188013,2015,22.1484,2,2,2.0,1.0,1,1,1,56.7,2,1
11832,188014,2015,26.5781,2,1,0.5,2.0,2,3,1,68.04,1,2
11833,188015,2015,23.5587,1,3,0.5,0.0,3,3,1,54.43,1,2
11834,188016,2015,21.9945,2,3,1.0,2.0,1,1,1,59.88,2,2
11835,188017,2015,21.053,1,5,5.0,5.0,3,2,1,59.42,1,2
11836,188018,2015,22.1484,2,7,3.0,1.0,1,3,1,56.7,2,2
11837,188019,2015,27.4894,2,0,3.0,0.0,4,2,1,74.84,1,2
11838,188020,2015,26.4308,1,2,3.0,0.0,2,3,1,63.5,1,2
11839,188021,2015,22.8555,1,5,3.0,4.0,2,1,1,58.51,1,1
11840,188022,2015,32.0976,2,5,2.0,0.0,3,3,1,85.28,2,2
11841,188023,2015,29.9908,2,7,4.0,0.0,1,3,1,81.65,2,2
11842,188024,2015,34.1451,2,1,0.0,3.0,2,3,1,90.72,1,2
11843,188025,2015,35.4375,1,5,2.0,0.0,3,3,1,90.72,1,2
11844,188026,2015,18.7813,2,7,0.5,0.0,1,3,1,49.9,2,2
11845,188027,2015,24.9917,1,3,2.0,1.0,3,3,1,68.04,1,2
11846,188029,2015,18.4807,2,6,0.0,0.0,1,1,1,52.16,2,2
11847,188032,2015,17.3633,2,1,0.0,0.0,2,3,1,44.45,2,1
11848,188033,2015,20.8264,1,1,1.0,1.0,2,1,1,56.7,1,2
11849,188034,2015,17.2784,2,1,3.0,0.5,2,4,1,39.92,2,2
11850,188036,2015,18.3213,1,4,1.0,5.0,1,1,1,51.71,1,1
11851,188037,2015,30.4621,2,5,0.5,0.5,1,1,1,91.17,2,2
11852,188038,2015,23.7307,1,4,1.0,5.0,1,1,1,63.05,1,1
11853,188040,2015,23.3029,1,5,5.0,5.0,2,4,1,65.77,1,2
11854,188041,2015,21.3407,2,2,0.0,0.0,2,1,1,56.7,2,2
11855,188043,2015,38.3214,1,3,3.0,0.0,2,2,1,104.33,1,2
11856,188044,2015,24.3269,1,5,3.0,5.0,2,1,1,66.23,1,1
11857,188046,2015,18.519,1,0,1.0,0.0,1,1,1,53.52,2,2
11858,188047,2015,22.2171,1,5,0.5,5.0,3,2,1,68.04,1,2
11859,188048,2015,27.38,2,4,0.0,1.0,2,3,1,49.9,2,2
11860,188050,2015,23.6004,1,0,0.5,2.0,2,3,1,56.7,1,2
11861,188051,2015,25.5237,1,4,2.0,0.0,2,1,1,58.97,1,2
11862,188053,2015,42.6813,1,5,0.0,3.0,1,1,1,113.4,1,1
11863,188055,2015,20.7306,2,2,0.0,0.0,2,4,1,58.51,2,2
11864,188056,2015,23.9,1,3,0.5,0.0,1,1,1,63.5,1,2
11865,188057,2015,28.3516,2,0,2.0,1.0,1,3,1,72.58,2,2
11866,188058,2015,18.9541,2,0,1.0,4.0,1,3,1,46.72,1,2
11867,188059,2015,31.8945,1,2,3.0,2.0,2,3,1,81.65,1,2
11868,188060,2015,19.633,1,1,1.0,0.0,2,3,1,45.36,1,2
11869,188062,2015,22.5375,1,3,0.0,5.0,2,3,1,59.88,1,2
11870,188063,2015,20.6155,2,0,2.0,2.0,1,3,1,47.63,1,2
11871,188064,2015,24.1071,2,7,1.0,1.0,1,1,1,68.04,2,1
11872,188065,2015,21.3407,2,7,0.5,3.0,2,4,1,56.7,1,2
11873,188066,2015,22.7338,1,7,0.0,0.0,1,3,1,68.04,2,2
11874,188067,2015,24.3269,2,5,3.0,0.0,1,3,1,66.23,2,2
11875,188068,2015,16.481,1,2,1.0,3.0,1,1,1,47.63,1,1
11876,188069,2015,19.3284,2,5,0.5,0.5,1,1,1,61.24,2,1
11877,188070,2015,16.481,2,0,2.0,3.0,2,1,1,47.63,2,2
11878,188071,2015,34.1451,1,7,0.5,0.0,2,1,1,90.72,2,2
11879,188072,2015,28.2526,1,4,4.0,4.0,1,1,1,81.65,2,2
11880,188073,2015,25.4394,2,5,4.0,3.0,1,3,1,67.59,2,1
11881,188074,2015,23.5613,1,4,5.0,0.0,3,2,1,62.6,1,2
11882,188075,2015,23.9219,1,3,2.0,0.5,3,3,1,61.24,1,1
11883,188076,2015,45.0713,2,4,1.0,4.0,1,1,1,119.75,2,1
11884,188077,2015,20.0234,2,5,5.0,3.0,3,4,1,51.26,1,2
11885,188078,2015,22.6021,2,3,0.5,0.0,2,2,1,65.32,1,2
11886,188079,2015,32.8622,1,0,0.0,5.0,3,2,1,73.94,1,1
11887,188080,2015,24.4531,2,5,4.0,5.0,1,3,1,62.6,2,2
11888,188081,2015,19.9744,1,4,0.5,1.0,2,1,1,53.07,2,2
11889,188082,2015,21.8525,1,5,0.0,0.5,3,1,1,58.06,1,1
11890,188083,2015,21.6978,2,1,1.0,5.0,2,2,1,61.24,1,1
11891,188085,2015,19.8252,2,0,0.5,5.0,2,1,1,47.63,2,2
11892,188086,2015,26.4632,1,6,2.0,2.0,1,1,1,70.31,1,2
11893,188087,2015,24.7471,2,2,2.0,2.0,3,3,1,49.9,2,2
11894,188088,2015,22.082,2,5,1.0,0.0,1,1,1,54.43,2,2
11895,188090,2015,27.3207,1,5,0.0,0.0,2,1,1,77.11,1,2
11896,188091,2015,22.3242,2,0,2.0,4.0,1,3,1,57.15,2,2
11897,188092,2015,27.3207,1,5,1.0,0.0,3,3,1,77.11,2,2
11898,188093,2015,23.0352,1,1,4.0,4.0,2,3,1,58.97,2,2
11899,188095,2015,18.7813,2,6,3.0,5.0,3,3,1,49.9,2,2
11900,188096,2015,19.4922,2,6,0.0,0.0,2,1,1,49.9,2,2
11901,188097,2015,20.1577,1,3,0.0,5.0,2,2,1,60.33,1,2
11902,188098,2015,19.6319,2,1,4.0,1.0,1,3,1,52.16,2,2
11903,188100,2015,19.9967,2,6,0.0,2.0,1,4,1,61.24,2,2
11904,188101,2015,22.494,2,1,4.0,0.0,3,3,1,61.24,2,2
11905,188102,2015,31.0078,2,2,1.0,1.0,3,1,1,79.38,2,2
11906,188103,2015,21.793,2,5,1.0,4.0,1,1,1,55.79,2,2
11907,188104,2015,19.4922,1,3,2.0,3.0,3,1,1,49.9,1,2
11908,188105,2015,28.3205,1,1,2.0,4.0,3,1,1,68.04,1,2
11909,188106,2015,32.0031,1,5,2.0,0.5,2,3,1,73.94,1,2
11910,188107,2015,23.5494,2,3,3.0,0.5,1,1,1,72.12,2,2
11911,188108,2015,29.9908,2,5,1.0,1.0,1,1,1,81.65,1,2
11912,188109,2015,21.7107,1,2,2.0,1.0,3,1,1,52.16,1,2
11913,188110,2015,23.9477,1,0,3.0,3.0,1,3,1,67.59,2,2
11914,188111,2015,23.3906,2,7,0.5,0.0,1,1,1,59.88,2,2
11915,188112,2015,17.9269,1,3,3.0,3.0,1,4,1,47.63,2,2
11916,188113,2015,30.1211,2,0,3.0,5.0,3,3,1,77.11,2,2
11917,188114,2015,24.1071,1,0,0.0,0.0,3,3,1,68.04,1,2
11918,188115,2015,20.6094,2,0,2.0,3.0,1,1,1,50.8,2,2
11919,188116,2015,20.4863,1,0,3.0,2.0,2,1,1,54.43,1,2
11920,188117,2015,22.191,2,5,2.0,3.0,1,1,1,70.31,2,2
11921,188118,2015,20.4618,1,5,0.5,1.0,1,1,1,61.24,1,1
11922,188119,2015,20.4863,1,0,3.0,1.0,2,3,1,54.43,1,2
11923,188121,2015,24.8047,1,3,4.0,5.0,1,2,1,63.5,1,2
11924,188122,2015,20.5804,1,1,0.5,5.0,3,2,1,76.66,1,2
11925,188123,2015,25.5237,1,4,0.5,0.0,7,1,1,58.97,1,1
11926,188125,2015,25.157,2,6,0.5,2.0,2,1,1,68.49,2,2
11927,188126,2015,24.4531,1,7,0.5,0.0,1,3,1,62.6,1,2
11928,188127,2015,17.8506,2,2,0.0,0.0,2,2,1,44,2,2
11929,188129,2015,41.4844,1,0,0.0,5.0,7,3,1,110.22,1,2
11930,188130,2015,23.1822,2,2,0.0,0.0,1,3,1,52.16,1,2
11931,188131,2015,46.1239,2,3,0.0,4.0,1,3,1,130.18,2,2
11932,188132,2015,21.1903,1,7,0.5,0.0,1,1,1,61.24,1,1
11933,188133,2015,24.7544,2,3,2.0,0.5,2,3,1,65.77,1,2
11934,188134,2015,22.2171,1,5,1.0,0.5,1,1,1,68.04,1,2
11935,188138,2015,28.3516,1,6,5.0,5.0,2,3,1,72.58,1,2
11936,188139,2015,29.0887,1,1,0.5,0.5,3,3,1,82.1,1,2
11937,188140,2015,29.2517,1,0,2.0,0.5,3,3,1,82.56,1,2
11938,188142,2015,27.3176,1,0,0.0,1.0,2,1,1,72.58,1,1
11939,188143,2015,21.1903,2,7,0.0,2.0,1,1,1,61.24,2,1
11940,188144,2015,30.6055,1,1,3.0,2.0,5,1,1,88.45,1,2
11941,188147,2015,22.1778,2,2,0.0,0.0,1,2,1,49.9,2,2
11942,188148,2015,30.4904,1,2,2.0,3.0,3,1,1,83.01,1,1
11943,188149,2015,30.6556,2,0,5.0,0.5,2,2,1,83.46,2,2
11944,188150,2015,19.6194,2,5,0.5,0.5,1,4,1,56.7,2,2
11945,188151,2015,23.7422,2,7,0.5,0.5,2,1,1,60.78,2,2
11946,188152,2015,23.9239,1,3,1.0,4.0,1,1,1,58.97,1,2
11947,188155,2015,21.1903,2,7,0.5,0.0,1,1,1,61.24,2,2
11948,188156,2015,38.6466,1,7,4.0,0.0,1,3,1,95.26,1,2
11949,188157,2015,24.7544,2,2,1.0,0.5,1,1,1,65.77,2,1
11950,188158,2015,21.4759,1,0,2.0,5.0,3,2,1,65.77,1,2
11951,188159,2015,21.1607,2,2,0.0,0.0,7,2,1,57.61,1,2
11952,188160,2015,32.3322,1,3,2.0,3.0,1,4,1,93.44,1,2
11953,188161,2015,30.5343,1,0,0.5,5.0,1,1,1,86.18,2,2
11954,188162,2015,17.2664,2,3,0.5,1.0,1,1,1,49.9,2,2
11955,188163,2015,32.0216,1,6,2.0,0.5,1,1,1,78.93,2,1
11956,188164,2015,30.1211,1,7,0.5,1.0,2,3,1,77.11,1,2
11957,188167,2015,21.6978,1,6,0.0,5.0,3,2,1,61.24,1,2
11958,188168,2015,22.3251,1,4,3.0,0.5,1,4,1,60.78,1,2
11959,188170,2015,39.2659,1,1,2.0,2.0,1,2,1,90.72,2,2
11960,188171,2015,21.3407,1,7,4.0,4.0,2,1,1,56.7,1,2
11961,188172,2015,21.1903,2,6,4.0,4.0,2,1,1,61.24,2,1
11962,188173,2015,22.082,1,5,2.0,5.0,1,1,1,54.43,1,2
11963,188174,2015,15.9814,2,1,0.0,2.0,1,4,1,53.52,2,2
11964,188175,2015,29.5344,1,3,2.0,1.0,3,1,1,78.47,1,2
11965,188176,2015,19.633,2,2,0.0,0.5,2,4,1,45.36,2,2
11966,188177,2015,29.8201,1,4,2.0,3.0,1,1,1,86.18,1,2
11967,188178,2015,19.6319,1,0,5.0,5.0,1,1,1,52.16,1,2
11968,188180,2015,39.6914,2,2,0.5,3.0,2,3,1,101.61,2,2
11969,188181,2015,23.2109,2,7,2.0,5.0,3,3,1,59.42,1,2
11970,188182,2015,32.0957,2,4,2.0,1.0,2,3,1,77.11,2,2
11971,188183,2015,35.2631,2,1,4.0,5.0,2,3,1,76.2,2,2
11972,188185,2015,34.2333,2,0,3.0,5.0,2,3,1,96.62,1,2
11973,188186,2015,22.1778,1,3,3.0,5.0,3,3,1,49.9,2,2
11974,188187,2015,20.1992,2,3,5.0,1.0,2,1,1,51.71,2,1
11975,188188,2015,23.003,2,0,1.0,0.0,1,4,1,56.7,2,2
11976,188190,2015,18.4024,2,6,4.0,0.0,1,1,1,45.36,2,2
11977,188192,2015,20.6121,2,0,0.0,3.0,2,1,1,61.69,2,1
11978,188193,2015,24.6289,1,5,0.0,0.0,1,1,1,63.05,2,2
11979,188194,2015,25.6088,2,0,0.5,2.0,1,4,1,68.04,2,2
11980,188195,2015,22.6556,2,6,1.0,3.0,2,1,1,54.43,2,2
11981,188196,2015,30.0187,2,0,5.0,5.0,2,3,1,72.12,2,2
11982,188198,2015,27.1998,2,7,1.0,3.0,1,1,1,86.18,2,2
11983,188199,2015,38.6466,1,4,2.0,1.0,3,1,1,95.26,1,2
11984,188200,2015,29.3495,1,5,2.0,5.0,2,3,1,84.82,1,1
11985,188201,2015,29.6229,1,2,2.0,0.0,4,3,1,90.72,1,1
11986,188204,2015,22.4986,2,0,0.0,4.0,2,3,1,63.5,2,2
11987,188205,2015,19.6925,2,0,0.5,0.0,3,1,1,48.54,2,2
11988,188206,2015,35.793,2,2,0.5,4.0,1,3,1,91.63,2,1
11989,188207,2015,20.0268,2,3,2.0,0.5,2,4,1,46.27,2,2
11990,188209,2015,16.3269,2,1,3.0,1.0,1,3,1,44.45,2,2
11991,188210,2015,29.157,1,3,1.0,0.0,3,1,1,79.38,1,2
11992,188211,2015,27.4648,1,4,1.0,0.5,3,1,1,70.31,1,1
11993,188212,2015,30.3888,2,3,0.0,0.5,2,1,1,80.74,1,2
11994,188213,2015,25.8255,1,4,0.0,0.0,2,3,1,70.31,2,2
11995,188214,2015,21.793,2,3,4.0,5.0,2,1,1,55.79,2,2
11996,188215,2015,32.4885,1,1,2.0,5.0,3,1,1,88.45,2,1
11997,188216,2015,25.377,2,3,2.0,3.0,1,1,1,47.63,2,2
11998,188217,2015,32.2006,1,4,3.0,0.0,1,1,1,104.33,2,2
11999,188218,2015,24.0977,1,0,5.0,0.5,3,1,1,61.69,1,1
12000,188219,2015,25.7617,2,2,1.0,5.0,3,3,1,63.5,2,2
12001,188220,2015,24.5453,1,2,5.0,5.0,2,1,1,58.97,1,1
12002,188221,2015,26.1309,2,4,3.0,0.0,2,3,1,64.41,2,2
12003,188222,2015,20.0893,1,3,2.0,1.0,2,3,1,56.7,1,2
12004,188223,2015,25.5237,2,0,2.0,5.0,1,3,1,58.97,1,2
12005,188224,2015,22.494,2,0,1.0,5.0,7,3,1,61.24,1,2
12006,188226,2015,17.867,1,7,0.0,0.0,3,3,1,41.28,1,2
12007,188227,2015,23.0922,2,3,3.0,3.0,2,2,1,49.9,2,2
12008,188228,2015,19.4931,2,7,4.0,0.0,2,3,1,53.07,2,2
12009,188229,2015,19.6319,1,1,3.0,3.0,1,2,1,52.16,1,2
12010,188230,2015,24.2507,1,2,5.0,2.0,2,3,1,72.58,1,2
12011,188231,2015,27.6036,2,4,2.0,0.0,2,1,1,68.04,2,2
12012,188232,2015,28.4669,1,0,0.5,0.0,3,3,1,65.77,1,2
12013,188233,2015,23.3242,1,7,0.5,0.0,2,3,1,63.5,1,2
12014,188234,2015,37.0313,2,5,3.0,2.0,1,3,1,94.8,2,2
12015,188236,2015,24.6582,2,1,0.5,0.0,1,3,1,60.78,2,2
12016,188237,2015,22.8246,2,0,0.5,0.0,3,3,1,62.14,1,2
12017,188238,2015,30.0463,2,5,4.0,5.0,7,2,1,79.83,1,1
12018,188239,2015,26.4308,1,5,1.0,0.5,3,1,1,63.5,1,2
12019,188240,2015,21.6602,2,7,1.0,1.0,1,1,1,58.97,2,2
12020,188242,2015,19.7576,1,0,0.0,0.5,2,1,1,62.6,1,2
12021,188243,2015,17.9269,1,4,0.5,2.0,2,1,1,47.63,1,1
12022,188244,2015,20.7347,2,7,1.0,0.0,7,1,1,63.5,2,2
12023,188245,2015,25.4901,2,4,1.0,3.0,1,1,1,61.24,2,2
12024,188246,2015,28.3205,1,7,1.0,0.0,1,1,1,68.04,1,2
12025,188248,2015,32.0703,1,5,3.0,5.0,3,3,1,82.1,1,2
12026,188249,2015,19.4922,2,3,2.0,0.0,2,3,1,49.9,1,2
12027,188251,2015,34.046,2,3,0.5,3.0,1,1,1,83.92,2,2
12028,188252,2015,19.4922,1,7,0.5,3.0,1,1,1,49.9,1,2
12029,188253,2015,34.3641,1,7,1.0,2.0,2,1,1,105.24,1,2
12030,188255,2015,21.7128,1,1,0.0,5.0,5,3,1,53.52,1,1
12031,188257,2015,20.3169,2,7,0.5,0.0,2,3,1,53.98,2,2
12032,188258,2015,22.494,1,3,0.0,5.0,2,3,1,61.24,1,1
12033,188259,2015,26.0684,1,2,0.5,2.0,7,1,1,78.02,1,2
12034,188260,2015,19.4464,2,7,2.0,0.5,4,1,1,46.72,1,1
12035,188261,2015,37.6196,1,4,3.0,2.0,5,1,1,115.21,2,1
12036,188262,2015,23.9,1,0,1.0,3.0,2,1,1,63.5,1,2
12037,188263,2015,22.494,1,4,0.0,1.0,1,4,1,61.24,1,2
12038,188264,2015,28.6327,2,3,3.0,5.0,1,2,1,90.72,1,2
12039,188265,2015,18.6505,1,2,1.0,3.0,1,1,1,43.09,2,1
12040,188266,2015,32.3567,2,3,0.0,0.0,2,3,1,58.97,2,2
12041,188267,2015,24.0732,1,5,1.0,2.0,2,1,1,63.96,1,1
12042,188268,2015,34.7055,2,0,1.0,3.0,1,1,1,103.87,2,2
12043,188269,2015,29.0225,1,0,2.0,5.0,3,1,1,77.11,1,1
12044,188270,2015,24.5453,1,0,0.5,3.0,1,1,1,58.97,1,2
12045,188271,2015,20.9063,1,4,1.0,0.0,2,3,1,53.52,1,1
12046,188272,2015,22.5375,1,0,0.5,1.0,2,3,1,59.88,1,2
12047,188274,2015,32.2375,2,0,1.0,3.0,5,3,1,107.96,2,2
12048,188275,2015,21.3477,2,1,1.0,5.0,1,3,1,52.62,2,2
12049,188276,2015,23.9239,1,1,0.0,0.0,1,1,1,58.97,1,2
12050,188277,2015,23.6996,1,1,2.0,3.0,2,3,1,72.58,1,1
12051,188279,2015,21.7107,2,2,0.5,0.0,2,1,1,52.16,2,2
12052,188280,2015,18.9936,2,0,4.0,0.0,3,3,1,51.71,2,2
12053,188281,2015,24.1579,1,7,1.0,0.5,2,1,1,65.77,1,2
12054,188283,2015,21.9753,2,6,2.0,3.0,1,1,1,65.77,2,2
12055,188284,2015,23.7994,1,0,2.0,0.0,2,1,1,77.11,1,2
12056,188285,2015,14.5511,2,2,3.0,1.0,1,4,1,43.55,1,2
12057,188286,2015,18.6119,2,1,0.5,2.0,2,1,1,58.97,2,2
12058,188287,2015,31.8945,2,4,2.0,2.0,3,1,1,81.65,1,1
12059,188288,2015,27.8026,2,2,0.0,3.0,2,1,1,78.47,1,1
12060,188289,2015,20.4863,2,0,5.0,3.0,2,3,1,54.43,2,2
12061,188290,2015,28.3205,2,3,0.5,3.0,1,3,1,68.04,2,2
12062,188291,2015,23.0352,2,3,0.5,4.0,2,1,1,58.97,1,2
12063,188292,2015,27.4648,2,3,0.0,0.0,1,1,1,70.31,2,2
12064,188293,2015,20.9063,2,5,2.0,0.0,1,1,1,53.52,2,2
12065,188294,2015,31.6524,2,4,2.0,2.0,1,1,1,78.02,2,2
12066,188295,2015,32.7375,1,0,5.0,5.0,2,4,1,97.98,1,1
12067,188296,2015,17.8927,2,0,4.0,2.0,2,1,1,51.71,1,1
12068,188297,2015,23.0727,1,7,0.5,0.0,1,1,1,66.68,1,1
12069,188298,2015,22.2687,1,6,4.0,2.0,4,3,1,54.89,1,2
12070,188299,2015,23.9219,2,7,2.0,3.0,3,3,1,61.24,2,2
12071,188300,2015,24.8047,2,0,2.0,2.0,2,2,1,63.5,1,2
12072,188301,2015,33.8026,2,1,0.0,5.0,2,3,1,89.81,2,2
12073,188302,2015,21.0093,2,0,2.0,5.0,1,3,1,48.54,2,2
12074,188303,2015,20.0893,2,5,0.5,3.0,1,3,1,56.7,2,2
12075,188304,2015,21.9723,1,6,1.0,0.5,1,4,1,63.5,1,2
12076,188305,2015,29.6442,2,4,4.0,1.0,2,3,1,68.49,2,2
12077,188306,2015,21.1446,2,5,0.5,1.0,2,3,1,50.8,2,2
12078,188307,2015,23.9,2,0,5.0,5.0,2,1,1,63.5,2,2
12079,188308,2015,23.6208,2,6,1.0,1.0,1,1,1,74.84,2,1
12080,188309,2015,22.4986,1,0,3.0,0.0,1,1,1,63.5,1,2
12081,188310,2015,27.1998,1,0,3.0,5.0,3,1,1,86.18,2,2
12082,188311,2015,30.1211,1,2,3.0,4.0,1,1,1,77.11,1,1
12083,188312,2015,20.8936,2,7,1.0,0.5,1,1,1,58.97,2,2
12084,188313,2015,22.5143,2,7,1.0,0.0,1,1,1,68.95,2,2
12085,188315,2015,23.8367,2,1,2.0,3.0,1,2,1,46.72,2,2
12086,188316,2015,23.9239,2,5,0.0,3.0,4,3,1,58.97,1,2
12087,188317,2015,21.7107,1,0,2.0,2.0,1,1,1,52.16,1,2
12088,188318,2015,19.9408,1,5,1.0,0.5,3,1,1,43.09,2,1
12089,188320,2015,22.4683,2,4,2.0,0.5,2,3,1,53.98,2,2
12090,188321,2015,29.9908,1,7,0.5,0.5,2,1,1,81.65,2,2
12091,188323,2015,21.2169,2,7,0.5,2.0,3,1,1,63.5,2,1
12092,188325,2015,25.1298,1,2,0.5,3.0,1,1,1,58.06,1,2
12093,188326,2015,22.4512,1,1,0.0,5.0,2,3,1,55.34,1,2
12094,188327,2015,20.0893,1,1,3.0,5.0,1,3,1,56.7,1,2
12095,188328,2015,22.8763,1,7,3.0,0.0,7,4,1,60.78,2,1
12096,188329,2015,21.2617,2,3,5.0,2.0,2,3,1,54.43,2,1
12097,188331,2015,23.3242,1,0,5.0,1.0,1,3,1,63.5,2,2
12098,188332,2015,20.1438,2,6,2.0,4.0,2,4,1,53.52,1,2
12099,188333,2015,27.4844,2,3,2.0,5.0,2,4,1,63.5,2,2
12100,188334,2015,31.804,1,0,0.5,0.5,3,2,1,73.48,1,2
12101,188335,2015,21.2617,1,4,5.0,5.0,1,3,1,54.43,2,2
12102,188337,2015,20.0893,1,3,4.0,0.5,2,3,1,56.7,1,2
12103,188338,2015,21.6602,1,7,2.0,2.0,1,3,1,58.97,2,2
12104,188339,2015,27.3207,2,0,0.0,0.0,3,3,1,77.11,2,2
12105,188340,2015,27.6036,1,7,0.0,0.0,1,3,1,68.04,1,2
12106,188341,2015,18.6593,2,0,5.0,5.0,1,3,1,50.8,2,1
12107,188342,2015,21.3689,2,2,3.0,2.0,2,3,1,48.08,2,2
12108,188343,2015,27.6036,2,1,2.0,0.0,2,1,1,68.04,2,2
12109,188344,2015,26.6325,2,3,2.0,0.5,2,3,1,70.76,2,2
12110,188345,2015,26.5781,1,0,1.0,5.0,2,3,1,68.04,1,2
12111,188346,2015,20.7581,2,0,4.0,5.0,3,2,1,65.77,1,2
12112,188347,2015,29.7656,1,3,0.0,5.0,3,3,1,76.2,1,2
12113,188348,2015,25.2099,2,1,2.0,0.5,1,1,1,62.14,2,2
12114,188351,2015,21.2617,2,4,1.0,1.0,1,3,1,54.43,2,2
